Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
07.04.2021 00:00,0.1,0.0621,0.001,0.037,0.011,739.8,65.5,0.6,21,8,0
07.04.2021 00:20,0.1,0.0633,0.002,0.036,0.013,739.8,66,0.6,4,7.9,0
07.04.2021 00:40,0.1,0.0508,0.001,0.028,0.01,739.7,68.2,0.6,0,7.4,0
07.04.2021 01:00,0.1,0.0436,0.001,0.022,0.011,739.9,70.2,1.1,22,7,0
07.04.2021 01:20,0.1,0.042,0.001,0.019,0.011,739.9,71.9,1.1,324,6.7,0
07.04.2021 01:40,0.1,0.0444,0.001,0.018,0.01,739.9,72.6,1,4,6.5,0
07.04.2021 02:00,0.1,0.0408,0.001,0.017,0.011,739.9,73.7,0.9,81,6.3,0
07.04.2021 02:20,0.1,0.0352,0.001,0.017,0.009,739.8,75.6,1,0,6.1,0
07.04.2021 02:40,0.1,0.0349,0,0.015,0.009,739.7,77.7,0.3,0,5.9,0
07.04.2021 03:00,0.1,0.0349,0.001,0.016,0.01,739.6,78.3,0.7,0,5.8,0
07.04.2021 03:20,0.1,0.0365,0,0.017,0.011,739.5,77.7,0.4,0,5.8,0
07.04.2021 03:40,0.1,0.0364,0,0.015,0.01,739.4,77,0.4,0,5.8,0
07.04.2021 04:00,0.1,0.036,0.001,0.016,0.01,739.3,77,0.1,73,5.7,0
07.04.2021 04:20,0.1,0.0439,0.001,0.017,0.011,739.3,77,0.3,85,5.7,0
07.04.2021 04:40,0.1,0.0664,0.002,0.023,0.013,739.2,76.5,0.2,0,5.8,0
07.04.2021 05:00,0.1,0.071,0.003,0.025,0.012,739.1,75.8,0.3,137,5.9,0
07.04.2021 05:20,0.1,0.0738,0.004,0.032,0.016,739,74.1,0.5,147,6,0
07.04.2021 05:40,0.1,0.0758,0.005,0.035,0.016,739,73,0.6,199,6,0
07.04.2021 06:00,0.1,0.0745,0.004,0.037,0.017,739,73,0.5,0,5.9,0
07.04.2021 06:20,0.1,0.0752,0.006,0.039,0.017,739,73.3,0.5,160,5.9,0
07.04.2021 06:40,0.2,0.0752,0.012,0.038,0.017,738.9,73.6,0.9,169,5.8,0
07.04.2021 07:00,0.2,0.075,0.013,0.038,0.016,738.9,74.4,1,143,5.6,0
07.04.2021 07:20,0.2,0.0715,0.019,0.043,0.016,738.8,75.1,0.8,138,5.6,0
07.04.2021 07:40,0.2,0.0709,0.031,0.049,0.019,738.7,75.1,1,105,5.7,0
07.04.2021 08:00,0.3,0.0764,0.033,0.051,0.017,738.7,75.5,0.7,127,5.9,0
07.04.2021 08:20,0.3,0.0732,0.04,0.053,0.019,738.8,75.9,0.9,111,6.1,0
07.04.2021 08:40,0.3,0.0715,0.046,0.056,0.019,738.8,75.6,0.5,0,6.3,0
07.04.2021 09:00,0.3,0.0772,0.047,0.057,0.018,738.8,75,1.1,185,6.6,0
07.04.2021 09:20,0.3,0.0734,0.032,0.046,0.018,738.9,75.8,1.6,169,6.7,0
07.04.2021 09:40,0.3,0.0678,0.026,0.036,0.014,738.9,76.3,1.7,189,6.7,0
07.04.2021 10:00,0.3,0.0671,0.031,0.037,0.015,738.9,76.8,1,125,6.9,0
07.04.2021 10:20,0.2,0.0605,0.032,0.041,0.016,738.8,75,1.4,197,7.5,0
07.04.2021 10:40,0.2,0.0442,0.027,0.042,0.015,738.9,72.2,1.9,89,8.1,0
07.04.2021 11:00,0.2,0.0478,0.027,0.046,0.017,738.8,69.4,1.9,110,8.8,0
07.04.2021 11:20,0.2,0.042,0.017,0.042,0.011,738.8,65.5,2.3,211,9.5,0
07.04.2021 11:40,0.3,0.0354,0.013,0.039,0.011,738.9,63.8,2.5,187,9.7,0
07.04.2021 12:00,0.4,0.0323,0.005,0.035,0.012,739,59.8,1.8,168,9.9,0
07.04.2021 12:20,0.3,0.0302,0.003,0.029,0.005,738.9,57.9,2.4,120,9.9,0
07.04.2021 12:40,0.3,0.0309,0.005,,,738.7,57.9,1.7,0,10,0
07.04.2021 13:00,0.3,0.0305,0.009,,,738.4,56.7,2.4,115,10.6,0
07.04.2021 13:20,0.3,0.0311,0.008,,,738.3,54.8,2,0,10.8,0
07.04.2021 13:40,0.4,0.0303,0.004,,,738.1,52.4,3,157,11.1,0
07.04.2021 14:00,0.3,0.0263,0.004,,,738,51.6,2.3,154,11.2,0
07.04.2021 14:20,0.3,0.033,0.005,,,737.8,53.2,2.1,164,11,0
07.04.2021 14:40,0.3,0.0336,0.003,,,737.7,52.1,1.7,196,10.9,0
07.04.2021 15:00,0.3,0.0339,0.003,,,737.7,46.5,2.8,210,11,0
07.04.2021 15:20,0.3,0.0288,0.003,,,737.6,45.7,3.3,200,10.9,0
07.04.2021 15:40,0.3,0.026,0.003,,,737.6,45.4,4,158,10.5,0
07.04.2021 16:00,0.3,0.0281,0.003,,,737.7,48.4,2.5,192,10.1,0
07.04.2021 16:20,0.3,0.0266,0.002,,,737.7,50.8,2.5,168,9.9,0
07.04.2021 16:40,,0.0311,0.002,,,737.7,54,2.9,181,9.6,0
07.04.2021 17:00,0.3,0.0272,0.004,,,737.7,62.3,2.4,183,8.8,0
07.04.2021 17:20,0.4,0.0392,0.005,,,737.6,66.1,1.5,204,8.3,0
07.04.2021 17:40,0.4,0.0414,0.003,,,737.6,66.1,2,172,8.3,0
07.04.2021 18:00,0.3,0.0327,0.001,0.039,0.009,737.5,69.6,2,165,7.9,0
07.04.2021 18:20,0.4,0.0359,0.001,0.024,0.01,737.3,72.2,1.8,187,7.7,0
07.04.2021 18:40,0.4,0.0434,0.001,0.021,0.007,737.1,73.8,1,0,7.5,0
07.04.2021 19:00,0.4,0.054,0.001,0.024,0.011,736.9,74.6,1.3,81,7.5,0
07.04.2021 19:20,0.3,0.0387,0.001,0.016,0.007,737,79.1,1.6,120,7,0
07.04.2021 19:40,0.3,0.0377,0.001,0.011,0.007,736.9,83,2.3,201,6.3,0.2
07.04.2021 20:00,0.3,0.0348,0.001,0.008,0.003,736.8,84.1,2.4,144,5.6,0
07.04.2021 20:20,0.3,0.0358,0,0.005,0.003,736.7,85.9,1.4,99,5.1,0.4
07.04.2021 20:40,0.3,0.0362,0.001,0.003,0.001,736.6,86.9,1.5,173,4.6,0.2
07.04.2021 21:00,0.3,0.0372,0.001,0.002,0.001,736.4,87.8,1.7,142,4.2,0.2
07.04.2021 21:20,0.3,0.0342,0.001,0.002,0.001,736.1,88.1,1.9,170,3.9,0.4
07.04.2021 21:40,0.3,0.0342,0.001,0.001,0,735.8,89,0.9,167,3.7,0
07.04.2021 22:00,0.3,0.0389,0.001,0.001,,735.4,89.1,1.2,168,3.7,0.2
07.04.2021 22:20,0.3,0.0431,0.001,0.004,0.002,735.1,89.4,0.8,147,3.6,0.2
07.04.2021 22:40,0.3,0.0743,0.002,0.005,0.002,734.8,90,0.5,0,3.8,0.2
07.04.2021 23:00,0.4,0.0697,0.003,0.005,0.004,734.3,90,0.4,93,3.9,0
07.04.2021 23:20,0.4,0.0631,0.002,0.005,0.003,734,90,0.5,84,3.9,0
07.04.2021 23:40,0.2,0.0586,0.002,0.006,0.004,733.6,90,0.4,0,3.8,0
08.04.2021 00:00,0.1,0.051,0.001,0.002,0.001,733.3,90,0.1,0,3.8,0
08.04.2021 00:20,0.1,0.0447,0,0.006,0.004,733.1,90,0,0,3.9,0
08.04.2021 00:40,0.1,0.042,0,0.002,0.001,732.9,90,0,0,4,0
08.04.2021 01:00,0.1,0.0425,0.001,0.007,0.005,732.7,90,0,0,4.3,0
08.04.2021 01:20,0.1,0.0454,0.001,0.003,0.002,732.4,89.6,0,0,4.6,0
08.04.2021 01:40,0.2,0.0479,0.001,0.008,0.005,732.2,88.7,0,0,4.7,0
08.04.2021 02:00,0.2,0.0485,0.001,0.007,0.005,732,88.5,0,0,4.7,0
08.04.2021 02:20,0.2,0.0535,0.001,0.012,0.009,731.9,88.6,0,0,4.7,0
08.04.2021 02:40,0.2,0.0707,0.002,0.008,0.006,731.9,88.7,0,0,4.7,0
08.04.2021 03:00,0.1,0.056,0.001,0.008,0.006,731.8,88.3,0.1,0,4.7,0
08.04.2021 03:20,0.1,0.0415,0.001,0.002,0.001,731.7,87.5,0.3,0,4.4,0
08.04.2021 03:40,0,0.0348,0.001,0.004,0.003,731.6,88,0.5,273,4.3,0
08.04.2021 04:00,0,0.0261,0.001,0.002,0.001,731.6,88,0.3,264,4.2,0
08.04.2021 04:20,0,0.0262,0,0.004,0.003,731.5,88,0,0,4.1,0
08.04.2021 04:40,0,0.0335,0.001,0.001,0.001,731.4,88,0.3,0,4.2,0
08.04.2021 05:00,0,0.0269,0.001,0.003,0.003,731.3,88.1,0.1,0,4.1,0
08.04.2021 05:20,0.1,0.0267,0,0.003,0.002,731.1,89,0.2,0,4,0
08.04.2021 05:40,0.1,0.0296,0.001,0.005,0.004,731.1,89,0.4,187,4,0
08.04.2021 06:00,0.1,0.0314,0.001,0.006,0.005,731,89.2,0.6,0,3.9,0
08.04.2021 06:20,0.1,0.031,0,0.004,0.003,730.9,90,0.3,0,3.8,0
08.04.2021 06:40,0.1,0.0313,0,0.003,0.003,730.8,90,0.8,176,3.7,0
08.04.2021 07:00,0.1,0.0399,0.001,0.005,0.004,730.7,91,0.5,0,3.6,0
08.04.2021 07:20,0.2,0.0632,0.005,0.006,0.004,730.7,91,1.1,164,3.6,0.2
08.04.2021 07:40,0.2,0.06,0.009,0.006,0.004,730.7,91,0.9,166,3.4,0.2
08.04.2021 08:00,0.1,0.0506,0.007,0,,730.6,91,0.6,0,3.2,0.4
08.04.2021 08:20,0.1,0.0472,0.006,0.002,0,730.4,91,0.3,170,3,0.6
08.04.2021 08:40,0.2,0.0544,0.008,0.002,0.001,730.3,90.8,0.9,166,2.9,0.6
08.04.2021 09:00,0.2,0.0513,0.008,0.004,0.001,730.5,90.5,0.5,0,2.3,0.6
08.04.2021 09:20,0.2,0.0514,0.012,0.01,0.004,730.4,91,0.4,0,2.1,0.4
08.04.2021 09:40,0.3,0.0613,0.025,0.009,0.004,730.6,91,0.1,275,2.1,0.4
08.04.2021 10:00,0.3,0.0643,0.051,0.059,0.016,730.8,91,0.7,0,2,0.4
08.04.2021 10:20,0.2,0.0465,0.024,0.013,0.002,731.1,91,1.3,288,1.4,0.6
08.04.2021 10:40,0.1,0.0352,0.014,0.008,0.004,731.4,91.5,1.1,311,1.3,0.4
08.04.2021 11:00,0.1,0.0336,0.012,0.027,0.006,731.7,91.9,1.3,268,1.4,0.2
08.04.2021 11:20,0.1,0.0282,0.007,0.032,0.008,732.2,91,1.7,218,1.3,0.4
08.04.2021 11:40,0.3,0.0262,0.006,0.015,0.005,732.7,91,1.5,322,1.2,0.2
08.04.2021 12:00,0.2,0.0278,0.009,0.021,0.005,733.1,91,1.6,191,1.3,0.4
08.04.2021 12:20,0.2,0.029,0.008,0.033,0.01,733.7,91,1.8,306,1.4,0.2
08.04.2021 12:40,0.2,0.0284,0.009,0.027,0.008,734.2,91,1.7,317,1.6,0.4
08.04.2021 13:00,0.2,0.0261,0.006,0.028,0.006,734.8,91,2,320,1.6,0.6
08.04.2021 13:20,0.2,0.0254,0.006,0.017,0.009,735.3,91,2,339,1.5,0.4
08.04.2021 13:40,0.2,0.0209,0.005,0.024,0.006,735.9,90.6,2,167,1.9,0
08.04.2021 14:00,0.1,0.0264,0.005,0.064,0.018,736.4,89.5,1.7,318,2.1,0
08.04.2021 14:20,0.1,0.0197,0.006,0.046,0.017,737.1,88.7,2.1,0,2.3,0
08.04.2021 14:40,0.1,0.0178,0.005,0.012,0.007,737.5,86.9,2,312,2.7,0
08.04.2021 15:00,0.1,0.0215,0.005,0.01,0.005,737.9,83.8,1.9,205,3.4,0
08.04.2021 15:20,0.1,0.0215,0.005,0.008,0.003,738.2,79.5,2,211,3.9,0
08.04.2021 15:40,0.1,0.0196,0.005,0.007,,738.6,75.5,2,266,4.5,0
08.04.2021 16:00,0.1,0.0334,0.008,0.03,0.01,739,73.1,1.6,307,4.6,0
08.04.2021 16:20,0.2,0.036,0.01,,0.006,739.3,70.7,1.6,302,4.9,0
08.04.2021 16:40,0.1,0.0391,0.011,,0.027,739.6,67.5,1.3,228,5.2,0
08.04.2021 17:00,0.2,0.0301,0.005,,0.042,739.9,66.3,1.2,187,5.4,0
08.04.2021 17:20,0.1,0.0241,0.003,,0.008,740.2,64.8,1.5,247,5.3,0
08.04.2021 17:40,0.1,0.0227,0.003,0.016,0.005,740.7,66,1.6,206,5,0
08.04.2021 18:00,0.1,0.0222,0.001,0.02,0.008,741.5,80.9,0.7,0,2.7,0.6
08.04.2021 18:20,0.2,0.0373,0.002,0.007,0.003,741.6,87.4,0.4,0,2,0
08.04.2021 18:40,0.3,0.0564,0.004,0.013,0.008,741.7,88.2,0.3,0,2.1,0
08.04.2021 19:00,0.3,0.0556,0.003,0.009,0.006,741.9,88,0.5,245,2.3,0
08.04.2021 19:20,0.3,0.0589,0.004,0,,742.1,86.9,0.6,0,2.5,0
08.04.2021 19:40,0.3,0.0733,0.005,0.011,0.007,742.4,85.6,0.9,164,2.6,0
08.04.2021 20:00,0.2,0.0498,0.006,0.007,0.005,742.6,82.7,1,314,2.6,0
08.04.2021 20:20,0.2,0.054,0.006,0.001,,742.9,81,1.1,214,2.6,0
08.04.2021 20:40,0.2,0.0573,0.007,0.009,0.007,743.2,80.3,1.3,218,2.5,0
08.04.2021 21:00,0.2,0.0588,0.006,0.009,0.006,743.4,80,1.1,222,2.4,0
08.04.2021 21:20,0.2,0.0583,0.006,0.007,0.004,743.6,79.2,1.1,0,2.4,0
08.04.2021 21:40,0.2,0.0519,0.005,0.008,0.005,743.8,79,1.1,201,2.4,0
08.04.2021 22:00,0.2,0.0423,0.003,0.004,0.001,744,79,0.8,196,2.2,0
08.04.2021 22:20,0.2,0.0363,0.002,0.002,,744.2,79.6,0.8,187,2.1,0
08.04.2021 22:40,0.2,0.0351,0.001,0.008,0.005,744.3,80.7,1.1,206,1.9,0
08.04.2021 23:00,0.3,0.0375,0.001,0.008,0.005,744.5,81.6,0.8,170,1.8,0
08.04.2021 23:20,0.2,0.0351,0.001,0.008,0.005,744.7,82.3,0.7,172,1.8,0
08.04.2021 23:40,0.2,0.0352,0.002,0.008,0.005,744.9,83,0.9,163,1.9,0
09.04.2021 00:00,,,,,,745,83.4,0.6,289,1.9,0
09.04.2021 00:20,,,,,,745.2,84,0.7,197,1.8,0
09.04.2021 00:40,,,,,,745.4,84.5,0.7,0,1.7,0
09.04.2021 01:00,,,,,,745.6,84.8,0.8,134,1.6,0
09.04.2021 01:20,,,,,,745.8,85.8,0.4,231,1.3,0
09.04.2021 01:40,,,,,,745.9,86.4,1,259,1.2,0
09.04.2021 02:00,,,,,,746.1,87,0.3,0,1,0
09.04.2021 02:20,,,,,,746.2,87,0.4,0,1,0
09.04.2021 02:40,,,,,,746.4,87,0.5,0,1.1,0
09.04.2021 03:00,,,,,,746.6,86.4,0.4,192,1.4,0
09.04.2021 03:20,,,,,,746.8,86,0.6,262,1.5,0
09.04.2021 03:40,,,,,,747,85.4,0.5,0,1.6,0
09.04.2021 04:00,,,,,,747.1,85,0.5,292,1.7,0
09.04.2021 04:20,,,,,,747.3,85,0.3,0,1.7,0
09.04.2021 04:40,,,,,,747.6,85,0.5,235,1.8,0
09.04.2021 05:00,,,,,,747.7,84.1,0.3,274,1.9,0
09.04.2021 05:20,,,,,,747.9,84,0.5,0,1.9,0
09.04.2021 05:40,,,,,,748.1,84,0.5,285,1.8,0
09.04.2021 06:00,,,,,,748.4,84,0.5,0,1.7,0
09.04.2021 06:20,,,,,,748.6,84,0.6,231,1.6,0
09.04.2021 06:40,,,,,,748.9,84,0.6,0,1.5,0
09.04.2021 07:00,,,,,,749.2,84.3,0.2,218,1.7,0
09.04.2021 07:20,,,,,,749.5,84,0.6,285,1.8,0
09.04.2021 07:40,,,,,,749.7,84,0.6,199,1.8,0
09.04.2021 08:00,,,,,,750,83.9,0.8,197,1.7,0
09.04.2021 08:20,,,,,,750.3,84,0.6,0,1.8,0
09.04.2021 08:40,,,,,,750.5,82.9,0.8,221,2.2,0
09.04.2021 09:00,,,,,,750.8,82.2,0.8,264,2.7,0
09.04.2021 09:20,,,,,,751,80.3,0.8,240,2.9,0
09.04.2021 09:40,,,,,,751.3,80.1,0.9,0,3.1,0
09.04.2021 10:00,,,,,,751.5,78.7,0.6,264,3.4,0
09.04.2021 10:20,,,,,,751.7,77.5,0.9,282,3.7,0
09.04.2021 10:40,,,,,,751.9,76,0.7,228,3.8,0
09.04.2021 11:00,,,,,,752,76.2,0.7,253,3.7,0
09.04.2021 11:20,,,,,,752.1,74.6,0.9,344,4.3,0
09.04.2021 11:40,,,,,,752.2,71.8,0.8,197,4.8,0
09.04.2021 12:00,,,,,,752.1,67.9,0.9,322,5.9,0
09.04.2021 12:20,,,,,,752.2,61.6,1,170,6.4,0
09.04.2021 12:40,,,,,,752.3,58.2,1.1,233,6.7,0
09.04.2021 13:00,,,,,,752.4,54.9,0.8,168,7.2,0
09.04.2021 13:20,,,,,,752.5,52.9,1.1,249,7.6,0
09.04.2021 13:40,,,,,,752.6,49.7,1,160,7.8,0
09.04.2021 14:00,,,,,,752.6,46.5,1.4,205,8.3,0
09.04.2021 14:20,,,,,,752.6,43.4,1.3,179,8.7,0
09.04.2021 14:40,,,,,,752.6,41.2,1.1,285,9.2,0
09.04.2021 15:00,,,,,,752.7,41.4,0.8,160,8.8,0
09.04.2021 15:20,,,,,,752.7,40.6,1,291,8.9,0
09.04.2021 15:40,,,,,,752.7,42,1.1,0,8.6,0
09.04.2021 16:00,,,,,,752.7,42.1,0.6,220,8.1,0
09.04.2021 16:20,,,,,,752.7,43.2,1.1,190,8,0
09.04.2021 16:40,,,,,,752.8,42.2,1.4,285,8.3,0
09.04.2021 17:00,,,,,,752.9,44.2,1,168,8.2,0
09.04.2021 17:20,,,,,,753,47.3,1,172,8,0
09.04.2021 17:40,,,,,,753.1,44.8,1.1,250,7.9,0
09.04.2021 18:00,,,,,,753.2,42.1,0.5,322,7.9,0
09.04.2021 18:20,,,,,,753.2,43.4,0.8,0,7.9,0
09.04.2021 18:40,,,,,,753.3,42.1,0.7,216,7.7,0
09.04.2021 19:00,,,,,,753.3,43.2,0.6,220,7.6,0
09.04.2021 19:20,,,,,,753.5,42.5,0.7,0,7.3,0
09.04.2021 19:40,,,,,,753.7,42.4,0.7,170,7.1,0
09.04.2021 20:00,,,,,,753.8,43.5,0.8,156,6.8,0
09.04.2021 20:20,,,,,,754,44.7,0.9,173,6.5,0
09.04.2021 20:40,,,,,,754,46.2,0.9,0,6.3,0
09.04.2021 21:00,,,,,,754.1,47.5,0.7,0,6.1,0
09.04.2021 21:20,,,,,,,,,,,
09.04.2021 21:40,,,,,,754.4,49.8,0.8,197,5.7,0
09.04.2021 22:00,,,,,,754.4,50,0.2,194,5.6,0
09.04.2021 22:20,,,,,,754.5,50.1,0.5,201,5.5,0
09.04.2021 22:40,,,,,,754.5,50.3,0.6,0,5.4,0
09.04.2021 23:00,,,,,,754.6,50.6,0.4,172,5.3,0
09.04.2021 23:20,,,,,,754.7,51.4,0.7,189,5.1,0
09.04.2021 23:40,,,,,,754.7,50.8,0.9,172,5,0
11.07.2021 00:00,0.2,0,0.04,,0.019,750,65.6,0.2,0,26.3,0
11.07.2021 00:20,0.2,0.001,0.034,,0.018,750.1,66.7,0.1,0,26.1,0
11.07.2021 00:40,0.2,0,0.033,,0.018,750.2,68.3,0.1,0,25.8,0
11.07.2021 01:00,0.3,0.001,0.031,,0.017,750.2,69,0.1,0,25.7,0
11.07.2021 01:20,0.3,0.001,0.039,,0.02,750.1,70.1,0.4,96,25.6,0
11.07.2021 01:40,0.2,0.001,0.039,,0.02,750.1,70.7,0.4,0,25.7,0
11.07.2021 02:00,0.2,0.001,0.034,,0.019,750.2,71.7,0.3,0,25.6,0
11.07.2021 02:20,0.2,0.001,0.031,,0.017,750.2,72.2,0.1,0,25.4,0
11.07.2021 02:40,0.2,0.001,0.025,,0.015,750.1,73.4,0,0,25.1,0
11.07.2021 03:00,0.2,0.001,0.018,,0.013,750.1,73.8,0.1,0,24.9,0
11.07.2021 03:20,0.2,0.001,0.02,,0.014,750.2,73.9,0.1,48,24.7,0
11.07.2021 03:40,0.2,0.001,0.018,,0.013,750.2,74.7,0,0,24.4,0
11.07.2021 04:00,0.2,0,0.003,,0.007,750.2,74.2,0.2,77,24.1,0
11.07.2021 04:20,0.1,0,0.008,,0.008,750.3,73.5,0.2,78,24,0
11.07.2021 04:40,0.1,0,0.013,,0.01,750.4,72.8,0.1,0,24.1,0
11.07.2021 05:00,0.1,0,0.01,,0.008,750.3,72,0.3,0,24,0
11.07.2021 05:20,0.1,0,0.015,,0.01,750.3,71.1,0.4,61,24.2,0
11.07.2021 05:40,0.1,0.001,0.015,,0.01,750.4,70.5,0.4,0,24.2,0
11.07.2021 06:00,0.1,0.001,0.021,,0.012,750.4,70.5,0,0,24.2,0
11.07.2021 06:20,0.1,0.001,0.001,,0.005,750.4,69.7,0.2,0,24.2,0
11.07.2021 06:40,0.1,0.002,0.003,,0.005,750.4,66.4,0.5,63,24.8,0
11.07.2021 07:00,0.1,0.002,,,0.001,750.4,60,0.4,65,26.2,0
11.07.2021 07:20,0.1,0.003,0.004,,0.004,750.4,54.3,0.5,166,27.5,0
11.07.2021 07:40,0.1,0.003,0.021,,0.01,750.4,52,0.6,40,27.9,0
11.07.2021 08:00,0.1,0.003,,,,750.5,48.7,0.5,78,28.3,0
11.07.2021 08:20,0.1,0.002,0.008,,0.004,750.5,47.4,0.5,0,28.3,0
11.07.2021 08:40,0.1,0.003,0.008,,0.004,750.5,46.2,0.4,9,28.5,0
11.07.2021 09:00,0.1,0.003,,,,750.6,42.8,0.4,110,29.1,0
11.07.2021 09:20,0.1,0.003,0.026,,0.01,750.6,43,0.4,61,29.3,0
11.07.2021 09:40,0.1,0.002,0.026,,0.008,750.5,43.9,0.8,154,29.5,0
11.07.2021 10:00,0.1,0.001,0.023,,0.008,750.5,43.5,0.7,21,29.7,0
11.07.2021 10:20,0.1,0.001,0.014,,0.006,750.5,42,0.6,12,30.2,0
11.07.2021 10:40,0.1,0.001,0.011,,0.005,750.5,41.7,0.8,323,30.5,0
11.07.2021 11:00,0.1,0.001,0.02,,0.007,750.5,41.8,0.8,301,30.4,0
11.07.2021 11:20,0.1,0.001,0.03,,0.011,750.4,41.9,0.6,332,31,0
11.07.2021 11:40,0.1,0.001,0.016,,0.007,750.4,41.8,0.9,354,31.2,0
11.07.2021 12:00,0.1,0,0.01,,0.005,750.3,41,1,106,31.4,0
11.07.2021 12:20,0.1,0,0.014,,0.008,750.3,41,0.9,134,31.3,0
11.07.2021 12:40,0.1,0,0.024,,0.011,750.3,41.8,0.7,316,31.2,0
11.07.2021 13:00,0.1,0.001,0.014,,0.007,750.2,42.2,1,339,31,0
11.07.2021 13:20,0.1,0,0.012,,0.006,750.2,41.6,1.2,354,31.1,0
11.07.2021 13:40,0.1,0,0.021,,0.009,750.1,41.3,0.9,300,31.4,0
11.07.2021 14:00,0.1,0,0.01,,0.005,750.1,40.8,0.7,31,31.6,0
11.07.2021 14:20,0.1,0,0.003,,0.003,750,39,0.7,30,31.9,0
11.07.2021 14:40,0.1,0.001,0.015,,0.007,749.9,39.7,1,42,31.8,0
11.07.2021 15:00,0.1,0,0.017,,0.007,749.9,38.7,0.9,67,32.2,0
11.07.2021 15:20,0.1,0,0.016,,0.007,749.8,37.7,1,89,32.9,0
11.07.2021 15:40,0.1,0,0.011,,0.005,749.7,36.8,0.7,335,33,0
11.07.2021 16:00,0.1,0,0.012,,0.005,749.7,36.5,1.1,31,33.1,0
11.07.2021 16:20,0.1,0,0.017,,0.006,749.6,37.5,0.6,343,32.4,0
11.07.2021 16:40,0.1,0,0.025,,0.009,749.6,37.2,0.8,13,32.8,0
11.07.2021 17:00,0.1,0,0.006,,0.003,749.5,37.2,0.8,52,32.5,0
11.07.2021 17:20,0.1,0,0.006,,0.003,749.5,37,1,20,32.3,0
11.07.2021 17:40,0.1,0.001,0.013,,0.006,749.6,37.5,1.1,53,31.9,0
11.07.2021 18:00,0.1,0.001,0.013,,0.006,749.5,38.4,1.2,40,31.4,0
11.07.2021 18:20,0.1,0.001,0.014,,0.005,749.6,39,0.8,66,31,0
11.07.2021 18:40,0.1,0,0.002,,0.001,749.6,38.6,0.9,41,30.8,0
11.07.2021 19:00,0.1,0,0.018,,0.006,749.7,39.6,0.6,318,30.3,0
11.07.2021 19:20,0.1,0.001,,,,749.8,39.7,1.1,359,29.9,0
11.07.2021 19:40,0.1,0.001,,,,749.9,39.2,0.9,86,29.6,0
11.07.2021 20:00,0.1,0.001,,,,749.9,38.4,1,85,29.4,0
11.07.2021 20:20,0.1,0.002,0.003,,0.001,750,38.1,0.7,87,29.1,0
11.07.2021 20:40,0.1,0.001,0.009,,0.003,750.1,38.5,0.8,54,28.9,0
11.07.2021 21:00,0.1,0.001,0.006,,0.002,750.2,38.6,0.5,18,28.7,0
11.07.2021 21:20,0.1,0,0.016,,0.005,750.3,39.6,0.4,34,28.3,0
11.07.2021 21:40,0.1,0,0.021,,0.007,750.4,41.8,0.3,61,27.8,0
11.07.2021 22:00,0.2,0.001,0.026,,0.008,750.6,43.5,0.6,33,27.5,0
11.07.2021 22:20,0.2,0.001,0.024,,0.007,750.6,44.7,0.3,0,27.3,0
11.07.2021 22:40,0.2,0.001,0.02,,0.007,750.6,46.3,0.2,0,26.9,0
11.07.2021 23:00,0.2,0.001,0.021,,0.008,750.7,47.9,0.1,77,26.3,0
11.07.2021 23:20,0.2,0.001,0.022,,0.008,750.7,49.6,0.1,0,25.8,0
11.07.2021 23:40,0.2,0.001,0.018,,0.006,750.8,50,0.3,0,25.6,0
12.07.2021 00:00,0.2,0.001,0.021,,0.008,750.9,50.5,0.2,0,25.6,0
12.07.2021 00:20,0.2,0.001,0.017,,0.007,751,51.3,0.1,0,25.3,0
12.07.2021 00:40,0.2,0.001,0.061,,0.017,751.1,53.2,0.2,83,24.9,0
12.07.2021 01:00,0.2,0.001,0.029,,0.007,751.2,52,0.7,0,25.1,0
12.07.2021 01:20,0.1,0.001,0.021,,0.009,751.2,52,0.5,92,25,0
12.07.2021 01:40,0.1,0,0.023,,0.009,751.3,52.8,0.4,135,24.8,0
12.07.2021 02:00,0.1,0.001,0.022,,0.009,751.3,53.9,0.2,0,24.6,0
12.07.2021 02:20,0.1,0.001,0.018,,0.008,751.4,54.7,0.6,37,24.3,0
12.07.2021 02:40,0.1,0.001,0.022,,0.01,751.4,54.9,0.5,75,24.2,0
12.07.2021 03:00,0.1,0.001,0.021,,0.009,751.4,55.5,0.4,0,24,0
12.07.2021 03:20,0.1,0.001,0.026,,0.01,751.5,56.8,0.1,0,23.6,0
12.07.2021 03:40,0.1,0,0.025,,0.01,751.5,58.9,0,117,23.1,0
12.07.2021 04:00,0.1,0,0.02,,0.008,751.5,60.1,0.1,54,22.8,0
12.07.2021 04:20,0.1,0,0.017,,0.007,751.5,60.5,0,0,22.6,0
12.07.2021 04:40,0.1,0,0.02,,0.008,751.7,62.4,0,0,22.2,0
12.07.2021 05:00,0.1,0.001,0.018,,0.008,751.7,63.9,0.1,0,21.9,0
12.07.2021 05:20,0.1,0.001,0.016,,0.006,751.8,63.2,0.1,0,22.2,0
12.07.2021 05:40,0.1,0.001,0.003,,0.002,751.8,60.6,0.3,0,22.6,0
12.07.2021 06:00,0.1,0.001,0.022,,0.008,751.9,61,0,0,22.8,0
12.07.2021 06:20,0.1,0.002,0.013,,0.005,751.9,58.5,0.3,89,23.7,0
12.07.2021 06:40,0.1,0.004,0.01,,0.004,752,54.1,0.4,77,24.9,0
