Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
21.09.2021 21:40,,,,,,746,92,0.9,91,6.6,0.2
21.09.2021 22:00,,,,,,745.9,92,0.5,50,6.7,0
21.09.2021 22:20,,,,,,745.8,92,0.8,159,6.7,0
21.09.2021 22:40,,,,,,745.8,92.2,0.9,93,6.6,0.2
21.09.2021 23:00,,,,,,745.7,92.7,0.8,79,6.6,0
21.09.2021 23:20,,,,,,745.6,93,1,57,6.6,0
21.09.2021 23:40,,,,,,745.5,93,0.7,59,6.6,0
25.07.2021 00:00,0.3,0.0529,0.006,0.017,0.007,750,64.5,0,0,16,0
25.07.2021 00:20,0.4,0.0514,0.019,0.023,0.008,750,66.4,0,0,15.9,0
25.07.2021 00:40,0.6,0.0557,0.036,0.032,0.011,750.2,67.7,0,0,15.5,0
25.07.2021 01:00,0.5,0.0555,0.039,0.031,0.011,750.3,69.9,0,0,15.3,0
25.07.2021 01:20,0.4,0.0535,0.027,0.026,0.01,750.3,70.2,0,0,15.3,0
25.07.2021 01:40,0.4,0.0524,0.022,0.024,0.01,750.4,71.2,0,0,15,0
25.07.2021 02:00,0.4,0.0508,0.016,0.021,0.009,750.5,72.6,0,0,14.7,0
25.07.2021 02:20,0.4,0.0549,0.008,0.02,0.009,750.6,73.7,0,0,14.8,0
25.07.2021 02:40,0.3,0.052,0.007,0.019,0.009,750.7,72.3,0,0,15,0
25.07.2021 03:00,0.3,0.0507,0.005,0.017,0.008,750.7,72.8,0,0,14.8,0
25.07.2021 03:20,0.3,0.0475,0.003,0.016,0.008,750.7,74,0,0,14.8,0
25.07.2021 03:40,0.2,0.0429,0.002,0.015,0.009,750.7,72.7,0,0,15.3,0
25.07.2021 04:00,0.2,0.0404,0.001,0.013,0.007,750.8,71.2,0,0,15.6,0
25.07.2021 04:20,0.3,0.0383,0.007,0.014,0.008,750.8,71.1,0,0,15.7,0
25.07.2021 04:40,0.4,0.0515,0.02,0.017,0.008,750.8,71.6,0,0,15.8,0
25.07.2021 05:00,0.5,0.0504,0.043,0.022,0.009,750.9,72.3,0,0,15.8,0
25.07.2021 05:20,0.5,0.0504,0.055,0.025,0.011,750.9,73.3,0,0,15.8,0
25.07.2021 05:40,0.4,0.0518,0.042,0.024,0.01,751,73.1,0,0,16,0
25.07.2021 06:00,0.3,0.0466,0.015,0.025,0.011,751.2,71.7,0,0,16.2,0
25.07.2021 06:20,0.4,0.046,0.051,0.029,0.012,751.3,72,0,0,16.5,0
25.07.2021 06:40,0.5,0.0547,0.072,0.035,0.014,751.4,70.5,0.1,102,16.9,0
25.07.2021 07:00,0.5,0.0565,0.076,0.038,0.017,751.5,67.7,0,0,17.3,0
25.07.2021 07:20,0.5,0.0553,0.072,0.036,0.016,751.5,66.9,0,0,17.8,0
25.07.2021 07:40,0.5,0.0565,0.066,0.036,0.015,751.6,63.6,0,0,18.4,0
25.07.2021 08:00,0.5,0.0565,0.062,0.035,0.015,751.7,63.2,0.1,0,18.9,0
25.07.2021 08:20,0.3,0.0621,0.038,0.029,0.013,751.7,60.3,0.1,0,19.1,0
25.07.2021 08:40,0.4,0.0527,0.04,0.03,0.011,751.7,61.1,0.1,0,19.2,0
25.07.2021 09:00,0.4,0.0578,0.045,0.036,0.013,751.8,59.2,0.2,0,19.8,0
25.07.2021 09:20,0.3,0.0549,0.032,0.034,0.012,751.8,56.5,0.3,0,20.3,0
25.07.2021 09:40,0.2,0.0443,0.014,0.026,0.008,751.9,53,0.3,242,20.7,0
25.07.2021 10:00,0.2,0.0242,0.007,0.018,0.006,751.9,50.2,0.7,288,21,0
25.07.2021 10:20,0.1,0.0236,0.005,0.018,0.006,752.1,50.3,0.5,172,21.1,0
25.07.2021 10:40,0.1,0.0194,0.004,0.014,0.004,752.1,47.5,0.6,301,21.9,0
25.07.2021 11:00,0.1,0.0111,0.003,0.01,0.003,752,45.4,0.6,205,22.3,0
25.07.2021 11:20,0.1,0.0111,0.002,0.01,0.003,752,44.7,0.5,238,23,0
25.07.2021 11:40,0.1,0.0101,0.002,0.009,0.003,752,45,0.5,0,23,0
25.07.2021 12:00,0.1,0.009,0.001,0.009,0.004,752,44,0.5,0,22.8,0
25.07.2021 12:20,0.1,0.011,0.001,0.01,0.004,752.1,45.2,0.4,274,22.4,0
25.07.2021 12:40,0.1,0.0116,0.001,0.009,0.003,752.2,45.5,0.4,258,21.9,0
25.07.2021 13:00,0.1,0.0117,0.001,0.009,0.003,752.2,47,0.4,0,21.6,0
25.07.2021 13:20,0.1,0.0117,0.001,0.007,0.002,752.2,45.6,0.5,204,22.1,0
25.07.2021 13:40,0.1,0.0099,0.001,0.007,0.003,752.3,43.8,0.4,199,22.3,0
25.07.2021 14:00,0.1,0.0089,0.001,0.008,0.002,752.3,44.7,0.5,332,22.3,0
25.07.2021 14:20,0.1,0.0086,0.001,0.007,0.002,752.3,43.2,0.5,284,22.9,0
25.07.2021 14:40,0.1,0.0085,0,0.007,0.003,752.3,43,0.5,155,22.9,0
25.07.2021 15:00,0.1,0.0082,0,0.006,0.002,752.2,40.5,0.5,228,23.5,0
25.07.2021 15:20,0.1,0.0126,0.001,0.008,0.002,752.2,40.2,0.4,129,23.8,0
25.07.2021 15:40,0.1,0.0099,0.002,0.008,0.002,752.2,40.5,0.2,144,24,0
25.07.2021 16:00,0.1,0.0095,0.001,0.008,0.002,752.1,39.2,0.4,243,24.4,0
25.07.2021 16:20,0.1,0.0093,0.001,0.009,0.003,752.1,37.8,0.5,0,24.6,0
25.07.2021 16:40,0.1,0.0098,0.001,0.012,0.003,752.1,39.3,0.4,316,24.3,0
25.07.2021 17:00,0.1,0.0097,0.001,0.009,0.003,752.1,39.7,0.4,0,24.5,0
25.07.2021 17:20,0.1,0.0127,0.001,0.011,0.003,752.1,39.5,0.1,320,24.9,0
25.07.2021 17:40,0.1,0.0149,0.001,0.013,0.004,752.1,40.3,0.4,0,24.6,0
25.07.2021 18:00,0.1,0.0162,0.001,0.015,0.005,752,42.5,0.5,0,24,0
25.07.2021 18:20,0.1,0.0187,0.001,0.015,0.006,752,44.1,0.3,334,23.6,0
25.07.2021 18:40,0.1,0.0241,0.002,0.014,0.005,752.1,45.2,0.1,0,23.2,0
25.07.2021 19:00,0.1,0.018,0.001,0.013,0.004,752.1,45.1,0.3,0,23.2,0
25.07.2021 19:20,0.1,0.0178,0.001,0.012,0.005,752.1,44.9,0.2,0,23.1,0
25.07.2021 19:40,0.1,0.0169,0.001,0.011,0.004,752.1,45.5,0.1,0,22.8,0
25.07.2021 20:00,0.1,0.0141,0,0.011,0.004,752.1,46.3,0,0,22.4,0
25.07.2021 20:20,0.1,0.018,0.001,0.013,0.005,752.1,48.2,0,0,21.8,0
25.07.2021 20:40,0.1,0.023,0,0.013,0.005,752.2,50,0,0,21.1,0
25.07.2021 21:00,0.2,0.0286,0,0.014,0.006,752.3,51.6,0,0,20.6,0
25.07.2021 21:20,0.2,0.0341,0,0.015,0.005,752.4,53.2,0,0,20.2,0
25.07.2021 21:40,0.2,0.0348,0,0.015,0.006,752.5,54.5,0,0,19.7,0
25.07.2021 22:00,0.3,0.053,0.001,0.018,0.007,752.5,57,0,0,19.3,0
25.07.2021 22:20,0.3,0.0623,0.003,0.02,0.008,752.6,59.4,0,0,18.9,0
25.07.2021 22:40,0.3,0.0582,0.003,0.019,0.008,752.7,60.5,0,0,18.6,0
25.07.2021 23:00,0.3,0.0529,0.002,0.021,0.009,752.8,62,0,0,18.3,0
25.07.2021 23:20,0.3,0.0509,0.001,0.021,0.009,752.9,63,0,0,18.1,0
25.07.2021 23:40,0.3,0.0561,0.004,0.028,0.012,753,64.6,0,0,17.6,0
26.07.2021 00:00,0.3,0.0595,0.007,0.023,0.01,753.1,65.9,0,0,17.3,0
26.07.2021 00:20,0.4,0.0616,0.011,0.022,0.009,753.2,66.6,0,0,17.2,0
26.07.2021 00:40,0.4,0.0611,0.014,0.022,0.009,753.2,67.6,0,0,17,0
26.07.2021 01:00,0.4,0.061,0.018,0.023,0.01,753.2,68.8,0,0,16.7,0
26.07.2021 01:20,0.4,0.0594,0.02,0.023,0.009,753.2,70.6,0.1,0,16.6,0
26.07.2021 01:40,0.4,0.0579,0.021,0.022,0.009,753.3,70.7,0,0,16.6,0
26.07.2021 02:00,0.4,0.0567,0.022,0.021,0.009,753.3,71.7,0,0,16.3,0
26.07.2021 02:20,0.4,0.0578,0.023,0.02,0.009,753.4,72.5,0,0,16,0
26.07.2021 02:40,0.4,0.0582,0.025,0.021,0.01,753.5,73,0,0,16,0
26.07.2021 03:00,0.5,0.0562,0.028,0.02,0.009,753.5,73.9,0,0,15.9,0
26.07.2021 03:20,0.5,0.0565,0.031,0.02,0.009,753.5,73.9,0,0,15.8,0
26.07.2021 03:40,0.4,0.058,0.028,0.02,0.01,753.5,73.9,0,0,15.7,0
26.07.2021 04:00,0.3,0.0624,0.014,0.018,0.009,753.6,73,0,0,15.8,0
26.07.2021 04:20,0.3,0.06,0.007,0.016,0.008,753.6,72,0,0,15.9,0
26.07.2021 04:40,0.3,0.0589,0.006,0.017,0.009,753.7,72.6,0,0,15.7,0
26.07.2021 05:00,0.3,0.056,0.006,0.017,0.009,753.8,73.6,0,0,15.6,0
26.07.2021 05:20,0.2,0.0526,0.006,0.015,0.008,753.8,74.5,0,0,15.5,0
26.07.2021 05:40,0.2,0.0483,0.005,0.015,0.008,753.8,74.4,0,0,15.7,0
26.07.2021 06:00,0.2,0.0418,0.004,0.014,0.007,753.9,72.7,0,0,16.3,0
26.07.2021 06:20,0.2,0.0386,0.003,0.014,0.007,754,69.8,0,0,17.3,0
26.07.2021 06:40,0.2,0.036,0.004,0.012,0.006,754,65.8,0,0,18.3,0
26.07.2021 07:00,0.2,0.0341,0.004,0.013,0.006,754,61.1,0.1,260,19.6,0
26.07.2021 07:20,0.2,0.0298,0.004,0.013,0.005,754,57,0.1,0,20.6,0
26.07.2021 07:40,0.2,0.0352,0.006,0.016,0.006,753.9,56.7,0.2,284,21.1,0
26.07.2021 08:00,0.3,0.0473,0.009,0.024,0.012,753.9,55.6,0.3,0,21.6,0
26.07.2021 08:20,0.2,0.0431,0.009,0.028,0.014,753.8,54.6,0.2,278,21.9,0
26.07.2021 08:40,0.2,0.0433,0.009,0.025,0.011,753.8,53.4,0.3,0,22.4,0
26.07.2021 09:00,0.2,0.0457,0.011,0.029,0.011,753.7,53,0.5,354,22.6,0
26.07.2021 09:20,0.2,0.0454,0.01,0.033,0.01,753.7,51.6,0.4,320,22.9,0
26.07.2021 09:40,0.2,0.0466,0.011,0.03,0.011,753.7,51.2,0.4,0,23.2,0
26.07.2021 10:00,0.1,0.03,0.007,0.025,0.01,753.7,49.6,0.5,36,23.8,0
26.07.2021 10:20,0.1,0.036,0.007,0.02,0.007,753.7,47.2,0.7,264,24.2,0
26.07.2021 10:40,0.1,0.0265,0.003,0.023,0.006,753.7,46.3,0.6,170,24.8,0
26.07.2021 11:00,0.1,0.0303,0.003,0.028,0.008,753.7,45.8,0.4,35,24.3,0
26.07.2021 11:20,0.1,0.03,0.002,0.063,0.011,753.7,46.3,0.2,0,24.4,0
26.07.2021 11:40,0.1,0.0266,0.002,0.037,0.008,753.8,45.5,0.3,247,24.4,0
26.07.2021 12:00,0.1,0.0252,0.002,0.032,0.008,753.8,45.8,0.2,0,24.4,0
26.07.2021 12:20,0.2,0.0253,0.002,0.03,0.006,753.7,45.7,0.1,0,24.7,0
26.07.2021 12:40,0.1,0.0238,0.002,0.018,0.004,753.6,44.7,0.2,0,24.6,0
26.07.2021 13:00,0.1,0.0186,0.002,0.02,0.005,753.6,44,0.3,0,24.8,0
26.07.2021 13:20,0.1,0.0193,0.001,0.018,0.005,753.5,44,0.3,321,25.3,0
26.07.2021 13:40,0.1,0.0185,0.001,0.019,0.005,753.4,42.3,0.6,188,25.6,0
26.07.2021 14:00,0.1,0.0176,0.001,0.015,0.004,753.3,40.8,0.6,328,25.9,0
26.07.2021 14:20,0.1,0.0153,0.002,0.016,0.005,753.2,39.7,0.6,0,26.3,0
26.07.2021 14:40,0.1,0.0135,0.002,0.02,0.004,753.1,39.9,0.4,241,26.6,0
26.07.2021 15:00,0.1,0.013,0.002,0.019,0.005,753.1,38.6,0.3,0,26.7,0
26.07.2021 15:20,0.1,0.0114,0.001,0.029,0.006,752.9,39.3,0.3,0,26.7,0
26.07.2021 15:40,0.1,0.0107,0.001,0.015,0.005,752.8,38.2,0.5,0,26.8,0
26.07.2021 16:00,0.1,0.0114,0.001,0.012,0.004,752.7,37.8,0.5,328,27.2,0
26.07.2021 16:20,0.2,0.011,0.001,0.016,0.004,752.6,37,0.4,4,27.8,0
26.07.2021 16:40,0.1,0.011,0.001,0.018,0.005,752.5,36.5,0.7,0,27.9,0
26.07.2021 17:00,0.1,0.0101,0.001,0.014,0.005,752.4,38.9,0.3,0,27.5,0
26.07.2021 17:20,0.1,0.0119,0.001,0.013,0.005,752.3,37.1,0.2,0,28.1,0
26.07.2021 17:40,0.1,0.0156,0.001,0.019,0.006,752.3,37.6,0.3,247,28,0
26.07.2021 18:00,0.1,0.0276,0.001,0.029,0.01,752.3,39.6,0.2,0,26.9,0
26.07.2021 18:20,0.1,0.0209,0.001,0.023,0.007,752.2,41.5,0.1,0,26.4,0
26.07.2021 18:40,0.1,0.022,0.001,0.017,0.006,752.1,41.7,0.1,0,26.5,0
26.07.2021 19:00,0.1,0.0139,0.001,0.015,0.006,752.1,40.9,0.2,0,26.4,0
26.07.2021 19:20,0.1,0.0147,0,0.014,0.005,752.1,41.6,0.1,0,26.2,0
26.07.2021 19:40,0.1,0.016,0.001,0.015,0.006,752.1,42.6,0.1,0,25.9,0
26.07.2021 20:00,0.1,0.0468,0.002,0.016,0.006,752.1,44.5,0.1,0,25.4,0
26.07.2021 20:20,0.1,0.0334,0.002,0.016,0.006,752.1,45.8,0,0,24.8,0
26.07.2021 20:40,0.1,0.0258,0,0.016,0.006,752.1,47.2,0,0,24.4,0
26.07.2021 21:00,0.2,0.0412,0.001,0.019,0.008,752.2,48.1,0,0,24.1,0
26.07.2021 21:20,0.2,0.0464,0,0.021,0.008,752.2,48.4,0,0,24,0
26.07.2021 21:40,0.3,0.0497,0.001,0.025,0.009,752.2,50.5,0,0,23.6,0
26.07.2021 22:00,0.3,0.0564,0.001,0.029,0.009,752.3,51.7,0,0,23.2,0
26.07.2021 22:20,0.3,0.0584,0.001,0.036,0.011,752.4,52.6,0,0,23,0
26.07.2021 22:40,0.3,0.0544,0.001,,,752.4,54.3,0,0,22.6,0
26.07.2021 23:00,0.3,0.0524,0.001,0.024,0.01,752.4,55.9,0,0,22.2,0
26.07.2021 23:20,0.3,0.053,0.002,0.024,0.01,752.4,57.4,0,0,21.8,0
26.07.2021 23:40,0.2,0.0493,0.001,0.023,0.01,752.5,58.6,0,0,21.4,0
27.07.2021 00:00,,,,,,752.6,60.3,0,0,21,0
27.07.2021 00:20,,,,,,752.6,61,0,0,20.9,0
27.07.2021 00:40,,,,,,752.7,63.2,0,0,20.5,0
27.07.2021 01:00,,,,,,752.7,64.9,0,0,20,0
27.07.2021 01:20,,,,,,752.7,66.5,0,0,19.7,0
27.07.2021 01:40,,,,,,752.8,67.3,0,0,19.3,0
27.07.2021 02:00,,,,,,752.9,68.8,0,0,19,0
27.07.2021 02:20,,,,,,752.9,70,0,0,18.7,0
27.07.2021 02:40,,,,,,752.9,70.7,0,0,18.5,0
27.07.2021 03:00,,,,,,753,71.4,0,0,18.3,0
27.07.2021 03:20,,,,,,753,72.3,0,0,18.1,0
27.07.2021 03:40,,,,,,752.9,73.2,0,0,17.8,0
27.07.2021 04:00,,,,,,753,74.8,0,0,17.6,0
27.07.2021 04:20,,,,,,752.9,75.8,0,0,17.3,0
27.07.2021 04:40,,,,,,752.9,76.6,0,0,17.1,0
27.07.2021 05:00,,,,,,752.9,77.6,0,0,17,0
27.07.2021 05:20,,,,,,752.9,78,0,0,17.1,0
27.07.2021 05:40,,,,,,752.9,78.8,0,0,17.1,0
27.07.2021 06:00,,,,,,752.9,79.8,0,0,17.3,0
27.07.2021 06:20,,,,,,752.9,79.7,0,0,18.2,0
27.07.2021 06:40,,,,,,752.9,75.6,0,0,19.8,0
27.07.2021 07:00,,,,,,752.8,69.7,0,0,21.3,0
27.07.2021 07:20,,,,,,752.8,61.6,0,0,22.5,0
27.07.2021 07:40,,,,,,752.7,56.3,0.1,0,23.5,0
27.07.2021 08:00,,,,,,752.6,51.9,0.3,279,24,0
27.07.2021 08:20,,,,,,752.4,52.6,0.3,0,24.1,0
27.07.2021 08:40,,,,,,752.4,50.6,0.3,27,24.2,0
27.07.2021 09:00,,,,,,752.4,46.6,0.5,283,24.6,0
27.07.2021 09:20,,,,,,752.4,44.4,0.4,0,24.9,0
27.07.2021 09:40,,,,,,752.4,42.7,0.3,114,25.1,0
27.07.2021 10:00,,,,,,752.4,42.8,0.5,228,25.6,0
27.07.2021 10:20,,,,,,752.4,41.3,0.4,0,26.1,0
27.07.2021 10:40,,,,,,752.3,39.2,0.7,93,26.5,0
27.07.2021 11:00,,,,,,752.3,37.4,0.7,255,27,0
27.07.2021 11:20,,,,,,752.2,38.9,0.3,258,26.8,0
27.07.2021 11:40,,,,,,752.2,38.1,0.5,165,27.4,0
27.07.2021 12:00,,,,,,752.1,36.3,0.7,0,27.7,0
27.07.2021 12:20,,,,,,752,35.6,0.6,147,28,0
27.07.2021 12:40,,,,,,751.9,37.6,0.6,0,27.8,0
27.07.2021 13:00,,,,,,751.8,36.2,0.6,97,27.8,0
27.07.2021 13:20,,,,,,751.7,34.8,0.6,322,28.2,0
27.07.2021 13:40,,,,,,751.6,37.1,0.3,0,27.7,0
27.07.2021 14:00,,,,,,751.5,37.9,0.5,83,27.3,0
27.07.2021 14:20,,,,,,751.3,36.3,0.6,252,28.2,0
27.07.2021 14:40,,,,,,751.2,34.6,0.5,291,28.8,0
27.07.2021 15:00,,,,,,751,33.6,0.6,324,29.4,0
27.07.2021 15:20,,,,,,750.8,33,0.5,0,29.7,0
27.07.2021 15:40,,,,,,750.7,31.4,0.4,0,30.1,0
27.07.2021 16:00,,,,,,750.5,31.4,0.2,0,30,0
27.07.2021 16:20,,,,,,750.4,30,0.5,322,30.4,0
27.07.2021 16:40,,,,,,750.2,29,0.5,153,30.5,0
27.07.2021 17:00,,,,,,750.1,29.6,0.5,0,30.4,0
27.07.2021 17:20,,,,,,750.1,29.5,0.2,0,30.7,0
27.07.2021 17:40,,,,,,750,29.6,0.5,0,30.4,0
27.07.2021 18:00,,,,,,749.9,32.3,0.1,256,29.3,0
27.07.2021 18:20,,,,,,749.9,33,0.3,0,28.7,0
27.07.2021 18:40,,,,,,749.9,32.6,0.2,0,28.7,0
27.07.2021 19:00,,,,,,749.8,32.9,0.1,223,28.6,0
27.07.2021 19:20,,,,,,749.8,34,0.2,0,28.3,0
27.07.2021 19:40,,,,,,749.8,35.6,0.1,0,27.6,0
27.07.2021 20:00,,,,,,749.8,36.6,0,0,27,0
27.07.2021 20:20,,,,,,749.9,38.5,0,0,26.5,0
27.07.2021 20:40,,,,,,750,39.7,0.1,8,25.8,0
27.07.2021 21:00,,,,,,750,41.7,0.1,0,25.6,0
27.07.2021 21:20,,,,,,750,43.4,0,0,25.2,0
27.07.2021 21:40,,,,,,749.9,45.9,0,0,24.6,0
27.07.2021 22:00,,,,,,749.9,47.8,0.1,0,24.2,0
27.07.2021 22:20,,,,,,749.8,48.3,0,0,24,0
27.07.2021 22:40,,,,,,749.8,51.3,0,0,23.3,0
27.07.2021 23:00,,,,,,749.8,52.8,0,0,22.8,0
27.07.2021 23:20,,,,,,749.9,53.6,0,0,22.4,0
27.07.2021 23:40,,,,,,749.9,54.9,0,0,22.2,0
