Дата и время,CO,NO2,NO,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
16.01.2021 15:40,0.0331,0.014,0.015,735.9,84,1.5,314,-15.7,0,0.015
16.01.2021 16:00,0.0334,0.012,0.013,735.9,83.5,1.5,314,-15.7,0,0.013
16.01.2021 16:20,0.034,0.01,0.011,736.1,83.5,1.6,249,-15.7,0,0.011
16.01.2021 16:40,0.0338,0.009,0.012,736.2,83.6,1.5,308,-15.8,0,0.012
16.01.2021 17:00,0.0344,0.01,0.012,736.3,83.7,1.5,300,-15.9,0,0.012
16.01.2021 17:20,0.035,0.008,0.014,736.3,83.9,1.5,312,-15.9,0,0.014
16.01.2021 17:40,0.0318,0.005,0.016,736.4,83.9,2,299,-16.1,0,0.016
16.01.2021 18:00,0.0323,0.005,0.017,736.5,83.8,1.3,254,-16.1,0,0.017
16.01.2021 18:20,0.0335,0.006,0.018,736.5,83.4,1.3,0,-16.1,0,0.018
16.01.2021 18:40,0.0337,0.007,0.018,736.4,83.9,1.1,318,-16.1,0,0.018
16.01.2021 19:00,0.0333,0.008,0.019,736.5,83.6,1.7,301,-16.2,0,0.019
16.01.2021 19:20,0.0349,0.01,0.019,736.6,84,1.7,282,-16.2,0,0.019
16.01.2021 19:40,0.0333,0.01,0.02,736.7,84,2,297,-16.3,0,0.02
16.01.2021 20:00,0.0323,0.006,0.019,736.8,84,1.8,270,-16.3,0,0.019
16.01.2021 20:20,0.032,0.008,0.018,736.9,84,1.6,305,-16.3,0,0.018
16.01.2021 20:40,0.0314,0.006,0.017,736.9,84,1.8,314,-16.3,0,0.017
16.01.2021 21:00,0.0305,0.006,0.016,737,84,1.6,0,-16.3,0,0.016
16.01.2021 21:20,0.0293,0.005,0.015,737.1,84.1,1.5,0,-16.3,0,0.015
16.01.2021 21:40,0.0303,0.004,0.015,737.2,84,1.3,274,-16.2,0,0.015
16.01.2021 22:00,0.0313,0.004,0.013,737.2,84.5,1.4,300,-16.3,0,0.013
16.01.2021 22:20,0.0313,0.003,0.012,737.3,84.1,1.9,250,-16.3,0,0.012
16.01.2021 22:40,0.0311,0.004,0.013,737.4,84,1.5,289,-16.3,0,0.013
16.01.2021 23:00,0.0309,0.004,0.013,737.5,84,1.5,316,-16.4,0,0.013
16.01.2021 23:20,0.0295,0.004,0.013,737.7,84.1,1.3,306,-16.4,0,0.013
16.01.2021 23:40,0.0283,0.003,0.013,737.8,84.1,1.5,0,-16.6,0,0.013
17.01.2021 00:00,0.0281,0.003,0.014,737.9,84,1.5,309,-16.6,0,0.014
17.01.2021 00:20,0.0284,0.002,0.013,738,84,1,0,-16.6,0,0.013
17.01.2021 00:40,0.0272,0.003,0.013,738.1,83.4,1.6,295,-16.7,0,0.013
17.01.2021 01:00,0.0274,0.002,0.011,738.1,83,1.9,339,-16.8,0,0.011
17.01.2021 01:20,0.0257,0.001,0.01,738.1,83,1.4,237,-16.8,0,0.01
17.01.2021 01:40,0.0236,0.001,0.011,738.2,82.9,1.6,318,-16.9,0,0.011
17.01.2021 02:00,0.0206,0.001,0.01,738.3,82.9,1.7,328,-17,0,0.01
17.01.2021 02:20,0.0195,0,0.011,738.4,82.2,1.9,299,-17,0,0.011
17.01.2021 02:40,0.0164,0,0.011,738.6,82,1.9,293,-17.2,0,0.011
17.01.2021 03:00,0.0182,0,0.011,738.7,82,1.6,235,-17.2,0,0.011
17.01.2021 03:20,0.017,0,0.011,738.8,82,1.4,310,-17.3,0,0.011
17.01.2021 03:40,0.0154,0.001,0.012,738.9,82,1.2,289,-17.3,0,0.012
17.01.2021 04:00,0.0173,0,0.012,739,82,1.5,301,-17.4,0,0.012
17.01.2021 04:20,0.0176,0,0.012,739.1,82,1.4,310,-17.4,0,0.012
17.01.2021 04:40,0.0201,0,0.012,739.2,82,1.7,255,-17.5,0,0.012
17.01.2021 05:00,0.0224,0.001,0.012,739.4,81.9,1.5,290,-17.5,0,0.012
17.01.2021 05:20,0.0213,0.001,0.012,739.5,81,1.6,285,-17.7,0,0.012
17.01.2021 05:40,0.0201,0,0.012,739.6,81,2.6,303,-18.1,0,0.012
17.01.2021 06:00,0.0205,0,0.012,739.7,81.6,2,307,-18.4,0,0.012
17.01.2021 06:20,0.0247,0.001,0.013,739.9,82,1.7,307,-18.5,0,0.013
17.01.2021 06:40,0.024,0.001,0.013,740,82,1.8,302,-18.6,0,0.013
17.01.2021 07:00,0.0278,0.001,0.012,740.2,82,1.8,304,-18.7,0,0.012
17.01.2021 07:20,0.0287,0.001,0.012,740.4,82,2,295,-19,0,0.012
17.01.2021 07:40,0.0311,0.001,0.012,740.5,82,1.6,284,-19.3,0,0.012
17.01.2021 08:00,0.0365,0.003,0.012,740.6,82.3,1,354,-19.3,0,0.012
17.01.2021 08:20,0.0313,0.002,0.013,740.7,82,1.1,320,-19.4,0,0.013
17.01.2021 08:40,0.0289,0.001,0.013,741,81,1,0,-19.8,0,0.013
17.01.2021 09:00,0.0294,0.002,0.013,741.2,81,0.9,306,-20.1,0,0.013
17.01.2021 09:20,0.0288,0.003,0.013,741.3,81,1.1,25,-20.2,0,0.013
17.01.2021 09:40,0.0297,0.005,0.014,741.5,81,1,293,-20.3,0,0.014
17.01.2021 10:00,0.0314,0.008,0.014,741.6,81,1,293,-20.3,0,0.014
17.01.2021 10:20,0.0329,0.01,0.016,741.9,81,0.8,15,-20.3,0,0.016
17.01.2021 10:40,0.0354,0.015,0.017,742.1,81,0.6,291,-20.2,0,0.017
17.01.2021 11:00,0.0361,0.016,0.017,742.4,80.8,0.9,259,-20,0,0.017
17.01.2021 11:20,0.0386,0.022,0.016,742.5,80.7,0.6,43,-19.9,0,0.016
17.01.2021 11:40,0.039,0.022,0.014,742.6,80.5,0.9,0,-19.7,0,0.014
17.01.2021 12:00,0.0371,0.022,0.018,742.7,80.1,1.1,293,-19.3,0,0.018
17.01.2021 12:20,0.0386,0.024,0.02,742.8,79.5,1.1,359,-18.9,0,0.02
17.01.2021 12:40,0.0389,0.025,0.017,742.9,79.2,0.9,23,-18.5,0,0.017
17.01.2021 13:00,0.0398,0.027,0.016,743.1,79,1.1,359,-18.3,0,0.016
17.01.2021 13:20,0.0413,0.035,0.014,743.2,79.2,0.8,49,-18.1,0,0.014
17.01.2021 13:40,0.0439,0.033,0.013,743.2,79.6,0.7,311,-18.3,0,0.013
17.01.2021 14:00,0.049,0.034,0.014,743.3,80.8,0.8,0,-18.3,0,0.014
17.01.2021 14:20,0.0524,0.042,0.015,743.3,81.2,0.5,296,-17.8,0,0.015
17.01.2021 14:40,0.0582,0.053,0.016,743.3,80.8,0.4,0,-17.5,0,0.016
17.01.2021 15:00,0.0555,0.046,0.017,743.4,81,0.4,338,-17.4,0,0.017
17.01.2021 15:20,0.0573,0.045,0.017,743.5,81,0.7,335,-17.3,0,0.017
17.01.2021 15:40,0.0626,0.061,0.015,743.6,81.2,0.4,301,-17.1,0,0.015
17.01.2021 16:00,0.0632,0.052,0.018,743.8,81.5,0.4,0,-17.1,0,0.018
17.01.2021 16:20,0.0632,0.052,0.018,743.9,81.1,0.6,311,-16.9,0,0.018
17.01.2021 16:40,0.0611,0.047,0.018,744,81,0.2,38,-16.9,0,0.018
17.01.2021 17:00,0.0623,0.048,0.017,744.3,81.5,0.3,0,-16.9,0,0.017
17.01.2021 17:20,0.0615,0.063,0.019,744.4,81,0,0,-17,0,0.019
17.01.2021 17:40,0.0618,0.06,0.019,744.6,81.7,0.1,0,-17.2,0,0.019
17.01.2021 18:00,0.0591,0.038,0.017,744.7,82,0.7,0,-17.1,0,0.017
17.01.2021 18:20,0.0583,0.041,0.014,744.8,81.8,0.3,0,-17.1,0,0.014
17.01.2021 18:40,0.0614,0.062,0.018,744.9,81.9,0.1,9,-17.2,0,0.018
17.01.2021 19:00,0.0611,0.064,0.019,745,82,0.2,0,-17.1,0,0.019
17.01.2021 19:20,0.0631,0.056,0.02,745.2,82.5,0.2,16,-17.2,0,0.02
17.01.2021 19:40,0.0609,0.049,0.02,745.3,83,0.4,0,-17,0,0.02
17.01.2021 20:00,0.0617,0.066,0.018,745.4,82.7,0.3,346,-17.1,0,0.018
17.01.2021 20:20,0.0614,0.044,0.017,745.4,82.8,0.3,33,-17.1,0,0.017
17.01.2021 20:40,0.0607,0.049,0.019,745.4,82.8,0.4,23,-17.3,0,0.019
17.01.2021 21:00,0.0614,0.055,0.018,745.5,83,0.3,0,-17.5,0,0.018
17.01.2021 21:20,0.0628,0.061,0.019,745.5,83,0.1,0,-17.5,0,0.019
17.01.2021 21:40,0.0631,0.082,0.019,745.5,82.5,0,359,-17.9,0,0.019
17.01.2021 22:00,0.0628,0.073,0.019,745.5,83.1,0.2,0,-17.8,0,0.019
17.01.2021 22:20,0.063,0.081,0.018,745.6,82.2,0,0,-18.7,0,0.018
17.01.2021 22:40,0.0623,0.08,0.02,745.5,83.2,0,0,-19.1,0,0.02
17.01.2021 23:00,0.0623,0.071,0.019,745.6,84.3,0.4,0,-18.7,0,0.019
17.01.2021 23:20,0.0625,0.073,0.016,745.7,83.6,0.5,8,-17.8,0,0.016
17.01.2021 23:40,0.0588,0.041,0.013,745.6,83.1,1.3,354,-17.4,0,0.013
18.01.2021 00:00,,,,,745.6,82.9,1.2,354,-17.2,0
18.01.2021 00:20,,,,,745.6,82.9,1,54,-17.2,0
18.01.2021 00:40,,,,,745.6,82.8,0.6,0,-17.3,0
18.01.2021 01:00,,,,,745.6,81.4,0,0,-18.1,0
18.01.2021 01:20,,,,,745.7,82.8,0,0,-19.1,0
18.01.2021 01:40,,,,,745.8,83.7,0,0,-19.2,0
18.01.2021 02:00,,,,,745.9,82.8,0,0,-19.7,0
18.01.2021 02:20,,,,,745.9,83.1,0,0,-20,0
18.01.2021 02:40,,,,,746,84.8,0.4,218,-19.8,0
18.01.2021 03:00,,,,,746.1,84.5,0.5,206,-19.2,0
18.01.2021 03:20,,,,,746.2,84.6,1.4,212,-19.6,0
18.01.2021 03:40,,,,,746.3,84.9,1.6,213,-19.7,0
18.01.2021 04:00,,,,,746.3,84.2,1.3,212,-20.1,0
18.01.2021 04:20,,,,,746.1,85.3,0.7,0,-20.4,0
18.01.2021 04:40,,,,,746,85.1,0,0,-20.6,0
18.01.2021 05:00,,,,,746,83.7,0,0,-20.8,0
18.01.2021 05:20,,,,,746.1,83.6,0,0,-21.2,0
18.01.2021 05:40,,,,,746.1,83.6,0,0,-21,0
18.01.2021 06:00,,,,,746.3,83.4,0,0,-21,0
18.01.2021 06:20,,,,,746.7,84,0.7,218,-20.8,0
18.01.2021 06:40,,,,,746.8,84.3,1,0,-20.6,0
18.01.2021 07:00,,,,,746.6,84.4,0,0,-20.6,0
18.01.2021 07:20,,,,,746.4,84.7,0,0,-20.3,0
18.01.2021 07:40,,,,,746.2,83.8,0,0,-20.4,0
18.01.2021 08:00,,,,,746.1,84,0,0,-20.3,0
18.01.2021 08:20,,,,,746,84,0,0,-20.3,0
18.01.2021 08:40,,,,,746,84,0,0,-20.2,0
18.01.2021 09:00,,,,,746.1,84,0,0,-20,0
18.01.2021 09:20,,,,,746.1,84.3,0,0,-19.7,0
18.01.2021 09:40,,,,,746.3,83.9,0,0,-19.6,0
18.01.2021 10:00,,,,,746.6,84.1,0,0,-19.5,0
18.01.2021 10:20,,,,,746.7,85,0,0,-18.9,0
18.01.2021 10:40,,,,,746.6,85.5,0,0,-18.4,0
18.01.2021 11:00,,,,,746.5,85.3,0,0,-17.5,0
18.01.2021 11:20,,,,,746.4,84.3,0,0,-16.7,0
18.01.2021 11:40,,,,,746.4,85,0,0,-16.1,0
18.01.2021 12:00,,,,,746.3,85,0.2,320,-15.5,0
18.01.2021 12:20,,,,,746.2,83.5,0.3,0,-14.5,0
18.01.2021 12:40,,,,,746.2,82.9,0.2,0,-14.8,0
18.01.2021 13:00,,,,,746.2,83.2,0.4,200,-14.9,0
18.01.2021 13:20,,,,,746.3,83.2,1.9,195,-15.5,0
18.01.2021 13:40,,,,,746.4,83.5,1.8,203,-17.2,0
18.01.2021 14:00,,,,,746.4,84,1.6,197,-17.9,0
18.01.2021 14:20,,,,,746.3,84.5,1.5,213,-18.2,0
18.01.2021 14:40,,,,,746.2,85,1,0,-18,0
18.01.2021 15:00,,,,,746.1,85,0.2,0,-17.6,0
18.01.2021 15:20,,,,,746.2,84.8,0.2,0,-17.2,0
18.01.2021 15:40,,,,,746.1,85,0.1,196,-16.9,0
18.01.2021 16:00,,,,,746.1,84.7,0,0,-16.5,0
18.01.2021 16:20,,,,,746.1,84,0,0,-16.3,0
18.01.2021 16:40,,,,,746.1,84.3,0,0,-16.3,0
18.01.2021 17:00,,,,,746.2,85.1,0,0,-16.3,0
18.01.2021 17:20,,,,,746.1,85,0,0,-16.2,0
18.01.2021 17:40,,,,,746.1,85,0,0,-16.1,0
18.01.2021 18:00,,,,,746.1,85,0,0,-16.1,0
18.01.2021 18:20,,,,,745.9,85,0,0,-16,0
18.01.2021 18:40,,,,,745.9,85,0.1,195,-15.9,0
18.01.2021 19:00,,,,,745.9,85,0.1,0,-15.9,0
18.01.2021 19:20,,,,,745.9,85,0,0,-15.8,0
18.01.2021 19:40,,,,,745.8,85,0,0,-15.9,0
18.01.2021 20:00,,,,,745.8,85,0,0,-16,0
18.01.2021 20:20,,,,,745.7,85,0,0,-16,0
18.01.2021 20:40,,,,,745.6,85,0,0,-15.8,0
18.01.2021 21:00,,,,,745.6,85,0,0,-15.9,0
18.01.2021 21:20,,,,,745.7,85,0,0,-16,0
18.01.2021 21:40,,,,,745.7,85.1,0,0,-16.1,0
18.01.2021 22:00,,,,,745.7,85.1,0,0,-16,0
18.01.2021 22:20,,,,,745.7,85,0.1,195,-16.1,0
18.01.2021 22:40,,,,,745.7,85.9,0.2,198,-16.1,0
18.01.2021 23:00,,,,,745.7,85.8,0.8,0,-16.1,0
18.01.2021 23:20,,,,,745.7,86,0.5,206,-15.9,0
18.01.2021 23:40,,,,,745.8,85.7,1.1,208,-15.9,0
19.01.2021 00:00,,,,,745.9,85.2,0.7,0,-16.1,0
19.01.2021 00:20,,,,,745.9,85.9,0.6,210,-16.2,0
19.01.2021 00:40,,,,,745.8,85.6,0.6,0,-16.3,0
19.01.2021 01:00,,,,,745.8,85.9,0.2,0,-16.4,0
19.01.2021 01:20,,,,,745.7,86,0.1,0,-16.5,0
19.01.2021 01:40,,,,,745.6,86,0.1,0,-16.6,0
19.01.2021 02:00,,,,,745.5,85.9,0,0,-16.6,0
19.01.2021 02:20,,,,,745.3,85.9,0,0,-16.7,0
19.01.2021 02:40,,,,,745.2,85.3,0,0,-16.6,0
19.01.2021 03:00,,,,,745.2,85,0,0,-16.6,0
19.01.2021 03:20,,,,,745.2,85.3,0,0,-16.6,0
19.01.2021 03:40,,,,,745.2,85,0,0,-16.4,0
19.01.2021 04:00,,,,,745.2,85,0,0,-16.4,0
19.01.2021 04:20,,,,,745.2,85,0,0,-16.4,0
19.01.2021 04:40,,,,,745.2,85.2,0,0,-16.4,0
19.01.2021 05:00,,,,,745.1,85.6,0,0,-16.3,0
19.01.2021 05:20,,,,,745.1,85.6,0,0,-16.1,0
19.01.2021 05:40,,,,,745,85.4,0,0,-16,0
19.01.2021 06:00,,,,,745,85.1,0,0,-15.8,0
19.01.2021 06:20,,,,,745,85.4,0,0,-15.7,0
19.01.2021 06:40,,,,,744.9,85,0,0,-15.6,0
19.01.2021 07:00,,,,,744.9,85.4,0,0,-15.8,0
19.01.2021 07:20,,,,,744.9,85.6,0,0,-15.8,0
19.01.2021 07:40,,,,,744.9,85.9,0,0,-15.8,0
19.01.2021 08:00,,,,,744.9,85.5,0,0,-15.9,0
19.01.2021 08:20,,,,,744.8,85.4,0,0,-15.9,0
19.01.2021 08:40,,,,,744.9,85.8,0,0,-15.9,0
19.01.2021 09:00,,,,,745,86,0,0,-15.8,0
19.01.2021 09:20,,,,,745.1,86,0,0,-15.6,0
19.01.2021 09:40,,,,,745.1,85.8,0,0,-15.3,0
19.01.2021 10:00,,,,,745.2,85,0,0,-14.9,0
19.01.2021 10:20,,,,,745.1,85,0,0,-14.6,0
19.01.2021 10:40,,,,,745.1,85.2,0,0,-14.3,0
19.01.2021 11:00,,,,,745.1,85,0.1,0,-13.9,0
19.01.2021 11:20,,,,,745.1,84.9,0.2,0,-13.8,0
19.01.2021 11:40,,,,,745.1,84.9,0.1,0,-13.7,0
19.01.2021 12:00,,,,,745.1,84.1,0.3,162,-13.5,0
19.01.2021 12:20,,,,,745.1,84.1,0.2,0,-13.7,0
19.01.2021 12:40,,,,,745,84.7,0.4,298,-13.6,0
19.01.2021 13:00,,,,,745,85,0.2,4,-13.3,0
19.01.2021 13:20,,,,,745,85,0.3,280,-13,0
19.01.2021 13:40,,,,,744.9,85,1,301,-12.9,0
19.01.2021 14:00,,,,,744.7,85.6,0.4,0,-13.1,0
19.01.2021 14:20,,,,,744.5,84.9,0.4,305,-12.9,0
19.01.2021 14:40,,,,,744.4,84.5,0.7,0,-13.1,0
19.01.2021 15:00,,,,,744.3,84.8,0.5,317,-13,0
19.01.2021 15:20,,,,,744.3,84.8,0.5,288,-12.9,0
19.01.2021 15:40,,,,,744.3,84.7,0.6,0,-13,0
19.01.2021 16:00,,,,,744.3,85,0.3,299,-12.9,0
19.01.2021 16:20,,,,,744.4,85.4,0,0,-12.9,0
19.01.2021 16:40,,,,,744.5,85.9,0.2,285,-12.9,0
19.01.2021 17:00,,,,,744.6,85.8,0.3,0,-12.9,0
19.01.2021 17:20,,,,,744.6,85.5,0.4,278,-13,0
19.01.2021 17:40,,,,,744.5,86,0.3,0,-13.1,0
19.01.2021 18:00,,,,,744.5,85.4,0.2,0,-13.1,0
19.01.2021 18:20,,,,,744.4,85.7,0.6,207,-13.1,0
19.01.2021 18:40,,,,,744.4,86,0.9,193,-13.2,0
19.01.2021 19:00,,,,,744.6,86,0.4,0,-13.2,0
19.01.2021 19:20,,,,,744.6,86,0,0,-13.1,0
19.01.2021 19:40,,,,,744.7,86,0.5,0,-13,0
19.01.2021 20:00,,,,,744.7,86,0.6,292,-12.8,0
19.01.2021 20:20,,,,,744.8,86,0.4,286,-12.6,0
19.01.2021 20:40,,,,,744.7,86,0.6,310,-12.6,0
19.01.2021 21:00,,,,,744.7,86.2,0.1,0,-12.4,0
19.01.2021 21:20,,,,,744.6,86,0.2,0,-12.3,0
19.01.2021 21:40,,,,,744.7,86,0.6,0,-12.2,0
19.01.2021 22:00,,,,,744.6,86,0.6,301,-12.2,0
19.01.2021 22:20,,,,,744.6,86,0.4,0,-12.2,0
19.01.2021 22:40,,,,,744.6,86.5,0.2,288,-12.1,0
19.01.2021 23:00,,,,,744.7,87,0.2,327,-12,0
19.01.2021 23:20,,,,,744.6,87,0.1,0,-12,0
19.01.2021 23:40,,,,,744.7,87,0.2,0,-11.9,0
19.09.2021 00:00,0.2,0.0365,0.008,0.01,750.4,71.9,3.8,354,6.8,0
19.09.2021 00:20,0.2,0.0361,0.006,0.009,750.3,71.2,3.5,354,6.7,0
19.09.2021 00:40,0.2,0.0373,0.008,0.01,750.3,71,3.8,359,6.6,0
19.09.2021 01:00,0.2,0.0383,0.01,0.012,750.3,71,2.9,344,6.5,0
19.09.2021 01:20,0.2,0.0377,0.009,0.013,750.3,71,2.6,342,6.4,0
19.09.2021 01:40,0.2,0.0362,0.005,0.011,750.2,71,2.7,4,6.3,0
19.09.2021 02:00,0.2,0.0312,0.003,0.01,750.2,71,3.4,345,6.3,0
19.09.2021 02:20,0.2,0.0265,0.002,0.008,750.1,70.2,3.7,22,6.2,0
19.09.2021 02:40,0.2,0.0303,0.002,0.007,750.1,70.3,3.9,354,6.1,0
19.09.2021 03:00,0.2,0.0237,0.001,0.007,750.1,70.1,3.9,4,6,0
19.09.2021 03:20,0.1,0.0205,0.001,0.008,750,70,4.1,341,5.9,0
19.09.2021 03:40,0.2,0.0191,0.001,0.007,750,70,4.1,354,5.8,0
19.09.2021 04:00,0.1,0.0165,0.001,0.006,750.1,70,4.3,359,5.7,0
19.09.2021 04:20,0.1,0.0144,0.001,0.006,750.1,70,4.2,24,5.5,0
19.09.2021 04:40,0.1,0.0137,0.001,0.005,749.9,70,4.3,22,5.4,0
19.09.2021 05:00,0.1,0.0204,0.001,0.004,749.8,70.1,4.1,354,5.3,0
19.09.2021 05:20,0.2,0.0234,0.001,0.005,749.6,71,2.9,324,5.2,0
19.09.2021 05:40,0.2,0.0179,0.001,0.005,749.6,71,3.3,354,5.1,0
19.09.2021 06:00,0.2,0.0174,0.001,0.006,749.6,71.2,3.6,9,5,0
19.09.2021 06:20,0.2,0.0198,0.001,0.007,749.6,72.2,3.7,56,4.9,0
19.09.2021 06:40,0.2,0.0231,0.002,0.007,749.5,73,3.8,328,4.9,0
19.09.2021 07:00,0.2,0.0239,0.003,0.008,749.5,73.6,3.1,354,4.8,0
19.09.2021 07:20,0.2,0.0184,0.003,0.008,749.6,74.1,3.1,4,4.7,0
19.09.2021 07:40,0.2,0.0189,0.003,0.008,749.7,74.6,3,343,4.7,0
19.09.2021 08:00,0.2,0.0201,0.004,0.008,749.7,75,2.6,354,4.8,0
19.09.2021 08:20,0.2,0.0214,0.005,0.007,749.6,75,3.2,354,4.9,0
19.09.2021 08:40,0.2,0.0219,0.006,0.007,749.6,74.6,3.6,341,5,0
19.09.2021 09:00,0.2,0.0238,0.008,0.007,749.5,73.9,4,359,5.3,0
19.09.2021 09:20,0.2,0.0252,0.009,0.008,749.6,73,4,359,5.5,0
19.09.2021 09:40,0.2,0.026,0.01,0.007,749.5,73,3,340,5.6,0
19.09.2021 10:00,0.2,0.0228,0.009,0.007,749.4,72.3,3.4,347,5.8,0
19.09.2021 10:20,0.2,0.0205,0.01,0.007,749.3,71.8,4.2,354,6.1,0
19.09.2021 10:40,0.2,0.022,0.008,0.008,749.3,71.1,4.7,350,6.3,0
19.09.2021 11:00,0.2,0.0224,0.009,0.006,749.2,70.3,4.2,346,6.5,0
19.09.2021 11:20,0.2,0.021,0.008,0.007,749.1,70,5.1,354,6.7,0
19.09.2021 11:40,0.2,0.0201,0.007,0.008,749.1,69.3,4.5,331,6.9,0
19.09.2021 12:00,0,0.0201,0.008,0.008,749.1,67.9,5.1,14,7.2,0
19.09.2021 12:20,0,0.0213,0.008,0.008,749.1,66.3,4.5,354,7.5,0
19.09.2021 12:40,0.1,0.0208,0.006,0.008,749.1,66.1,4.3,4,7.6,0
19.09.2021 13:00,0.2,0.0208,0.007,0.008,749.1,66,4.8,310,7.7,0
19.09.2021 13:20,0.1,0.0179,0.004,0.007,749,65.7,4.4,330,7.7,0
19.09.2021 13:40,0.1,0.0149,0.004,0.006,748.8,65.1,4.4,354,7.8,0
19.09.2021 14:00,0,0.0161,0.004,0.007,748.7,65.7,4,34,7.9,0
19.09.2021 14:20,0.1,0.0156,0.005,0.008,748.8,65.2,3.1,327,7.9,0
19.09.2021 14:40,0,0.0164,0.004,0.006,748.5,65,3.3,16,8,0
19.09.2021 15:00,0,0.0141,0.003,0.006,748.4,63.8,5,349,8.1,0
19.09.2021 15:20,0.2,0.0159,0.005,0.007,748.2,64.9,4.6,343,8.1,0
19.09.2021 15:40,0,0.0163,0.004,0.009,748.2,65.3,4.1,359,8,0
19.09.2021 16:00,0,0.0176,0.003,0.008,748.1,65.7,4,359,8,0
19.09.2021 16:20,0,0.0175,0.003,0.008,748,65.6,3.6,21,8,0
19.09.2021 16:40,0,0.0162,0.002,0.009,747.9,65.4,3.8,9,8,0
19.09.2021 17:00,0,0.0169,0.004,0.008,747.9,65,3.7,336,8,0
19.09.2021 17:20,0,0.0157,0.003,0.01,747.8,67.5,3.9,359,7.7,0
19.09.2021 17:40,0,0.0181,0.002,0.011,747.6,71.2,4.6,4,7.3,0.2
19.09.2021 18:00,0,0.0175,0.003,0.011,747.6,72.9,4.1,342,7,0
19.09.2021 18:20,0,0.0192,0.004,0.008,747.4,73.3,4.3,344,6.9,0.2
19.09.2021 18:40,0,0.0155,0.002,0.007,747.4,70.9,5.3,338,7,0
19.09.2021 19:00,0,0.0146,0.002,0.008,747.4,71.9,4.5,345,6.9,0.2
19.09.2021 19:20,0.1,0.0148,0.002,0.01,747.4,75.7,5.3,14,6.4,0.2
19.09.2021 19:40,0.1,0.0149,0.002,0.011,747.4,78.7,4.8,354,6,0.6
19.09.2021 20:00,0,0.0163,0.003,0.011,747.4,81.3,4.5,354,5.7,0.6
19.09.2021 20:20,0.1,0.0214,0.01,0.01,747.4,82.5,4.6,332,5.5,0.4
19.09.2021 20:40,0.1,0.017,0.003,0.009,747.3,83.8,4.2,347,5.4,0.6
19.09.2021 21:00,0,0.0165,0.002,0.008,747.2,84.5,4.7,334,5.3,0.6
19.09.2021 21:20,0,0.0147,0.003,0.008,747.1,84.9,4.9,9,5.3,0.4
19.09.2021 21:40,0,0.0165,0.003,0.009,747,85.2,5.2,338,5.3,0.6
19.09.2021 22:00,0,0.0146,0.004,0.009,746.9,85.2,5.3,324,5.2,0.8
19.09.2021 22:20,0,0.0142,0.003,0.008,746.7,87,5,335,5.1,0.8
19.09.2021 22:40,0,0.0126,0.003,0.008,746.5,87.2,5,349,5.1,0.6
19.09.2021 23:00,0,0.0131,0.002,0.008,746.3,86.9,5.3,10,5.1,0.6
19.09.2021 23:20,0,0.0123,0.001,0.008,746,88,5.1,347,5,0.8
19.09.2021 23:40,0.1,0.0109,0.001,0.008,745.9,88.5,5.1,349,5,1.2
20.09.2021 00:00,0,0.0104,0.001,0.008,745.7,89,5.1,354,4.9,1
20.09.2021 00:20,0,0.0105,0.001,0.008,745.6,89.6,4.1,346,4.9,1.4
20.09.2021 00:40,0,0.0096,0.001,0.008,745.5,89.9,4.4,359,4.9,1
20.09.2021 01:00,0,0.0095,0.001,0.008,745.4,89.9,4.6,335,5,1
20.09.2021 01:20,0,0.0087,0.001,0.008,745.4,90,4.3,354,5.1,1
20.09.2021 01:40,0,0.0082,0.001,0.007,745.3,90,4.6,354,5.1,0.4
20.09.2021 02:00,0,0.0082,0.001,0.008,745.4,89.9,4.8,330,5.1,0.8
20.09.2021 02:20,0,0.0079,0.001,0.007,745.2,90.4,3.5,342,5.1,0.4
20.09.2021 02:40,0,0.0071,0.001,0.006,745.1,90.4,4.3,4,5.1,0.4
20.09.2021 03:00,0,0.0068,0.001,0.006,745,90,4.2,10,5,0.4
20.09.2021 03:20,0,0.0069,0.001,0.006,745,90.3,3.9,354,5,1
20.09.2021 03:40,0,0.0067,0.001,0.006,744.9,90.9,3.6,354,4.9,0.2
20.09.2021 04:00,0,0.0064,0.001,0.005,744.8,91,3.8,354,4.8,0.8
20.09.2021 04:20,0,0.007,0.001,0.006,744.8,91.4,3.2,354,4.8,0.8
20.09.2021 04:40,0,0.0064,0.001,0.005,744.7,91.4,3.8,354,4.8,0.6
20.09.2021 05:00,0,0.0066,0.001,0.005,744.6,91,4.3,354,4.9,0.2
20.09.2021 05:20,0,0.007,0.001,0.006,744.7,91,3.6,347,4.8,0.2
20.09.2021 05:40,0,0.0071,0.001,0.005,744.6,90.9,4.6,22,4.8,0.2
20.09.2021 06:00,0,0.0083,0.001,0.005,744.6,90.9,3.6,335,4.9,0
20.09.2021 06:20,0,0.0099,0.002,0.005,744.6,91,3.8,359,4.8,0.2
20.09.2021 06:40,0,0.0113,0.001,0.005,744.6,91,3.6,354,4.8,0.2
20.09.2021 07:00,0,0.0121,0.002,0.005,744.6,91,3.6,4,4.8,0.2
20.09.2021 07:20,0,0.0131,0.002,0.004,744.6,90.8,3.5,11,4.8,0
20.09.2021 07:40,0,0.014,0.002,0.005,744.6,91.4,3.6,321,4.7,0.2
20.09.2021 08:00,0,0.0163,0.003,0.005,744.7,91.5,3.6,14,4.8,0.2
