Дата и время,CO,NO2,NO,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
08.04.2021 13:20,0,0.0109,0.002,0.008,733.9,92,2.3,161,0.5,0.4
08.04.2021 13:40,0,0.0104,0.002,0.008,734.4,92.3,2.6,211,0.6,0.2
08.04.2021 14:00,0,0.0096,0.002,0.009,734.9,91.7,2.6,256,0.8,0.2
08.04.2021 14:20,0.1,0.0096,0.002,0.01,735.4,91,2.5,314,1.2,0
08.04.2021 14:40,0,0.0114,0.002,0.009,735.9,89.4,2.3,211,1.7,0
08.04.2021 15:00,0,0.0132,0.003,0.008,736.3,86.8,2.4,332,2.3,0
08.04.2021 15:20,0,0.0171,0.004,0.008,736.7,84.5,2.7,134,2.9,0
08.04.2021 15:40,0,0.015,0.004,0.008,737,81.6,2.5,219,3.5,0
08.04.2021 16:00,0,0.0154,0.005,0.008,737.4,78.1,2.6,246,4.1,0
08.04.2021 16:20,0,0.0159,0.003,0.012,737.8,76.4,2.2,189,4.2,0
08.04.2021 16:40,0,0.0145,0.002,0.009,738.1,75.9,2.5,242,4.1,0
08.04.2021 17:00,0,0.0149,0.002,0.008,738.5,73.7,2.3,245,4.3,0
08.04.2021 17:20,0,0.0164,0.002,0.008,738.8,70.8,2,268,4.4,0
08.04.2021 17:40,0.4,0.0172,0.001,0.011,739.5,78.3,2.6,245,2.8,0
08.04.2021 18:00,0.2,0.0141,0.001,0.009,739.8,88.9,1.4,228,0.8,0.2
08.04.2021 18:20,0,0.0311,0.003,0.007,739.9,88.2,1,0,1.2,0
08.04.2021 18:40,0.1,0.0426,0.004,0.007,740.1,87.9,0.7,0,1.5,0
08.04.2021 19:00,0.1,0.0558,0.004,0.008,740.4,88,0.4,0,1.6,0
08.04.2021 19:20,0.1,0.0529,0.003,0.008,740.5,87.3,0.7,0,1.7,0
08.04.2021 19:40,0.1,0.0589,0.003,0.008,740.9,87,1,158,1.8,0
08.04.2021 20:00,0.1,0.0539,0.002,0.008,741.1,85.8,0.6,30,1.8,0
08.04.2021 20:20,0.1,0.0365,0.001,0.007,741.4,83.2,1.2,163,1.9,0
08.04.2021 20:40,0.1,0.0348,0,0.007,741.6,83,1.4,0,1.8,0
08.04.2021 21:00,0,0.0326,0.001,0.007,741.9,83,1.1,199,1.8,0
08.04.2021 21:20,0,0.035,0,0.007,742,82.8,1.3,189,1.8,0
08.04.2021 21:40,0,0.0348,0.001,0.008,742.2,82.4,1.2,109,1.7,0
08.04.2021 22:00,0,0.0347,0.001,0.008,742.5,83,0.8,139,1.6,0
08.04.2021 22:20,0,0.0334,0.001,0.007,742.6,83,0.7,157,1.5,0
08.04.2021 22:40,0,0.0281,0.001,0.007,742.8,83.3,0.9,0,1.4,0
08.04.2021 23:00,0,0.031,0,0.008,743.1,84,1,0,1.3,0
08.04.2021 23:20,0,0.0357,0,0.007,743.3,84.9,0.6,202,1.1,0
08.04.2021 23:40,0,0.0284,0.002,0.007,743.4,85,0.5,190,1.1,0
09.04.2021 00:00,,,,,743.6,85.9,0.8,149,1,0
09.04.2021 00:20,,,,,743.7,86.8,0.8,144,0.9,0
09.04.2021 00:40,,,,,743.9,87.3,0.6,0,0.8,0
09.04.2021 01:00,,,,,744.1,88,0.7,0,0.8,0
09.04.2021 01:20,,,,,744.3,88,0.8,89,0.7,0
09.04.2021 01:40,,,,,744.4,88,0.8,221,0.7,0
09.04.2021 02:00,,,,,744.6,88,0.6,134,0.6,0
09.04.2021 02:20,,,,,744.8,88,0.9,224,0.7,0
09.04.2021 02:40,,,,,744.9,88,0.7,0,0.7,0
09.04.2021 03:00,,,,,745.1,88,0.6,229,0.8,0
09.04.2021 03:20,,,,,745.3,88,0.8,248,0.8,0
09.04.2021 03:40,,,,,745.4,88,1.1,227,0.8,0
09.04.2021 04:00,,,,,745.6,88,0.7,208,0.7,0
09.04.2021 04:20,,,,,745.8,88,0.7,0,0.8,0
09.04.2021 04:40,,,,,746.1,88,1.4,210,0.7,0
09.04.2021 05:00,,,,,746.2,88,1,225,0.7,0
09.04.2021 05:20,,,,,746.4,87.6,1,195,0.7,0
09.04.2021 05:40,,,,,746.6,87,0.8,243,0.6,0
09.04.2021 06:00,,,,,746.9,87.1,0.8,222,0.6,0
09.04.2021 06:20,,,,,747.1,87,0.7,129,0.5,0
09.04.2021 06:40,,,,,747.4,87.8,0.9,160,0.4,0
09.04.2021 07:00,,,,,747.7,88,0.9,209,0.3,0
09.04.2021 07:20,,,,,748,87.8,1.1,0,0.3,0
09.04.2021 07:40,,,,,748.3,87.9,0.6,0,0.3,0
09.04.2021 08:00,,,,,748.5,87,0.7,233,0.4,0
09.04.2021 08:20,,,,,748.8,86.9,1.1,230,0.6,0
09.04.2021 08:40,,,,,749.1,86.2,1.2,231,1,0
09.04.2021 09:00,,,,,749.3,85.2,1.1,253,1.3,0
09.04.2021 09:20,,,,,749.6,84,1,289,1.6,0
09.04.2021 09:40,,,,,749.8,82.6,1,177,2.2,0
09.04.2021 10:00,,,,,750.1,80,0.8,119,2.7,0
09.04.2021 10:20,,,,,750.2,77.4,1.3,166,3.4,0
09.04.2021 10:40,,,,,750.3,75.9,1.2,0,3.7,0
09.04.2021 11:00,,,,,750.5,73.2,1.2,296,4.4,0
09.04.2021 11:20,,,,,750.6,71.1,1,193,5,0
09.04.2021 11:40,,,,,750.6,69.3,1.5,140,5.3,0
09.04.2021 12:00,,,,,750.7,66.7,1.2,231,5.6,0
09.04.2021 12:20,,,,,750.7,61.1,1.1,237,6,0
09.04.2021 12:40,,,,,750.8,55.5,1.6,206,6.5,0
09.04.2021 13:00,,,,,750.9,50.7,1.6,231,6.7,0
09.04.2021 13:20,,,,,751,45.9,1.5,106,7.3,0
09.04.2021 13:40,,,,,751.1,44.1,1.7,87,7.4,0
09.04.2021 14:00,,,,,751.1,44.2,1.4,250,7.2,0
09.04.2021 14:20,,,,,751.2,44.3,1.3,193,7.6,0
09.04.2021 14:40,,,,,751.2,42.9,1.3,242,7.4,0
09.04.2021 15:00,,,,,751.2,42.2,1.7,173,7.8,0
09.04.2021 15:20,,,,,751.3,39.4,1.4,208,8.4,0
09.04.2021 15:40,,,,,751.3,38.8,1.1,172,7.7,0
09.04.2021 16:00,,,,,751.3,39,0.9,177,7.8,0
09.04.2021 16:20,,,,,751.3,35.2,1.2,204,8.6,0
09.04.2021 16:40,,,,,751.3,34.5,1.3,101,8.4,0
09.04.2021 17:00,,,,,751.4,34.2,1.5,164,8.5,0
09.04.2021 17:20,,,,,751.5,38.7,1.1,0,7.8,0
09.04.2021 17:40,,,,,751.6,41.4,1.6,158,8,0
09.04.2021 18:00,,,,,751.7,43.9,1.5,145,7.7,0
09.04.2021 18:20,,,,,751.8,44.6,1.6,163,7.3,0
09.04.2021 18:40,,,,,751.8,45,1.2,147,7.2,0
09.04.2021 19:00,,,,,751.9,46.3,0.9,175,7,0
09.04.2021 19:20,,,,,752,46.3,0.8,170,6.8,0
09.04.2021 19:40,,,,,752.1,46.2,0.7,154,6.7,0
09.04.2021 20:00,,,,,752.3,45.8,0.6,0,6.5,0
09.04.2021 20:20,,,,,752.4,43.7,0.8,194,6.3,0
09.04.2021 20:40,,,,,752.5,43.7,0.9,222,6.1,0
09.04.2021 21:00,,,,,752.5,44.7,0.6,167,5.9,0
09.04.2021 21:20,,,,,752.7,46.4,0.3,171,5.6,0
09.04.2021 21:40,,,,,752.8,48.3,0.1,0,5.4,0
09.04.2021 22:00,,,,,752.9,49.7,0.2,0,5.1,0
09.04.2021 22:20,,,,,752.9,50.7,0.5,186,5,0
09.04.2021 22:40,,,,,753,50.6,0.6,0,5,0
09.04.2021 23:00,,,,,753.1,50.7,0.4,0,5,0
09.04.2021 23:20,,,,,753.2,51.1,0.2,0,4.8,0
09.04.2021 23:40,,,,,753.2,51.6,0.4,0,4.5,0
11.04.2021 00:00,0.4,0.0657,0.001,0.017,749.2,75.1,0,0,24.1,0
11.04.2021 00:20,0.4,0.0616,0.001,0.018,749.2,76.6,0,0,23.8,0
11.04.2021 00:40,0.6,0.0784,0.003,0.016,749.2,78.5,0,0,23.4,0
11.04.2021 01:00,0.4,0.0653,0.001,0.015,749.2,79.6,0,0,23.2,0
11.04.2021 01:20,0.4,0.0402,0,0.015,749.3,80.9,0,0,23.2,0
11.04.2021 01:40,0.4,0.0376,0,0.016,749.2,81,0,0,23.1,0
11.04.2021 02:00,0.4,0.0427,0,0.016,749.2,81.9,0,0,23.2,0
11.04.2021 02:20,0.4,0.033,0,0.015,749.3,82.2,0,0,23.2,0
11.04.2021 02:40,0.4,0.0315,0,0.015,749.2,82,0,0,23.4,0
11.04.2021 03:00,0.4,0.0377,0,0.016,749.2,82.2,0,0,23.4,0
11.04.2021 03:20,0.4,0.0405,0,0.016,749.2,83.1,0,0,23.1,0
11.04.2021 03:40,0.4,0.038,0,0.017,749.2,84.2,0,0,22.9,0
11.04.2021 04:00,0.4,0.032,0,0.017,749.3,85.2,0,0,22.6,0
11.04.2021 04:20,0.3,0.0323,0,0.018,749.3,86.1,0,0,22.4,0
11.04.2021 04:40,0.4,0.0364,0,0.018,749.3,87,0,0,22.3,0
11.04.2021 05:00,0.3,0.0287,0,0.018,749.3,87.8,0,0,22.2,0
11.04.2021 05:20,0.3,0.032,0,0.018,749.4,88,0,0,22.1,0
11.04.2021 05:40,0.4,0.0399,0,0.019,749.4,88,0,0,22.2,0
11.04.2021 06:00,0.4,0.0394,0.001,0.018,749.4,87.9,0,0,22.3,0
11.04.2021 06:20,0.4,0.0511,0.002,0.018,749.4,86.7,0,0,22.6,0
11.04.2021 06:40,0.3,0.0489,0.003,0.019,749.4,83.9,0,0,22.9,0
11.04.2021 07:00,0.3,0.0441,0.003,0.019,749.4,78.5,0,0,23.3,0
11.04.2021 07:20,0.4,0.0504,0.005,0.019,749.4,70.5,0,0,24,0
11.04.2021 07:40,0.4,0.0516,0.007,0.02,749.5,69.9,0,0,24.5,0
11.04.2021 08:00,0.4,0.0408,0.005,0.019,749.5,65.7,0.1,87,25.2,0
11.04.2021 08:20,0.3,0.0299,0.004,0.019,749.5,59.6,0,67,26.3,0
11.04.2021 08:40,0.4,0.0312,0.004,0.018,749.5,55.7,0,0,27.1,0
11.04.2021 09:00,0.4,0.0357,0.006,0.018,749.6,53.1,0.1,0,27.3,0
11.04.2021 09:20,0.4,0.0368,0.007,0.019,749.6,51.1,0.1,120,27.6,0
11.04.2021 09:40,0.4,0.0339,0.007,0.02,749.6,47.8,0.1,0,28.4,0
11.04.2021 10:00,0.4,0.0356,0.008,0.019,749.5,46.9,0.3,81,28.8,0
11.04.2021 10:20,0.4,0.0344,0.007,0.019,749.5,46.8,0.2,0,29.1,0
11.04.2021 10:40,0.4,0.036,0.008,0.02,749.5,46.8,0.5,0,29.6,0
11.04.2021 11:00,0.4,0.0346,0.008,0.019,749.5,47.4,0.4,60,29.6,0
11.04.2021 11:20,0.4,0.0446,0.012,0.018,749.5,46.8,0.6,206,29.7,0
11.04.2021 11:40,0.1,0.0424,0.011,0.02,749.5,47.3,0.4,318,29.9,0
11.04.2021 12:00,0.1,0.044,0.011,0.016,749.4,45.8,0.4,0,30.3,0
11.04.2021 12:20,0,0.034,0.007,0.015,749.4,45.4,0.5,0,30.2,0
11.04.2021 12:40,0,0.0213,0.004,0.016,749.3,44.9,0.5,303,30.3,0
11.04.2021 13:00,0,0.012,0.002,0.015,749.3,44.5,0.2,245,30.9,0
11.04.2021 13:20,0,0.0106,0.001,0.014,749.2,43.4,0.5,64,31.4,0
11.04.2021 13:40,0,0.0078,0.001,0.014,749.2,44.1,0.6,79,31.2,0
11.04.2021 14:00,0,0.0105,0.001,0.012,749.1,43.6,0.4,93,31.2,0
11.04.2021 14:20,0,0.0086,0.001,0.015,749,43.5,0.4,110,31.4,0
11.04.2021 14:40,0,0.0075,0.001,0.016,749.1,41.4,0.5,0,31.7,0
11.04.2021 15:00,0,0.0089,0.001,0.015,749,41,0.3,0,32.1,0
11.04.2021 15:20,0,0.0099,0.001,0.014,748.9,40.2,0.7,66,31.9,0
11.04.2021 15:40,0,0.008,0.001,0.014,748.8,41.1,0.6,145,31.6,0
11.04.2021 16:00,0,0.0071,0.001,0.014,748.8,41,0.5,0,31.3,0
11.04.2021 16:20,0,0.0091,0.001,0.014,748.7,41.2,0.6,20,31.2,0
11.04.2021 16:40,0,0.0103,0.001,0.015,748.7,41.3,0.5,66,31,0
11.04.2021 17:00,0,0.0106,0.001,0.015,748.7,40.7,0.5,0,31,0
11.04.2021 17:20,0.1,0.009,0.001,0.017,748.7,42.2,0.4,0,30.8,0
11.04.2021 17:40,0,0.0087,0,0.016,748.8,43.1,0.5,108,30.6,0
11.04.2021 18:00,0.1,0.0185,0.001,0.016,748.8,43.8,0.6,354,30.3,0
11.04.2021 18:20,0,0.0219,0.001,0.017,748.8,44.7,0.4,0,30,0
11.04.2021 18:40,0,0.0206,0.001,0.016,748.9,44.1,0.5,111,29.8,0
11.04.2021 19:00,0,0.0246,0,0.017,748.9,44,0.4,64,29.5,0
11.04.2021 19:20,0.3,0.0404,0.001,0.018,749,44,0.5,79,29.3,0
11.04.2021 19:40,0.2,0.048,0.001,0.02,749,44.3,0.4,125,29.1,0
11.04.2021 20:00,0.3,0.0514,0.001,0.02,749.1,44.1,0.3,0,28.9,0
11.04.2021 20:20,0.3,0.0642,0.001,0.022,749.1,46,0.1,0,28.5,0
11.04.2021 20:40,0.3,0.0873,0.006,0.024,749.1,45.9,0.1,0,27.9,0
11.04.2021 21:00,0.4,0.0852,0.01,0.025,749.2,46.4,0,91,27.3,0
11.04.2021 21:20,0.7,0.1165,0.053,0.028,749.3,47.7,0,0,26.9,0
11.04.2021 21:40,0.7,0.1126,0.038,0.029,749.4,51,0,0,26.1,0
11.04.2021 22:00,0.6,0.1052,0.042,0.028,749.6,53.1,0,0,25.6,0
11.04.2021 22:20,0.6,0.1101,0.019,0.028,749.6,54.6,0,0,25.1,0
11.04.2021 22:40,0.6,0.11,0.031,0.029,749.6,56.1,0,0,24.7,0
11.04.2021 23:00,0.8,0.1114,0.057,0.03,749.7,56.8,0,0,24.6,0
11.04.2021 23:20,1,0.1227,0.127,0.033,749.7,57.7,0,0,24.4,0
11.04.2021 23:40,1,0.1261,0.165,0.033,749.7,59.4,0,0,24.2,0
12.04.2021 00:00,1.4,0.1166,0.17,0.035,749.9,61.3,0,0,23.8,0
12.04.2021 00:20,1,0.1203,0.126,0.034,750,63.8,0,0,23.3,0
12.04.2021 00:40,1.1,0.1134,0.121,0.031,750,65.9,0,0,22.8,0
12.04.2021 01:00,1.4,0.1084,0.177,0.032,750,67.4,0,0,22.5,0
12.04.2021 01:20,1,0.1147,0.105,0.029,750.2,68.2,0,0,22.2,0
12.04.2021 01:40,1,0.1071,0.122,0.03,750.3,68.3,0,0,22,0
12.04.2021 02:00,0.9,0.1067,0.103,0.029,750.2,68.5,0,0,21.8,0
12.04.2021 02:20,0.8,0.1042,0.083,0.028,750.3,68.1,0,0,21.7,0
12.04.2021 02:40,0.8,0.1032,0.082,0.029,750.3,67.8,0,0,21.6,0
12.04.2021 03:00,0.8,0.1018,0.072,0.028,750.3,66.7,0,0,21.6,0
12.04.2021 03:20,0.8,0.1019,0.065,0.027,750.3,65.4,0,0,21.6,0
12.04.2021 03:40,0.8,0.0996,0.052,0.028,750.3,66.3,0,0,21.5,0
12.04.2021 04:00,0.7,0.1014,0.045,0.028,750.4,67.6,0,0,21.2,0
12.04.2021 04:20,0.7,0.102,0.045,0.028,750.5,69.4,0,0,20.8,0
12.04.2021 04:40,0.7,0.1012,0.048,0.028,750.5,72.1,0,0,20.6,0
12.04.2021 05:00,0.7,0.1047,0.069,0.027,750.6,74.3,0,0,20.4,0
12.04.2021 05:20,0.8,0.1085,0.114,0.029,750.8,74.6,0,0,20.2,0
12.04.2021 05:40,1,0.1137,0.19,0.032,750.7,74.3,0,0,20.3,0
12.04.2021 06:00,1.3,0.1216,0.278,0.036,750.8,74,0,0,20.4,0
12.04.2021 06:20,1.6,0.1224,0.307,0.041,750.8,73.4,0,0,20.5,0
12.04.2021 06:40,,0.1208,0.354,0.044,751,71.5,0,0,20.9,0
12.04.2021 07:00,2.5,0.1216,0.412,0.048,750.8,69.4,0,0,21.5,0
12.04.2021 07:20,3.2,0.1243,0.369,0.048,750.7,68.2,0,0,22.2,0
12.04.2021 07:40,1.4,0.1171,0.224,0.046,750.8,66.4,0,0,22.7,0
12.04.2021 08:00,0.6,0.1046,0.066,0.037,750.7,61.8,0.1,0,23.9,0
12.04.2021 08:20,0.5,0.0965,0.038,0.03,750.6,57.4,0.1,113,25.4,0
12.04.2021 08:40,0.5,0.0889,0.029,0.027,750.6,54.7,0.3,0,26.1,0
12.04.2021 09:00,0.4,0.084,0.023,0.025,750.7,54.2,0.3,33,26.3,0
12.04.2021 09:20,0.4,0.0718,0.017,0.021,750.7,51,0.2,0,26.8,0
12.04.2021 09:40,0.2,0.0477,0.008,0.017,750.7,48.4,0.3,84,27.4,0
12.04.2021 10:00,0.2,0.0346,0.005,0.014,750.7,44.5,0.3,0,28.1,0
12.04.2021 10:20,0.2,0.0261,0.003,0.013,750.8,44.6,0.3,0,28.4,0
12.04.2021 10:40,0.2,0.0244,0.003,0.012,750.8,45.6,0.3,0,28.6,0
12.04.2021 11:00,0.1,0.0202,0.003,0.01,750.7,45.2,0.3,220,28.7,0
