Дата и время,CO,NO2,NO,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
11.04.2021 12:20,0.1,0.024,0.004,0.013,750.2,27,1.2,0,14.5,0
11.04.2021 12:40,0.1,0.0208,0.003,0.013,750.2,26.7,1.8,312,14.5,0
11.04.2021 13:40,0.1,0.0199,0.003,0.013,750.4,25.6,1.2,162,15.3,0
11.04.2021 14:00,0.1,0.0151,0.002,0.013,750.5,25.3,0.9,25,15.6,0
11.04.2021 13:00,0.1,0.0189,0.003,0.013,750.3,26.5,1,152,14.8,0
11.04.2021 13:20,0.1,0.0175,0.003,0.014,750.4,25.7,1.1,100,15.2,0
11.04.2021 14:40,0.1,0.0192,0.003,0.013,750.5,25.7,1.3,62,15.6,0
11.04.2021 15:20,0.1,0.0184,0.003,0.013,750.5,25.8,0.8,161,15.5,0
11.04.2021 17:40,0.1,0.0326,0.005,0.015,750.7,26,0.5,33,15.7,0
11.04.2021 14:20,0.1,0.0195,0.003,0.013,750.4,25.2,1.1,316,15.7,0
11.04.2021 15:00,0.1,0.0223,0.004,0.013,750.5,25.6,1.3,153,15.6,0
11.04.2021 16:00,0.1,0.0179,0.006,0.014,750.5,25.7,1.3,142,15.5,0
11.04.2021 15:40,0.1,0.0163,0.002,0.013,750.5,26,1.1,0,15.4,0
11.04.2021 17:20,0.1,0.0273,0.004,0.016,750.6,26,0.8,62,15.7,0
11.04.2021 16:40,0.1,0.0242,0.004,0.014,750.6,25.9,0.6,0,15.6,0
11.04.2021 16:20,0.1,0.0195,0.002,0.014,750.5,25.4,0.9,0,15.6,0
11.04.2021 18:00,0.2,0.0439,0.011,0.015,750.8,26.2,0.7,56,15.8,0
11.04.2021 18:20,0.2,0.0506,0.007,0.016,750.9,26.4,0.4,46,15.7,0
11.04.2021 17:00,0.1,0.0214,0.003,0.014,750.6,26,1.1,52,15.6,0
11.04.2021 18:40,0.3,0.0737,0.029,0.018,750.9,27.3,0.1,0,15.4,0
11.04.2021 19:00,0.5,0.0903,0.038,0.02,751,28.4,0,0,15.1,0
11.04.2021 20:00,0.8,0.1102,0.05,0.025,751.4,32.5,0,0,13.3,0
11.04.2021 19:20,0.6,0.0835,0.022,0.02,751.1,29.2,0,0,14.6,0
11.04.2021 20:20,1.3,0.1118,0.105,0.025,751.6,34.2,0,0,12.9,0
11.04.2021 19:40,1,0.1053,0.064,0.022,751.2,31.3,0,0,14,0
11.04.2021 21:00,0.7,0.117,0.063,0.025,751.7,35.1,0,0,12.3,0
11.04.2021 20:40,1.3,0.1139,0.102,0.026,751.7,35.4,0,0,12.5,0
11.04.2021 21:20,0.7,0.1188,0.05,0.024,751.8,35,0,0,12.2,0
11.04.2021 21:40,0.7,0.1203,0.073,0.025,751.9,35.8,0,0,12,0
11.04.2021 22:20,0.4,0.107,0.016,0.025,752.1,36,0,0,11.8,0
11.04.2021 22:00,0.5,0.1059,0.022,0.025,752,36,0,0,11.8,0
11.04.2021 22:40,0.4,0.1059,0.015,0.026,752.1,36.4,0,115,11.6,0
11.04.2021 23:00,0.4,0.1042,0.018,0.028,752.2,37,0,0,11.4,0
11.04.2021 23:20,0.4,0.1045,0.013,0.028,752.3,37.3,0.1,0,11.2,0
11.04.2021 23:40,0.4,0.0949,0.008,0.027,752.4,37.8,0.2,0,11,0
12.04.2021 00:00,0.5,0.0929,0.014,0.026,752.6,38.2,0.1,0,10.7,0
12.04.2021 00:20,0.4,0.0795,0.008,0.026,752.6,38.3,0,0,10.6,0
12.04.2021 00:40,0.3,0.079,0.007,0.027,752.7,38.9,0,0,10.5,0
12.04.2021 01:00,0.4,0.0744,0.003,0.029,752.8,39.2,0.1,0,10.5,0
12.04.2021 01:20,0.5,0.0779,0.006,0.03,752.7,40.3,0,0,10.1,0
12.04.2021 02:00,0.4,0.0773,0.018,0.029,752.9,42.3,0,0,9.3,0
12.04.2021 01:40,0.5,0.0778,0.01,0.029,752.8,41.3,0,0,9.7,0
12.04.2021 02:20,0.4,0.0661,0.016,0.027,752.9,42.9,0,0,9,0
12.04.2021 02:40,0.3,0.0853,0.02,0.026,753,43.5,0,0,8.7,0
12.04.2021 03:00,0.4,0.0944,0.033,0.027,753,44.6,0,0,8.8,0
12.04.2021 03:40,0.3,0.1115,0.036,0.026,753.2,43.7,0,0,8.8,0
12.04.2021 03:20,0.4,0.102,0.048,0.025,753.1,44.1,0,0,8.6,0
12.04.2021 04:00,0.4,0.1355,0.041,0.029,753.2,43.4,0,0,9.2,0
12.04.2021 04:20,0.7,0.1235,0.071,0.031,753.3,44.5,0,0,9,0
12.04.2021 04:40,0.5,0.1182,0.037,0.031,753.3,45.5,0,0,8.6,0
12.04.2021 05:00,0.4,0.1231,0.069,0.03,753.2,46,0,0,8.5,0
12.04.2021 05:20,0.4,0.114,0.031,0.029,753.3,45.9,0.1,114,8.5,0
12.04.2021 05:40,0.5,0.1181,0.039,0.03,753.3,46.7,0,0,8.2,0
12.04.2021 06:00,0.5,0.1127,0.025,0.033,753.3,47.7,0,0,7.9,0
12.04.2021 06:20,0.5,0.1089,0.024,0.035,753.4,48,0,0,7.8,0
12.04.2021 06:40,0.5,0.1063,0.035,0.031,753.4,45.7,0.2,0,8,0
12.04.2021 07:00,0.6,0.1202,0.083,0.027,753.4,43.5,0.3,81,8.6,0
12.04.2021 07:20,0.4,0.1116,0.025,0.026,753.5,40.7,0.7,61,9.4,0
12.04.2021 07:40,0.4,0.1202,0.026,0.027,753.5,39.8,0.9,0,9.5,0
12.04.2021 08:00,0.5,0.1067,0.033,0.027,753.4,37.3,0.7,42,9.9,0
12.04.2021 08:20,0.4,0.0978,0.033,0.025,753.4,34.9,1.9,56,10.3,0
12.04.2021 09:00,0.3,0.0508,0.013,0.017,753.2,32.1,2.6,62,10.9,0
12.04.2021 08:40,0.3,0.0728,0.02,0.022,753.3,33.2,2.9,49,10.5,0
12.04.2021 09:20,0.3,0.0514,0.016,0.014,753.2,31.7,2.2,35,11.2,0
12.04.2021 09:40,0.3,0.05,0.013,0.015,753.1,32.1,2.4,31,11.3,0
