Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
12.04.2021 03:20,1,0.1241,0.141,0.123,0.035,760.4,63.4,0,0,5.8,0
12.04.2021 03:40,1,0.1171,0.135,0.119,0.036,760.5,64.4,0,0,5.6,0
12.04.2021 04:00,0.9,0.1173,0.117,0.118,0.036,760.6,65.4,0,0,5.3,0
12.04.2021 04:20,1,0.1147,0.142,0.114,0.036,760.7,66.9,0,0,5,0
12.04.2021 04:40,1,0.1125,0.139,0.113,0.037,760.7,68.7,0,0,4.8,0
12.04.2021 05:00,1,0.116,0.18,0.111,0.037,760.6,70,0,0,4.6,0
12.04.2021 05:20,0.9,0.1104,0.199,0.111,0.039,760.6,71.7,0,0,4.4,0
12.04.2021 05:40,0.9,0.1169,0.218,0.099,0.04,760.8,73,0,0,4.2,0
12.04.2021 06:00,0.8,0.1132,0.178,0.093,0.039,760.8,72.3,0,0,4.2,0
12.04.2021 06:20,0.8,0.1117,0.157,0.091,0.038,760.8,71.7,0,0,4.4,0
12.04.2021 06:40,0.8,0.1157,0.174,0.087,0.038,760.9,70.6,0,0,4.8,0
12.04.2021 07:00,0.8,0.1127,0.172,0.094,0.038,760.9,70.1,0,0,5,0
12.04.2021 07:20,0.8,0.1106,0.136,0.105,0.039,760.9,67.5,0,0,5.7,0
12.04.2021 07:40,0.7,0.1107,0.126,0.113,0.041,761,62.8,0.9,43,6.7,0
12.04.2021 08:00,0.7,0.1082,0.105,0.118,0.04,761,57.2,1.3,98,7.7,0
12.04.2021 08:20,0.7,0.1152,0.105,0.125,0.037,761,51.6,1.3,62,9,0
12.04.2021 08:40,0.7,0.1105,0.093,0.138,0.036,761,47.8,1.3,65,10,0
12.04.2021 09:00,0.3,0.0692,0.025,0.139,0.028,761,39.8,2,52,11.5,0
12.04.2021 09:20,0.2,0.0513,0.011,0.097,0.017,760.8,36.6,2.3,76,12.2,0
12.04.2021 09:40,0.2,0.0402,0.008,0.084,0.014,760.7,35.6,2.9,68,12.6,0
12.04.2021 10:00,0.1,0.0329,0.006,0.093,0.013,760.6,35.2,2.5,85,13,0
12.04.2021 10:20,0.1,0.0349,0.008,0.088,0.012,760.5,34.7,3.2,42,13.3,0
12.04.2021 10:40,0.1,0.037,0.01,0.12,0.011,760.5,34.3,4,84,13.1,0
12.04.2021 11:00,0.1,0.035,0.01,0.092,0.011,760.3,33.6,3.6,44,13.4,0
12.04.2021 11:20,0.1,0.0432,0.015,0.075,0.01,760.2,32.6,3.6,50,13.5,0
12.04.2021 11:40,0.1,0.026,0.005,0.105,0.01,760,31.3,3.3,45,13.9,0
12.04.2021 12:00,0.1,0.036,0.011,0.094,0.009,759.9,30.3,3.6,66,14.4,0
12.04.2021 12:20,0.1,0.0257,0.005,0.09,0.009,759.9,29.5,3,134,14.7,0
12.04.2021 12:40,0.1,0.0279,0.006,0.064,0.008,759.7,28.7,3.6,82,14.8,0
12.04.2021 13:00,0.1,0.0299,0.007,0.067,0.009,759.7,28.8,3.8,40,15,0
12.04.2021 13:20,0.1,0.0306,0.008,0.089,0.005,759.3,27.7,3.4,98,14.9,0
12.04.2021 13:40,0.1,0.0351,0.005,0.081,0.006,759.1,28,3,71,14.8,0
12.04.2021 14:00,0.1,0.0326,0.005,0.058,0.008,759,27.8,2.8,116,15,0
12.04.2021 14:20,0.1,0.0335,0.007,0.072,0.009,759,28.5,3.7,69,14.9,0
12.04.2021 14:40,0.1,0.0276,0.004,0.07,0.009,758.8,30,2.5,116,15,0
12.04.2021 15:00,0.1,0.0379,0.007,0.071,0.01,758.7,33.1,4,64,15,0
12.04.2021 15:20,0.2,0.0354,0.008,0.084,0.011,758.3,36,3.8,79,14.9,0
12.04.2021 15:40,0.1,0.0295,0.005,0.085,0.012,758.1,37.2,3.5,104,15,0
12.04.2021 16:00,0.1,0.0236,0.002,0.07,0.012,758,38.3,2.9,126,15,0
12.04.2021 16:20,0.1,0.0268,0.005,0.07,0.011,757.9,39,2.8,77,14.8,0
12.04.2021 16:40,0.1,0.0249,0.004,0.084,0.012,757.9,39.5,3.3,77,14.8,0
12.04.2021 17:00,0.1,0.0278,0.006,0.102,0.012,757.8,40.2,2.1,48,14.6,0
12.04.2021 17:20,0.1,0.0323,0.007,0.086,0.012,757.7,40.2,2.5,66,14.5,0
12.04.2021 17:40,0.1,0.0214,0.002,0.079,0.011,757.6,40.8,2.6,0,14.3,0
12.04.2021 18:00,0.1,0.032,0.006,0.066,0.011,757.5,40.2,2.9,76,14.1,0
12.04.2021 18:20,0.1,0.0262,0.002,0.068,0.01,757.4,40.9,2.9,88,13.8,0
12.04.2021 18:40,0.2,0.0416,0.009,0.061,0.012,757.4,41.4,1.9,80,13.7,0
12.04.2021 19:00,0.2,0.0435,0.009,0.066,0.012,757.3,42,1.6,89,13.6,0
12.04.2021 19:20,0.2,0.0448,0.002,0.066,0.013,757.3,42.8,1.9,112,13.5,0
12.04.2021 19:40,0.2,0.0416,0.001,0.055,0.013,757.3,43.7,1.5,51,13.2,0
12.04.2021 20:00,0.2,0.0454,0.002,0.052,0.013,757.3,44.7,1.5,96,13.1,0
12.04.2021 20:20,0.2,0.0456,0.001,0.052,0.013,757.3,45.6,1.5,112,12.9,0
12.04.2021 20:40,0.2,0.0512,0.008,0.053,0.013,757.2,46,1.6,102,12.7,0
12.04.2021 21:00,0.2,0.0385,0.003,0.06,0.013,757.2,46.4,1.4,52,12.6,0
12.04.2021 21:20,0.1,0.0247,0,0.057,0.012,757.2,46.9,1.7,80,12.4,0
12.04.2021 21:40,0.1,0.0226,0,0.049,0.012,757.1,47.6,1.7,114,12.3,0
12.04.2021 22:00,0.1,0.0218,0,0.043,0.01,757,48.4,1.3,122,12,0
12.04.2021 22:20,0.1,0.0237,0.001,0.039,0.01,756.9,49,1.3,129,11.8,0
12.04.2021 22:40,0.1,0.0212,0,0.037,0.01,756.8,49.7,1.3,57,11.6,0
12.04.2021 23:00,0.2,0.0249,0,0.035,0.01,756.7,50.2,1.3,112,11.4,0
12.04.2021 23:20,0.1,0.0295,0.004,0.036,0.011,756.6,51.6,0.9,112,11.1,0
12.04.2021 23:40,0.1,0.0296,0.001,0.04,0.011,756.5,53.1,1,106,10.9,0
13.04.2021 0:00,,,,,,756.4,55.4,0.8,128,10.7,0
13.04.2021 0:20,,,,,,756.2,56.8,1,95,10.6,0
13.04.2021 0:40,,,,,,756.2,58.6,0.8,78,10.4,0
13.04.2021 1:00,,,,,,756.1,61.6,0.8,87,10.3,0
13.04.2021 1:20,,,,,,755.9,63.5,0.9,108,10.4,0
13.04.2021 1:40,,,,,,755.8,64.9,1,75,10.2,0
13.04.2021 2:00,,,,,,755.7,66.8,0.5,89,10,0
13.04.2021 2:20,,,,,,755.6,68,0.8,0,9.9,0
13.04.2021 2:40,,,,,,755.6,69.1,0.5,62,9.6,0
13.04.2021 3:00,,,,,,755.6,70.7,0.7,69,9.3,0
13.04.2021 3:20,,,,,,755.5,72.6,0.7,75,9.2,0
13.04.2021 3:40,,,,,,755.5,73.9,0.8,85,9.2,0
13.04.2021 4:00,,,,,,755.4,75.2,0.7,77,9.1,0
13.04.2021 4:20,,,,,,755.3,76.3,0.6,100,9.1,0
13.04.2021 4:40,,,,,,755.2,77.3,0.5,0,9.1,0
13.04.2021 5:00,,,,,,755.2,78.6,0.4,97,8.9,0
13.04.2021 5:20,,,,,,755.1,79,0.6,112,9,0
13.04.2021 5:40,,,,,,755.1,79.5,0.5,58,9,0
13.04.2021 6:00,,,,,,755,80,0.7,131,9.1,0
13.04.2021 6:20,,,,,,755.1,80,0.5,0,9.2,0
13.04.2021 6:40,,,,,,755.1,80,0.4,93,9.2,0
13.04.2021 7:00,,,,,,755.1,78.6,0.3,129,9.6,0
13.04.2021 7:20,,,,,,755,75.5,0.6,0,10.4,0
13.04.2021 7:40,,,,,,755,73,1.5,139,11,0
13.04.2021 8:00,,,,,,754.8,69.9,1.8,153,11.5,0
13.04.2021 8:20,,,,,,754.7,67.7,1.4,131,12,0
13.04.2021 8:40,,,,,,754.6,64.1,1.8,121,12.7,0
13.04.2021 9:00,,,,,,754.6,61.8,2.1,130,13.1,0
13.04.2021 9:20,,,,,,754.6,59.7,1.7,166,13.7,0
13.04.2021 9:40,,,,,,754.6,57.6,1.4,116,14.3,0
13.04.2021 10:00,,,,,,754.6,55.3,1.1,135,15.1,0
13.04.2021 10:20,,,,,,754.6,53.2,1.5,145,15.7,0
13.04.2021 10:40,,,,,,754.6,50.9,1.4,72,16.4,0
13.04.2021 11:00,,,,,,754.5,48.7,1.6,129,16.9,0
13.04.2021 11:20,,,,,,754.4,47,1.4,141,17.5,0
13.04.2021 11:40,,,,,,754.3,45.3,1.5,141,18.1,0
13.04.2021 12:00,,,,,,754.2,43.5,1.6,114,18.8,0
13.04.2021 12:20,,,,,,754.1,41.3,2.5,154,19.5,0
13.04.2021 12:40,,,,,,754.1,39.2,2,164,20.1,0
13.04.2021 13:00,,,,,,753.9,36.9,2.4,132,20.6,0
13.04.2021 13:20,,,,,,753.8,33.6,2.6,135,21.4,0
13.04.2021 13:40,,,,,,753.7,31.4,3.3,152,21.4,0
13.04.2021 14:00,,,,,,753.6,29.9,3.5,147,21.7,0
13.04.2021 14:20,,,,,,753.6,29.1,3.4,131,21.8,0
13.04.2021 14:40,,,,,,753.5,28.7,3.1,157,21.9,0
13.04.2021 15:00,,,,,,753.4,28.2,3,157,22,0
13.04.2021 15:20,,,,,,753.3,28.5,3.2,123,21.9,0
13.04.2021 15:40,,,,,,753.2,29.2,3.4,155,21.8,0
13.04.2021 16:00,,,,,,753,30.2,2.4,166,21.7,0
13.04.2021 16:20,,,,,,752.9,28.4,2.7,191,21.7,0
13.04.2021 16:40,,,,,,752.7,26.6,2.7,78,22,0
13.04.2021 17:00,,,,,,752.6,24.5,2.8,114,22.1,0
13.04.2021 17:20,,,,,,752.5,25.2,2.8,132,22,0
13.04.2021 17:40,,,,,,752.4,26.5,2.2,142,22,0
13.04.2021 18:00,,,,,,752.4,28.6,3.1,114,21.9,0
13.04.2021 18:20,,,,,,752.3,31.7,2.2,127,21.4,0
13.04.2021 18:40,,,,,,752.3,32.5,1.5,154,21.1,0
13.04.2021 19:00,,,,,,752.3,33,1.6,143,20.8,0
13.04.2021 19:20,,,,,,752.3,32.6,1.4,119,20.7,0
13.04.2021 19:40,,,,,,752.3,33,1.4,137,20.5,0
13.04.2021 20:00,,,,,,752.3,33.1,1.1,114,20.2,0
13.04.2021 20:20,,,,,,752.3,33.9,0.9,126,19.9,0
13.04.2021 20:40,,,,,,752.4,33.9,0.8,129,19.7,0
13.04.2021 21:00,,,,,,752.3,34.2,0.6,112,19.3,0
13.04.2021 21:20,,,,,,752.3,34.5,1,80,19.1,0
13.04.2021 21:40,,,,,,752.2,35.2,1.1,136,18.9,0
13.04.2021 22:00,,,,,,752.2,35.8,0.9,104,18.6,0
13.04.2021 22:20,,,,,,752.1,36.1,1,133,18.2,0
13.04.2021 22:40,,,,,,751.9,36.7,0.8,0,17.9,0
13.04.2021 23:00,,,,,,751.8,37.1,1,104,17.6,0
13.04.2021 23:20,,,,,,751.7,37,0.8,143,17.5,0
13.04.2021 23:40,,,,,,751.6,37.1,1.2,135,17.2,0
16.01.2021 00:00,0.5,0.0414,0.025,0.02,0.016,742.9,84,1.1,315,-15.5,0
16.01.2021 00:20,0.5,0.0401,0.032,0.018,0.014,742.8,84,1.3,310,-15.6,0
16.01.2021 00:40,0.4,0.0402,0.023,0.014,0.013,742.8,84,1.1,324,-15.8,0
16.01.2021 01:00,0.4,0.0317,0.015,0.015,0.012,742.8,84,0.9,333,-15.8,0
16.01.2021 01:20,0.4,0.031,0.016,0.021,0.013,742.8,84,1.1,319,-15.8,0
16.01.2021 01:40,0.4,0.0327,0.01,0.018,0.012,742.8,84,1.3,354,-15.7,0
16.01.2021 02:00,0.4,0.0358,0.012,0.013,0.011,742.6,84,1.2,345,-15.7,0
16.01.2021 02:20,0.4,0.0364,0.012,0.013,0.01,742.6,84,1.1,338,-15.7,0
16.01.2021 02:40,0.4,0.0342,0.012,0.015,0.012,742.5,84,1.3,341,-15.7,0
16.01.2021 03:00,0.4,0.035,0.01,0.012,0.011,742.3,84.3,1.5,347,-15.7,0
16.01.2021 03:20,0.4,0.0335,0.01,0.01,0.01,742,84.5,1.7,332,-15.7,0
16.01.2021 03:40,0.4,0.0295,0.009,0.014,0.011,741.8,85,1.3,345,-15.7,0
16.01.2021 04:00,0.4,0.0277,0.008,0.014,0.011,741.6,84.2,1.6,354,-15.7,0
16.01.2021 04:20,0.4,0.0299,0.008,0.012,0.012,741.3,84.3,1.6,318,-15.6,0
16.01.2021 04:40,0.4,0.0342,0.011,0.011,0.011,741.2,84.3,1.8,330,-15.6,0
16.01.2021 05:00,0.4,0.0323,0.014,0.017,0.014,741.3,84.1,1.8,339,-15.8,0
16.01.2021 05:20,0.4,0.0331,0.009,0.017,0.014,741.1,84,1.7,347,-15.9,0
16.01.2021 05:40,0.4,0.0365,0.013,0.017,0.019,740.9,84.2,1.6,341,-16.1,0
16.01.2021 06:00,0.4,0.0393,0.018,0.019,0.018,741,84.7,1.3,347,-16.2,0
16.01.2021 06:20,0.4,0.0404,0.019,0.021,0.016,740.9,85.2,1.5,305,-16.1,0
16.01.2021 06:40,0.4,0.0408,0.025,0.019,0.013,740.7,85.3,1.4,322,-16,0
16.01.2021 07:00,0.4,0.0446,0.027,0.014,0.011,740.6,86,1.2,329,-15.9,0
16.01.2021 07:20,0.4,0.0394,0.028,0.014,0.011,740.5,86,1.3,307,-15.8,0
16.01.2021 07:40,0.4,0.0328,0.018,0.014,0.01,740.4,85,1.8,308,-16,0
16.01.2021 08:00,0.4,0.0373,0.018,0.011,0.009,740.2,85.2,1.7,316,-16.1,0
16.01.2021 08:20,0.4,0.0332,0.021,0.009,0.008,740.1,85,2,322,-16,0
16.01.2021 08:40,0.5,0.0394,0.036,0.014,0.01,740.2,85.2,1.7,344,-16,0
16.01.2021 09:00,0.5,0.0403,0.027,0.014,0.009,739.9,85,1.9,354,-16,0
16.01.2021 09:20,0.5,0.0379,0.036,0.012,0.01,739.7,85,1.3,320,-16.1,0
16.01.2021 09:40,0.5,0.0392,0.03,0.012,0.01,739.7,85,2.1,335,-16.1,0
16.01.2021 10:00,0.5,0.0335,0.03,0.017,0.012,739.8,85,2.4,272,-16.3,0
16.01.2021 10:20,0.5,0.0281,0.022,0.017,0.011,739.7,84.2,2.5,349,-16.5,0
16.01.2021 10:40,0.5,0.03,0.026,0.017,0.01,739.6,84.1,2.1,326,-16.6,0
16.01.2021 11:00,0.5,0.0302,0.047,0.02,0.01,739.7,84.5,2.1,314,-16.6,0
16.01.2021 11:20,0.5,0.0284,0.034,0.023,0.011,739.5,85,2.1,297,-16.4,0
16.01.2021 11:40,0.5,0.0341,0.031,0.017,0.01,739.2,84.8,2.3,300,-16.2,0
16.01.2021 12:00,0.3,0.0284,0.026,0.017,0.01,739.1,84.7,2.9,332,-16.3,0
16.01.2021 12:20,0.3,0.0296,0.034,0.019,0.012,739.2,85,2.4,301,-16.2,0
16.01.2021 12:40,0.3,0.0304,0.039,0.018,0.013,739.3,85,1.9,338,-16.2,0
16.01.2021 13:00,0.3,0.0306,0.035,0.016,0.013,739.3,85.7,2,328,-16.2,0
16.01.2021 13:20,0.3,0.0369,0.058,0.017,0.011,739.1,86,2.1,4,-16.2,0.2
16.01.2021 13:40,0.3,0.0331,0.032,0.02,0.012,738.9,85.8,2.3,310,-16,0
16.01.2021 14:00,0.3,0.0307,0.031,0.019,0.011,738.9,85.4,2.5,326,-15.9,0
16.01.2021 14:20,0.3,0.0311,0.043,0.019,0.012,738.8,85.5,2.5,318,-15.8,0
16.01.2021 14:40,0.3,0.0297,0.026,0.018,0.012,738.7,85,2.5,309,-15.8,0
16.01.2021 15:00,0.3,0.0305,0.027,0.018,0.012,738.8,85,2.6,291,-15.8,0
16.01.2021 15:20,0.3,0.0312,0.026,0.016,0.012,738.8,84.9,2.2,322,-15.8,0
16.01.2021 15:40,0.3,0.0337,0.032,0.014,0.011,738.7,85,2.8,292,-15.9,0
16.01.2021 16:00,0.3,0.0339,0.027,0.018,0.013,738.7,85.2,2.2,307,-15.9,0
16.01.2021 16:20,0.3,0.0353,0.024,0.018,0.014,738.9,85.6,1.6,10,-15.8,0
16.01.2021 16:40,0.3,0.0326,0.021,0.014,0.013,739,85.5,1.9,316,-15.9,0
16.01.2021 17:00,0.3,0.0314,0.025,0.016,0.014,739,85.7,1.9,9,-16,0
16.01.2021 17:20,0.3,0.0438,0.031,0.029,0.016,739.1,86,2,309,-15.9,0
16.01.2021 17:40,0.3,0.0367,0.021,0.025,0.014,739.2,85.6,2.2,324,-15.9,0
16.01.2021 18:00,0.4,0.0399,0.03,0.019,0.015,739.2,85.9,1.8,339,-16,0
16.01.2021 18:20,0.4,0.0393,0.028,0.021,0.016,739.2,85.4,2.1,291,-16,0
16.01.2021 18:40,0.4,0.041,0.036,0.024,0.017,739.1,85.3,2.1,270,-16,0
16.01.2021 19:00,0.4,0.0406,0.036,0.023,0.018,739.3,85.3,1.8,301,-16,0
16.01.2021 19:20,0.4,0.0389,0.031,0.023,0.017,739.4,86,2.1,341,-16.1,0
16.01.2021 19:40,0.5,0.0399,0.032,0.025,0.019,739.5,86,1.9,324,-16.1,0
16.01.2021 20:00,0.5,0.0396,0.035,0.022,0.017,739.5,85.9,1.9,297,-16.2,0
16.01.2021 20:20,0.4,0.0358,0.025,0.018,0.015,739.5,86,2.3,324,-16.2,0
16.01.2021 20:40,0.3,0.0347,0.019,0.018,0.014,739.7,86,2.4,303,-16.2,0.2
16.01.2021 21:00,0.3,0.0286,0.02,0.019,0.014,739.8,85.8,2.4,278,-16.3,0
16.01.2021 21:20,0.3,0.0327,0.023,0.017,0.012,739.8,86,2.1,346,-16.3,0
16.01.2021 21:40,0.3,0.0266,0.017,0.015,0.011,740,85.5,2.4,333,-16.4,0
16.01.2021 22:00,0.2,0.0257,0.018,0.035,0.012,740.1,85.5,1.9,340,-16.5,0
16.01.2021 22:20,0.3,0.0306,0.023,0.025,0.012,740.1,85.7,1.7,309,-16.5,0
16.01.2021 22:40,0.3,0.0232,0.019,0.015,0.011,740.1,85.3,2.5,314,-16.6,0
16.01.2021 23:00,0.3,0.0192,0.033,0.014,0.012,740.4,86,2.3,316,-16.7,0
16.01.2021 23:20,0.2,0.0243,0.015,0.033,0.014,740.7,85.7,2.4,282,-16.7,0
16.01.2021 23:40,0.2,0.0263,0.014,0.031,0.011,740.7,85.5,2.2,303,-16.7,0
17.01.2021 00:00,0.2,0.0251,0.016,0.016,0.01,740.8,85.6,1.8,318,-16.8,0
17.01.2021 00:20,0.1,0.0255,0.012,0.013,0.011,741,85.5,1.6,292,-16.7,0
17.01.2021 00:40,0.1,0.0268,0.015,0.015,0.012,741.1,85.3,1.6,321,-16.7,0
17.01.2021 01:00,0.1,0.0256,0.014,0.032,0.01,741.1,85.1,2.1,320,-16.6,0
17.01.2021 01:20,0.1,0.0236,0.01,0.066,0.009,741.1,85,2.4,279,-16.8,0
17.01.2021 01:40,0.1,0.0193,0.009,0.033,0.011,741.3,85,2.3,359,-16.9,0
17.01.2021 02:00,0.1,0.0173,0.009,0.018,0.011,741.3,84.8,2.2,284,-17,0
17.01.2021 02:20,0.1,0.0176,0.008,0.012,0.011,741.3,84.7,3,311,-17.1,0
17.01.2021 02:40,0.1,0.0165,0.007,0.01,0.009,741.5,84,3.1,304,-17.2,0
17.01.2021 03:00,0.1,0.0197,0.008,0.014,0.012,741.8,84.1,2.7,305,-17.3,0
17.01.2021 03:20,0.1,0.0241,0.008,0.013,0.011,741.9,84.6,1.9,288,-17.3,0
17.01.2021 03:40,0.1,0.0184,0.008,0.011,0.011,742,84,2.7,315,-17.5,0
17.01.2021 04:00,0.1,0.0162,0.009,0.012,0.011,742.2,84,2.4,316,-17.9,0
17.01.2021 04:20,0.1,0.0176,0.007,0.015,0.012,742.4,84,2,272,-18,0
17.01.2021 04:40,0.1,0.0213,0.009,0.013,0.012,742.5,84,2.2,322,-18.1,0
17.01.2021 05:00,0.1,0.0198,0.007,0.01,0.01,742.5,84,2.5,326,-18.3,0
17.01.2021 05:20,0.1,0.0209,0.016,0.018,0.012,742.7,83.8,2.9,337,-18.5,0
17.01.2021 05:40,0.1,0.0173,0.012,0.023,0.011,742.8,83.4,2.5,324,-19,0
17.01.2021 06:00,0.1,0.0185,0.012,0.012,0.01,742.8,83.1,1.9,321,-19.5,0
17.01.2021 06:20,0.1,0.0206,0.008,0.01,0.009,743,83.1,1.8,337,-19.8,0
17.01.2021 06:40,0.1,0.0269,0.011,0.014,0.011,743.3,83,1.2,4,-20.1,0
17.01.2021 07:00,0.1,0.0312,0.016,0.013,0.01,743.4,83,1.3,345,-20.3,0
17.01.2021 07:20,0.1,0.0277,0.013,0.01,0.01,743.6,83,1.9,334,-20.5,0
17.01.2021 07:40,0.1,0.0256,0.017,0.014,0.011,743.8,83,1.5,316,-20.7,0
17.01.2021 08:00,0.1,0.0242,0.031,0.014,0.01,744,83,1.8,4,-20.8,0
17.01.2021 08:20,0.1,0.0321,0.033,0.011,0.011,744,83,1.4,308,-20.9,0
17.01.2021 08:40,0.1,0.0281,0.016,0.012,0.01,744.2,83,1.4,336,-21.1,0
17.01.2021 09:00,0.1,0.0331,0.022,0.016,0.012,744.4,83,1.4,341,-21.3,0
17.01.2021 09:20,0.1,0.024,0.017,0.014,0.012,744.7,83,1.6,302,-21.4,0
17.01.2021 09:40,0.1,0.0242,0.023,0.01,0.011,744.8,82.9,1.7,348,-21.4,0
17.01.2021 10:00,0.1,0.0233,0.018,0.014,0.011,745,82.1,1.7,10,-21.4,0
17.01.2021 10:20,0.1,0.0205,0.03,0.014,0.011,745.1,82,1.4,354,-21.3,0
17.01.2021 10:40,0.1,0.0195,0.025,0.013,0.013,745.4,82,1.7,343,-21.2,0
17.01.2021 11:00,0.1,0.0196,0.023,0.016,0.012,745.7,82,1.4,330,-20.9,0
17.01.2021 11:20,0.2,0.0204,0.025,0.018,0.013,745.8,82,1.8,322,-20.7,0
17.01.2021 11:40,0.1,0.0194,0.022,0.015,0.013,745.8,82,1.8,337,-20.3,0
17.01.2021 12:00,0.2,0.0359,0.062,0.012,0.011,745.9,82.1,1.5,314,-19.9,0
17.01.2021 12:20,0.1,0.0258,0.031,0.017,0.014,746,82,1.4,327,-19.7,0
17.01.2021 12:40,0.1,0.0279,0.036,0.02,0.015,746.1,82.5,1.2,328,-19.2,0
17.01.2021 13:00,0.2,0.0311,0.035,0.013,0.013,746,82.1,1,332,-19.1,0
17.01.2021 13:20,0.1,0.0306,0.031,0.013,0.013,746.1,82,1.1,354,-18.7,0
17.01.2021 13:40,0.1,0.0338,0.034,0.019,0.016,746.3,82.5,0.8,306,-18.3,0
17.01.2021 14:00,0.2,0.0385,0.041,0.013,0.011,746.4,82.2,1,4,-18.3,0
17.01.2021 14:20,0.2,0.0432,0.05,0.01,0.01,746.4,82.7,0.7,320,-18.2,0
17.01.2021 14:40,0.2,0.0412,0.045,0.015,0.013,746.5,82.7,0.8,0,-17.9,0
17.01.2021 15:00,0.2,0.0434,0.05,0.023,0.016,746.6,82.1,1.1,335,-17.6,0
17.01.2021 15:20,0.3,0.05,0.048,0.018,0.016,746.6,82,1.2,341,-17.4,0
17.01.2021 15:40,0.3,0.0512,0.048,0.014,0.015,746.8,82,0.9,335,-17.3,0
17.01.2021 16:00,0.4,0.0594,0.062,0.02,0.017,747,82.1,0.7,339,-17.4,0
17.01.2021 16:20,0.4,0.0583,0.056,0.024,0.018,747.1,82.9,0.5,332,-17.5,0
17.01.2021 16:40,0.4,0.0662,0.08,0.019,0.018,747.2,83,0.2,0,-17.6,0
17.01.2021 17:00,0.5,0.0657,0.1,0.021,0.017,747.4,83,0.2,0,-18,0
17.01.2021 17:20,0.5,0.07,0.098,0.023,0.016,747.6,83.6,0,0,-18.3,0
17.01.2021 17:40,0.7,0.0671,0.107,0.02,0.017,747.8,83.3,0.1,0,-18.6,0
17.01.2021 18:00,0.6,0.0652,0.08,0.02,0.018,747.8,83.8,0.1,341,-19.5,0
17.01.2021 18:20,0.5,0.0663,0.09,0.025,0.02,747.9,84.2,0,0,-19.5,0
17.01.2021 18:40,0.6,0.0631,0.11,0.023,0.018,748.1,84,0,0,-19.6,0
17.01.2021 19:00,0.5,0.0631,0.077,0.018,0.017,748.2,84,0.3,0,-19.7,0
17.01.2021 19:20,0.3,0.0558,0.066,0.022,0.017,748.4,84,0.2,0,-19.8,0
17.01.2021 19:40,0.3,0.0604,0.072,0.019,0.013,748.5,84,0.1,0,-19.9,0
17.01.2021 20:00,0.4,0.0534,0.053,0.015,0.014,748.6,84,0.1,0,-19.8,0
17.01.2021 20:20,0.3,0.0534,0.052,0.013,0.013,748.6,84,0,0,-20,0
17.01.2021 20:40,0.3,0.0535,0.069,0.019,0.014,748.6,84,0.2,13,-20.2,0
17.01.2021 21:00,0.3,0.0541,0.045,0.018,0.015,748.6,84.2,0.3,345,-20.1,0
17.01.2021 21:20,0.3,0.0515,0.037,0.013,0.014,748.6,84,0.4,0,-20.1,0
17.01.2021 21:40,0.3,0.056,0.056,0.014,0.012,748.6,84,0,0,-20.3,0
17.01.2021 22:00,0.3,0.058,0.043,0.017,0.012,748.7,84,0.2,342,-20.3,0
17.01.2021 22:20,0.3,0.0582,0.05,0.014,0.013,748.7,83.8,0.2,338,-20.6,0
17.01.2021 22:40,0.3,0.0591,0.054,0.011,0.012,748.7,84,0.1,0,-20.7,0
17.01.2021 23:00,0.2,0.0576,0.045,0.017,0.013,748.8,83.9,0,0,-20.8,0
17.01.2021 23:20,0.3,0.0603,0.082,0.016,0.014,748.8,83.4,0,0,-21.1,0
17.01.2021 23:40,0.3,0.0606,0.076,0.013,0.014,748.8,83,0,0,-21.4,0
18.01.2021 0:00,,,,,,748.9,83,0,0,-21.7,0
18.01.2021 0:20,,,,,,748.9,83.7,0,0,-21.6,0
18.01.2021 0:40,,,,,,748.8,83,0,0,-21.6,0
18.01.2021 1:00,,,,,,748.7,83.3,0,0,-21.9,0
18.01.2021 1:20,,,,,,748.8,84,0,0,-21.6,0
18.01.2021 1:40,,,,,,748.8,83.7,0,0,-21.6,0
18.01.2021 2:00,,,,,,748.9,83.5,0,0,-21.5,0
18.01.2021 2:20,,,,,,749,82.8,0,0,-21.6,0
18.01.2021 2:40,,,,,,749.1,83,0,0,-22,0
18.01.2021 3:00,,,,,,749.1,82.9,0,0,-22.2,0
18.01.2021 3:20,,,,,,749,83,0,0,-22.3,0
18.01.2021 3:40,,,,,,749.2,83,0,0,-22.2,0
18.01.2021 4:00,,,,,,749.3,83,0,0,-22.3,0
18.01.2021 4:20,,,,,,749.3,83,0,0,-22.4,0
18.01.2021 4:40,,,,,,749.2,83,0,0,-22.4,0
18.01.2021 5:00,,,,,,749.1,83,0,0,-22.3,0
18.01.2021 5:20,,,,,,749.1,83.6,0,0,-22.1,0
18.01.2021 5:40,,,,,,749.2,83,0,0,-22.1,0
18.01.2021 6:00,,,,,,749.3,82.5,0,0,-22.4,0
18.01.2021 6:20,,,,,,749.5,82.6,0,0,-22.3,0
18.01.2021 6:40,,,,,,749.8,83,0,0,-22,0
18.01.2021 7:00,,,,,,749.7,83,0,0,-22,0
18.01.2021 7:20,,,,,,749.6,83.6,0,0,-22.1,0
18.01.2021 7:40,,,,,,749.3,84.3,0,0,-21.3,0
18.01.2021 8:00,,,,,,749.2,85,0,0,-20.5,0
18.01.2021 8:20,,,,,,749.2,84.8,0,0,-20,0
18.01.2021 8:40,,,,,,749.2,84,0,0,-20,0
