Дата и время,CO,NO2,NO,PM10,Давление,Влажность,| V |,_V_,-T-,Осадки
08.04.2021 08:40,0.3,0.0508,0.008,0.007,733,83.2,0.5,147,3.3,0.8
08.04.2021 09:00,0.3,0.0634,0.019,0.01,733,83.4,0.3,151,3.2,0.8
08.04.2021 09:20,0.3,0.0568,0.012,0.011,733,83.5,0.6,0,3,1.1
08.04.2021 09:40,0.3,0.0548,0.009,0.008,733.1,83.1,0.5,0,2.6,0.8
08.04.2021 10:00,0.3,0.0563,0.014,0.008,733.3,83.1,0.3,0,2.1,1.4
08.04.2021 10:20,0.3,0.0575,0.027,0.009,733.6,83.8,1.1,359,1.7,1.7
08.04.2021 10:40,0,0.0402,0.016,0.009,733.9,84.3,1,359,1.6,1.1
08.04.2021 11:00,0,0.0359,0.01,0.008,734.3,84.2,1.6,0,1.6,0.8
08.04.2021 11:20,0,0.0278,0.007,0.008,734.8,83.3,2,242,1.7,0.3
08.04.2021 11:40,0,0.0238,0.006,0.008,735.2,82,2,359,1.8,0
08.04.2021 12:00,0,0.0256,0.007,0.013,735.8,81.9,2.2,359,1.9,0.3
08.04.2021 12:20,0,0.0233,0.006,0.015,736.3,81.9,2,234,2.1,0.3
08.04.2021 12:40,0,0.0216,0.006,0.014,736.9,81.6,2.1,189,2.2,0
08.04.2021 13:00,0,0.0237,0.006,0.011,737.4,81.3,2,249,2.4,0
08.04.2021 13:20,0,0.0222,0.004,0.01,737.9,80.2,2.4,220,2.3,0
08.04.2021 13:40,0,0.0205,0.003,0.007,738.5,79.3,2.4,156,2.4,0
08.04.2021 14:00,0,0.0187,0.003,0.008,739.1,78.2,2.5,237,2.5,0
08.04.2021 14:20,0,0.0199,0.003,0.009,739.6,77.4,2.6,305,2.7,0
08.04.2021 14:40,0,0.0238,0.005,0.01,740.2,77.8,0.9,77,3,0.3
08.04.2021 15:00,0,0.02,0.004,0.008,740.6,73.6,1.8,266,3.7,0
08.04.2021 15:20,0,0.0161,0.004,0.008,740.9,67.3,2.2,242,4.5,0
08.04.2021 15:40,0,0.0162,0.003,0.009,741.3,63,2.3,220,4.8,0
08.04.2021 16:00,0,0.0177,0.003,0.011,741.7,60.9,2,220,5,0
08.04.2021 16:20,0,0.0148,0.003,0.011,742.1,57.9,2.4,225,5.4,0
08.04.2021 16:40,0,0.0212,0.004,0.012,742.4,56.9,1.6,262,5.5,0
08.04.2021 17:00,0,0.0225,0.003,0.013,742.6,54.5,1.4,234,5.7,0
08.04.2021 17:20,0,0.022,0.003,0.016,743,53.9,1.8,220,5.7,0
08.04.2021 17:40,0,0.0221,0.003,0.017,743.3,53.4,0.8,169,5.8,0
08.04.2021 18:00,0,0.0204,0.001,0.023,743.9,61.6,1.8,340,4.6,0
08.04.2021 18:20,0,0.0304,0.002,0.018,744.3,73.1,0.5,241,3,0
08.04.2021 18:40,0,0.035,0.002,0.01,744.4,73,0.4,266,3,0
08.04.2021 19:00,0,0.0645,0.004,0.011,744.6,73,0.1,266,3.3,0
08.04.2021 19:20,0,0.0556,0.004,0.014,744.9,70.1,0.8,227,3.7,0
08.04.2021 19:40,0,0.0464,0.003,0.014,745.1,66.9,0.6,241,3.9,0
08.04.2021 20:00,0,0.0424,0.002,0.016,745.4,66.8,0.8,0,3.6,0
08.04.2021 20:20,0,0.0573,0.007,0.017,745.7,67.4,0.6,0,3.3,0
08.04.2021 20:40,0,0.07,0.008,0.021,746,68.8,0.4,0,3.2,0
08.04.2021 21:00,0,0.0714,0.011,0.024,746.2,69,0.3,0,3,0
08.04.2021 21:20,0,0.0748,0.011,0.026,746.4,69,0.3,239,2.9,0
08.04.2021 21:40,0,0.0627,0.006,0.027,746.6,69,0.5,0,2.9,0
08.04.2021 22:00,0,0.0475,0.004,0.023,746.8,69,1.1,235,2.8,0
08.04.2021 22:20,0,0.0377,0.002,0.019,746.9,69.7,0.9,208,2.7,0
08.04.2021 22:40,0.1,0.0393,0.002,0.016,747,71,0.6,0,2.6,0
08.04.2021 23:00,0.1,0.0528,0.003,0.019,747.3,72.4,0.4,0,2.5,0
08.04.2021 23:20,0.1,0.0471,0.003,0.018,747.5,73.3,0.6,0,2.5,0
08.04.2021 23:40,0.1,0.0324,0.001,0.015,747.6,73.8,0.8,0,2.6,0
09.04.2021 0:00,,,,,747.8,73,0.6,230,2.8,0
09.04.2021 0:20,,,,,748,73.4,0.4,0,2.7,0
09.04.2021 0:40,,,,,748.2,74.6,0.2,249,2.5,0
09.04.2021 1:00,,,,,748.4,75.8,0.5,0,2.3,0
09.04.2021 1:20,,,,,748.5,77,0.3,227,2.1,0
09.04.2021 1:40,,,,,748.6,77,0.5,0,2,0
09.04.2021 2:00,,,,,748.8,77,0.8,0,2,0
09.04.2021 2:20,,,,,748.9,76.6,0.4,262,2,0
09.04.2021 2:40,,,,,749.1,76,0.2,224,1.9,0
09.04.2021 3:00,,,,,749.4,75.4,0.2,0,2,0
09.04.2021 3:20,,,,,749.5,75,0.4,0,2.2,0
09.04.2021 3:40,,,,,749.7,75,0.3,258,2.2,0
09.04.2021 4:00,,,,,749.8,75,0.3,258,2.3,0
09.04.2021 4:20,,,,,750,75,0.6,222,2.3,0
09.04.2021 4:40,,,,,750.2,74.4,0.6,0,2.3,0
09.04.2021 5:00,,,,,750.4,74,0.7,268,2.3,0
09.04.2021 5:20,,,,,750.6,74,0.5,214,2.3,0
09.04.2021 5:40,,,,,750.9,74,0.4,0,2.3,0
09.04.2021 6:00,,,,,751.1,74,0.6,241,2.2,0
09.04.2021 6:20,,,,,751.3,74.1,0.5,0,2.1,0
09.04.2021 6:40,,,,,751.6,74,0.4,286,2.1,0
09.04.2021 7:00,,,,,751.9,74.1,0.5,225,2.1,0
09.04.2021 7:20,,,,,752.3,75,0.6,0,2.1,0
09.04.2021 7:40,,,,,752.5,75.6,0.3,118,2.1,0
09.04.2021 8:00,,,,,752.8,75,0.4,0,2.2,0
09.04.2021 8:20,,,,,753.1,75,0.5,185,2.2,0
09.04.2021 8:40,,,,,753.2,74.4,0.6,0,2.4,0
09.04.2021 9:00,,,,,753.5,73.2,0.4,232,3.1,0
09.04.2021 9:20,,,,,753.8,70.7,0.5,266,3.5,0
09.04.2021 9:40,,,,,754,71,0.8,185,3.4,0
09.04.2021 10:00,,,,,754.2,70,0.6,218,3.9,0
09.04.2021 10:20,,,,,754.4,67.2,1.1,161,4.4,0
09.04.2021 10:40,,,,,754.6,66.5,1,141,4.7,0
09.04.2021 11:00,,,,,754.7,64.9,0.7,292,5.3,0
09.04.2021 11:20,,,,,754.8,61.4,0.8,0,5.9,0
09.04.2021 11:40,,,,,754.8,60.8,0.6,212,5.8,0
09.04.2021 12:00,,,,,754.9,57.8,0.7,241,6.6,0
09.04.2021 12:20,,,,,754.9,54,0.8,290,6.9,0
09.04.2021 12:40,,,,,755,50.4,1.2,266,7.2,0
09.04.2021 13:00,,,,,755.2,47,1.4,268,7.4,0
09.04.2021 13:20,,,,,755.2,44.9,1.1,234,7.9,0
09.04.2021 13:40,,,,,755.3,42.8,0.9,336,7.8,0
09.04.2021 14:00,,,,,755.4,43.4,1.2,270,8.3,0
09.04.2021 14:20,,,,,755.4,43.6,1.3,100,8.1,0
09.04.2021 14:40,,,,,755.4,43.2,1.1,159,8.7,0
09.04.2021 15:00,,,,,755.4,41.3,0.7,0,8.7,0
09.04.2021 15:20,,,,,755.4,38.7,0.8,149,8.9,0
09.04.2021 15:40,,,,,755.4,38.7,1.2,0,9.1,0
09.04.2021 16:00,,,,,755.4,39.1,0.6,0,9.8,0
09.04.2021 16:20,,,,,755.5,40,0.7,231,9.2,0
09.04.2021 16:40,,,,,755.5,37.3,0.7,0,9.7,0
09.04.2021 17:00,,,,,755.6,36.9,0.9,245,9.8,0
09.04.2021 17:20,,,,,755.7,38.1,0.7,170,9.2,0
09.04.2021 17:40,,,,,755.8,37.2,0.6,214,9.3,0
09.04.2021 18:00,,,,,755.9,35.9,0.7,263,8.8,0
09.04.2021 18:20,,,,,755.9,35.7,0.7,0,8.6,0
09.04.2021 18:40,,,,,756,36.3,0.6,239,8.3,0
09.04.2021 19:00,,,,,756.1,36,0.4,0,8.1,0
09.04.2021 19:20,,,,,756.2,37.7,0.5,227,7.9,0
09.04.2021 19:40,,,,,756.4,39,0.4,0,7.6,0
09.04.2021 20:00,,,,,756.5,39.6,0.3,0,7.4,0
09.04.2021 20:20,,,,,756.7,40.3,0.3,0,7.3,0
09.04.2021 20:40,,,,,756.8,40.4,0.4,0,7.1,0
09.04.2021 21:00,,,,,756.9,40.5,0.4,174,6.9,0
09.04.2021 21:20,,,,,757,41,0.4,166,6.7,0
09.04.2021 21:40,,,,,757.1,41,0.5,149,6.6,0
09.04.2021 22:00,,,,,757.2,41.5,0.5,154,6.4,0
09.04.2021 22:20,,,,,757.2,41.3,0.6,0,6.3,0
09.04.2021 22:40,,,,,757.3,41.8,0.7,164,6.2,0
09.04.2021 23:00,,,,,757.4,42.1,0.8,162,5.9,0
09.04.2021 23:20,,,,,757.4,41.4,0.6,171,5.8,0
09.04.2021 23:40,,,,,757.5,40.9,0.6,0,5.8,0
16.01.2021 00:00,0.4,0.0516,0.023,0.02,745.9,75,0.3,306,-13.5,0
16.01.2021 00:20,0.3,0.0521,0.018,0.019,745.8,74.2,0.3,0,-13.5,0
16.01.2021 00:40,0.4,0.053,0.025,0.02,745.8,74,0.2,0,-13.4,0
16.01.2021 01:00,0.4,0.0533,0.027,0.022,745.9,73.6,0.3,0,-13.4,0
16.01.2021 01:20,0.3,0.0533,0.029,0.021,745.9,73.9,0.4,347,-13.4,0
16.01.2021 01:40,0.4,0.0539,0.032,0.021,745.8,74,0.3,8,-13.4,0
16.01.2021 02:00,0.4,0.0547,0.035,0.021,745.7,74,0.2,0,-13.4,0
16.01.2021 02:20,0.3,0.0521,0.025,0.021,745.6,74.6,0.4,37,-13.4,0
16.01.2021 02:40,0.3,0.0505,0.013,0.018,745.4,74.3,0.5,39,-13.6,0
16.01.2021 03:00,0.3,0.0498,0.011,0.019,745.3,75,0.2,0,-13.7,0
16.01.2021 03:20,0.3,0.0492,0.011,0.019,745,75.7,0.4,39,-13.7,0
16.01.2021 03:40,0.2,0.0489,0.01,0.016,744.8,76,0.4,0,-13.8,0
16.01.2021 04:00,0.3,0.0501,0.017,0.016,744.5,76,0.4,0,-13.7,0
16.01.2021 04:20,0.3,0.0517,0.026,0.018,744.3,76,0.3,332,-13.7,0
16.01.2021 04:40,0.3,0.0526,0.026,0.019,744.2,76.1,0.3,311,-13.5,0
16.01.2021 05:00,0.3,0.0517,0.02,0.019,744.2,75.9,0.5,4,-13.6,0
16.01.2021 05:20,0.3,0.0522,0.027,0.018,744.1,75.6,0.4,340,-13.6,0
16.01.2021 05:40,0.3,0.0531,0.026,0.018,744.1,76,0.4,339,-13.6,0
16.01.2021 06:00,0.3,0.0523,0.024,0.019,744,76.1,0.3,0,-13.8,0
16.01.2021 06:20,0.2,0.0516,0.021,0.019,743.9,76.8,0.4,359,-13.9,0
16.01.2021 06:40,0.3,0.0526,0.028,0.019,743.9,77.5,0.3,359,-13.8,0
16.01.2021 07:00,0.3,0.0534,0.033,0.019,743.6,77.5,0.7,16,-13.7,0
16.01.2021 07:20,0.3,0.0544,0.038,0.023,743.5,77.3,0.4,339,-13.7,0
16.01.2021 07:40,0.3,0.0549,0.037,0.024,743.3,77.2,0.3,345,-13.7,0
16.01.2021 08:00,0.3,0.0547,0.035,0.021,743.2,77.4,0.5,339,-13.7,0
16.01.2021 08:20,0.3,0.0549,0.036,0.015,743.1,77.4,0.5,354,-13.8,0
16.01.2021 08:40,0.3,0.0561,0.036,0.016,742.9,77.1,0.9,0,-13.7,0
16.01.2021 09:00,0.3,0.0556,0.038,0.02,742.8,77.4,0.6,359,-13.7,0
16.01.2021 09:20,0.3,0.0551,0.043,0.021,742.7,77,0.4,0,-13.7,0
16.01.2021 09:40,0.3,0.0536,0.044,0.019,742.7,77,0.3,27,-13.8,0
16.01.2021 10:00,0.3,0.053,0.043,0.018,742.7,76.6,0.6,318,-14,0
16.01.2021 10:20,0.3,0.0533,0.042,0.019,742.7,77,0.4,35,-14,0
16.01.2021 10:40,0.3,0.0524,0.042,0.02,742.7,76.9,0.5,317,-14.1,0
16.01.2021 11:00,0.3,0.0499,0.038,0.022,742.6,76,0.9,273,-14.3,0
16.01.2021 11:20,0.3,0.0483,0.034,0.021,742.4,76.1,0.8,328,-14.4,0
16.01.2021 11:40,0.3,0.0526,0.053,0.02,742.2,77,0.4,33,-14.2,0
16.01.2021 12:00,0.3,0.054,0.052,0.021,742.2,77,0.6,332,-14.1,0
16.01.2021 12:20,0.3,0.0515,0.048,0.023,742.2,77,0.5,0,-14.1,0
16.01.2021 12:40,0.3,0.0496,0.043,0.024,742.4,76.7,0.6,330,-14,0
16.01.2021 13:00,0.3,0.0506,0.048,0.024,742.3,77,0.6,0,-14.1,0
16.01.2021 13:20,0.3,0.0497,0.048,0.022,742.1,77,0.7,0,-14.1,0
16.01.2021 13:40,0.3,0.0486,0.044,0.02,742,76.9,0.5,359,-14,0
16.01.2021 14:00,0.3,0.0506,0.045,0.024,741.9,76.5,0.8,339,-13.9,0.3
16.01.2021 14:20,0.3,0.0508,0.042,0.026,741.9,76.2,0.7,337,-13.9,0
16.01.2021 14:40,0.3,0.0519,0.047,0.024,741.8,76.1,0.6,0,-13.9,0
16.01.2021 15:00,0.3,0.0515,0.038,0.041,741.8,76,0.8,314,-13.9,0
16.01.2021 15:20,0.3,0.0537,0.05,0.037,741.9,76,0.6,359,-13.9,0
16.01.2021 15:40,0.3,0.0552,0.04,0.031,741.9,75.9,0.6,4,-14,0
16.01.2021 16:00,0.3,0.0544,0.034,0.029,741.9,75.6,0.5,328,-14.1,0
16.01.2021 16:20,0.4,0.0553,0.034,0.025,742.1,76,0.5,339,-14.2,0
16.01.2021 16:40,0.3,0.0559,0.029,0.024,742.2,76,0.3,0,-14.2,0
16.01.2021 17:00,0.3,0.0559,0.03,0.025,742.3,76.9,0.3,0,-14.3,0
16.01.2021 17:20,0.3,0.0545,0.023,0.024,742.3,76.8,0.7,305,-14.4,0
16.01.2021 17:40,0.3,0.0537,0.022,0.028,742.4,77,0.4,0,-14.4,0
16.01.2021 18:00,0.3,0.0562,0.032,0.025,742.4,77,0.4,0,-14.4,0
16.01.2021 18:20,0.3,0.055,0.032,0.022,742.4,77,0.3,0,-14.4,0
16.01.2021 18:40,0.3,0.0555,0.029,0.02,742.4,76.5,0.4,41,-14.5,0
16.01.2021 19:00,0.4,0.0549,0.031,0.023,742.5,76.1,0.6,0,-14.7,0
16.01.2021 19:20,0.4,0.0542,0.033,0.024,742.6,77,0.3,0,-14.7,0
16.01.2021 19:40,0.4,0.0532,0.029,0.026,742.8,76.5,0.4,38,-14.7,0
16.01.2021 20:00,0.4,0.0535,0.029,0.027,742.8,76.8,0.4,27,-14.8,0
16.01.2021 20:20,0.4,0.0523,0.024,0.029,742.9,77,0.4,0,-14.8,0
16.01.2021 20:40,0.4,0.052,0.022,0.032,742.9,76.8,0.6,354,-14.8,0
16.01.2021 21:00,0.4,0.0519,0.02,0.025,743,76.6,0.5,339,-14.9,0
16.01.2021 21:20,0.4,0.0533,0.028,0.024,743.1,76.9,0.3,0,-14.9,0
16.01.2021 21:40,0.4,0.0533,0.025,0.036,743.2,77,0.3,0,-14.8,0
16.01.2021 22:00,0.3,0.0512,0.018,0.022,743.2,76.5,0.6,0,-14.9,0
16.01.2021 22:20,0.2,0.0448,0.009,0.014,743.3,76,0.6,341,-15.1,0
16.01.2021 22:40,0.2,0.0486,0.01,0.015,743.4,76,0.5,330,-15.1,0
16.01.2021 23:00,0.3,0.0485,0.01,0.015,743.5,75.9,0.5,359,-15.1,0
16.01.2021 23:20,0.3,0.0505,0.012,0.016,743.7,75,0.5,0,-15.1,0
16.01.2021 23:40,0.3,0.0502,0.012,0.015,743.8,74.5,0.5,45,-15.2,0
17.01.2021 00:00,0.3,0.0486,0.008,0.015,744,74.3,0.4,297,-15.2,0
17.01.2021 00:20,0.3,0.0462,0.007,0.017,744.2,74.3,0.4,318,-15.3,0
17.01.2021 00:40,0.3,0.0465,0.006,0.015,744.2,74,0.4,4,-15.3,0
17.01.2021 01:00,0.3,0.0497,0.009,0.014,744.2,74,0.7,13,-15.3,0
17.01.2021 01:20,0.3,0.0517,0.012,0.013,744.2,73.8,0.3,0,-15.3,0
17.01.2021 01:40,0.3,0.0491,0.007,0.013,744.3,73.1,0.3,0,-15.3,0
17.01.2021 02:00,0.2,0.0489,0.007,0.014,744.4,73,0.7,359,-15.4,0
17.01.2021 02:20,0.2,0.0493,0.007,0.016,744.4,73,0.4,335,-15.5,0
17.01.2021 02:40,0.2,0.0489,0.007,0.017,744.6,73,0.2,0,-15.5,0
17.01.2021 03:00,0.2,0.0442,0.004,0.016,744.7,73,0.3,312,-15.6,0
17.01.2021 03:20,0.2,0.0397,0.002,0.015,744.9,72.8,0.3,0,-15.7,0
17.01.2021 03:40,0.2,0.047,0.005,0.015,745,73,0.5,316,-15.7,0
17.01.2021 04:00,0.2,0.0496,0.006,0.016,745.2,73,0.5,64,-15.8,0
17.01.2021 04:20,0.2,0.0559,0.014,0.016,745.3,72.7,0.7,46,-15.9,0
17.01.2021 04:40,0.2,0.0548,0.012,0.016,745.4,73,0.5,317,-16.1,0
17.01.2021 05:00,0.2,0.0538,0.009,0.016,745.6,72.7,0.5,0,-16.2,0
17.01.2021 05:20,0.2,0.0492,0.006,0.016,745.7,72,0.4,326,-16.5,0
17.01.2021 05:40,0.2,0.0481,0.005,0.016,745.8,72.5,0.3,331,-16.7,0
17.01.2021 06:00,0.2,0.0504,0.005,0.017,745.9,73,0.2,0,-16.9,0
17.01.2021 06:20,0.2,0.0515,0.008,0.016,746.1,72.7,0.2,32,-17.1,0
17.01.2021 06:40,0.2,0.0544,0.01,0.017,746.3,72.7,0.4,330,-17.5,0
17.01.2021 07:00,0.2,0.0497,0.005,0.016,746.5,72.3,0.2,349,-17.8,0
17.01.2021 07:20,0.2,0.0505,0.005,0.017,746.7,73,0.2,4,-18.1,0
17.01.2021 07:40,0.2,0.0476,0.005,0.016,746.8,73,0.3,50,-18.3,0
17.01.2021 08:00,0.2,0.0444,0.003,0.014,747,72.3,0.5,0,-18.6,0
17.01.2021 08:20,0.2,0.0444,0.006,0.015,747.2,72,0.5,0,-18.9,0
17.01.2021 08:40,0.2,0.0441,0.007,0.016,747.4,72.1,0.3,0,-19.1,0
17.01.2021 09:00,0.3,0.0636,0.041,0.017,747.6,72.5,0.3,347,-19.2,0
17.01.2021 09:20,0.3,0.0503,0.012,0.017,747.8,72.8,0.2,316,-19.2,0
17.01.2021 09:40,0.3,0.0461,0.011,0.017,748,72,0.4,0,-19.4,0
17.01.2021 10:00,0.3,0.0461,0.015,0.017,748.3,72.2,0.2,33,-19.4,0
17.01.2021 10:20,0.3,0.0475,0.02,0.017,748.4,72.1,0.2,0,-19.5,0
17.01.2021 10:40,0.3,0.0489,0.026,0.018,748.6,72.4,0.1,0,-19.5,0
17.01.2021 11:00,0.4,0.0483,0.03,0.019,748.9,72.9,0.1,0,-19.3,0
17.01.2021 11:20,0.4,0.0416,0.025,0.018,749,72.4,0.5,21,-19.2,0
17.01.2021 11:40,0.4,0.0411,0.026,0.017,749.1,72,0.4,41,-19,0
17.01.2021 12:00,0.4,0.0403,0.025,0.017,749.2,72,0.2,0,-18.8,0
17.01.2021 12:20,0.4,0.039,0.024,0.017,749.2,72,0.3,15,-18.4,0
17.01.2021 12:40,0.4,0.0365,0.022,0.017,749.3,71.7,0.3,0,-18.2,0
17.01.2021 13:00,0.5,0.0472,0.033,0.018,749.5,72,0.1,0,-18,0
17.01.2021 13:20,0.5,0.0542,0.045,0.02,749.5,72,0.1,0,-17.8,0
17.01.2021 13:40,0.5,0.0537,0.042,0.021,749.6,72,0.1,0,-17.8,0
17.01.2021 14:00,0.5,0.0562,0.043,0.022,749.8,72,0.1,0,-17.6,0
17.01.2021 14:20,0.5,0.0561,0.043,0.021,749.8,72,0.2,0,-17.3,0
17.01.2021 14:40,0.6,0.075,0.085,0.021,749.8,72,0.2,0,-17.1,0
17.01.2021 15:00,0.5,0.0644,0.05,0.023,749.8,72,0.2,0,-16.9,0
17.01.2021 15:20,0.6,0.0695,0.054,0.029,749.9,72.9,0.1,0,-16.6,0
17.01.2021 15:40,0.6,0.0712,0.054,0.028,750.1,72.6,0.1,0,-16.4,0
17.01.2021 16:00,0.7,0.0733,0.055,0.027,750.2,72.1,0.1,0,-16.4,0
17.01.2021 16:20,0.7,0.0764,0.052,0.026,750.3,72.1,0.1,0,-16.3,0
17.01.2021 16:40,0.7,0.0769,0.044,0.024,750.5,72.1,0.1,0,-16.3,0
17.01.2021 17:00,0.7,0.0791,0.05,0.023,750.6,72.2,0.1,0,-16.4,0
17.01.2021 17:20,0.7,0.081,0.064,0.025,750.8,72.9,0.1,0,-16.3,0
17.01.2021 17:40,0.7,0.0806,0.063,0.026,751,72.6,0.1,0,-16.4,0
17.01.2021 18:00,0.6,0.0797,0.059,0.026,751.1,73,0.2,0,-16.4,0
17.01.2021 18:20,0.6,0.0795,0.057,0.026,751.2,73,0.1,0,-16.5,0
17.01.2021 18:40,0.6,0.0791,0.062,0.025,751.3,73.5,0.1,0,-16.7,0
17.01.2021 19:00,0.7,0.08,0.064,0.025,751.5,74,0.2,8,-16.7,0
17.01.2021 19:20,0.6,0.0795,0.062,0.024,751.6,74.1,0.2,4,-16.8,0
17.01.2021 19:40,0.6,0.078,0.054,0.024,751.7,74,0.1,0,-16.9,0
17.01.2021 20:00,0.5,0.0759,0.038,0.022,751.8,74,0.2,0,-17.2,0
17.01.2021 20:20,0.5,0.0748,0.034,0.021,751.8,74,0.1,0,-17.5,0
17.01.2021 20:40,0.5,0.0744,0.03,0.021,751.9,74.5,0.1,0,-17.6,0
17.01.2021 21:00,0.5,0.0737,0.025,0.021,751.9,75,0.2,45,-17.6,0
17.01.2021 21:20,0.5,0.073,0.023,0.02,752,75,0.1,0,-17.7,0
17.01.2021 21:40,0.5,0.0732,0.027,0.02,752,75.4,0.1,36,-17.8,0
17.01.2021 22:00,0.5,0.0736,0.023,0.02,752.1,75.3,0.1,0,-17.8,0
17.01.2021 22:20,0.5,0.0738,0.022,0.019,752,75,0.1,0,-17.8,0
17.01.2021 22:40,0.4,0.0741,0.027,0.018,752,75,0.1,0,-17.8,0
17.01.2021 23:00,0.4,0.0746,0.032,0.019,752.1,75,0.1,0,-17.9,0
17.01.2021 23:20,0.4,0.0742,0.028,0.019,752.2,75,0.1,326,-17.9,0
17.01.2021 23:40,0.4,0.0742,0.033,0.019,752.1,75,0.1,0,-17.9,0
18.01.2021 0:00,,,,,752.1,75,0,0,-18,0
18.01.2021 0:20,,,,,752.1,75.9,0.1,0,-17.9,0
18.01.2021 0:40,,,,,752,75.5,0,0,-17.8,0
18.01.2021 1:00,,,,,752.1,75,0,0,-17.8,0
18.01.2021 1:20,,,,,752.2,75,0,0,-17.8,0
18.01.2021 1:40,,,,,752.3,75.7,0,0,-18.1,0
18.01.2021 2:00,,,,,752.3,76,0,0,-17.8,0
18.01.2021 2:20,,,,,752.4,75.6,0,0,-17.7,0
18.01.2021 2:40,,,,,752.5,75.4,0,0,-17.8,0
18.01.2021 3:00,,,,,752.5,76,0,0,-17.8,0
18.01.2021 3:20,,,,,752.6,76.7,0,0,-17.9,0
18.01.2021 3:40,,,,,752.8,77,0,0,-18,0
18.01.2021 4:00,,,,,752.8,76.9,0,0,-17.9,0
18.01.2021 4:20,,,,,752.5,77,0,0,-18,0
18.01.2021 4:40,,,,,752.4,76.7,0,0,-17.9,0
18.01.2021 5:00,,,,,752.4,76.4,0,0,-18,0
18.01.2021 5:20,,,,,752.5,76.3,0,0,-18.1,0
18.01.2021 5:40,,,,,752.6,76,0,0,-18.3,0
18.01.2021 6:00,,,,,752.8,76,0,0,-18.2,0
18.01.2021 6:20,,,,,753.2,77.3,0,0,-18.1,0
18.01.2021 6:40,,,,,753.2,78,0,0,-18.1,0
18.01.2021 7:00,,,,,753.1,78,0,0,-18.1,0
18.01.2021 7:20,,,,,752.7,78,0,0,-17.9,0
18.01.2021 7:40,,,,,752.7,78,0,0,-17.6,0
18.01.2021 8:00,,,,,752.6,77.5,0,0,-17.7,0
18.01.2021 8:20,,,,,752.5,77,0,0,-17.8,0
18.01.2021 8:40,,,,,752.6,77,0,0,-17.9,0
18.01.2021 9:00,,,,,752.6,77,0,0,-17.8,0
18.01.2021 9:20,,,,,752.6,76,0,0,-18,0
18.01.2021 9:40,,,,,752.9,76,0,0,-18,0
18.01.2021 10:00,,,,,753.1,76.8,0,0,-17.5,0
18.01.2021 10:20,,,,,753.2,77,0,0,-17.1,0
18.01.2021 10:40,,,,,753.2,77,0,0,-16.9,0
18.01.2021 11:00,,,,,753.1,77.4,0,0,-16.7,0
18.01.2021 11:20,,,,,753,78,0,0,-16.4,0
18.01.2021 11:40,,,,,753.1,78,0,0,-16.4,0
18.01.2021 12:00,,,,,752.9,78,0.1,0,-16.4,0
18.01.2021 12:20,,,,,753,78,0.4,191,-16.9,0
18.01.2021 12:40,,,,,752.9,78,0.1,0,-17.4,0
18.01.2021 13:00,,,,,752.8,78,0.1,185,-17.2,0
18.01.2021 13:20,,,,,753,77.1,0.2,0,-17.3,0
18.01.2021 13:40,,,,,753,77,0,0,-17,0
18.01.2021 14:00,,,,,753,76.9,0,0,-16.8,0
18.01.2021 14:20,,,,,752.8,76,0,0,-16.7,0
18.01.2021 14:40,,,,,752.7,76,0,0,-16.6,0
18.01.2021 15:00,,,,,752.5,76.5,0,0,-16.4,0
18.01.2021 15:20,,,,,752.7,76.4,0,0,-16,0
18.01.2021 15:40,,,,,752.6,76.9,0,0,-15.9,0
18.01.2021 16:00,,,,,752.5,77,0,0,-15.6,0
18.01.2021 16:20,,,,,752.5,77,0,0,-15.3,0
18.01.2021 16:40,,,,,752.5,77.2,0,0,-15.2,0
18.01.2021 17:00,,,,,752.5,77.9,0,0,-14.9,0
18.01.2021 17:20,,,,,752.5,77.7,0,0,-15.1,0
18.01.2021 17:40,,,,,752.5,78.2,0,0,-15.1,0
18.01.2021 18:00,,,,,752.5,78,0,0,-15.2,0
18.01.2021 18:20,,,,,752.3,78.1,0,0,-15.2,0
18.01.2021 18:40,,,,,752.3,79,0,0,-15.2,0
18.01.2021 19:00,,,,,752.3,78.9,0.1,0,-15.3,0
18.01.2021 19:20,,,,,752.3,77.8,0.1,0,-15.4,0
18.01.2021 19:40,,,,,752.3,77,0.1,0,-15.5,0
18.01.2021 20:00,,,,,752.2,77,0,0,-15.7,0
18.01.2021 20:20,,,,,752.2,77.5,0,0,-15.6,0
18.01.2021 20:40,,,,,752.1,77,0,0,-15.6,0
18.01.2021 21:00,,,,,752.1,77,0,0,-15.6,0
18.01.2021 21:20,,,,,752.1,77,0,0,-15.5,0
18.01.2021 21:40,,,,,752.1,77.5,0.1,0,-15.8,0
18.01.2021 22:00,,,,,752.2,78,0.1,0,-15.8,0
18.01.2021 22:20,,,,,752.2,78,0.2,0,-15.9,0
18.01.2021 22:40,,,,,752.2,78,0.1,0,-16.1,0
18.01.2021 23:00,,,,,752.2,77.9,0,0,-15.9,0
18.01.2021 23:20,,,,,752.3,77.6,0.1,195,-15.9,0
18.01.2021 23:40,,,,,752.3,77.6,0,0,-15.9,0
19.01.2021 0:00,,,,,752.4,77.2,0,0,-15.9,0
19.01.2021 0:20,,,,,752.4,77,0,0,-15.7,0
19.01.2021 0:40,,,,,752.3,77,0,0,-15.8,0
19.01.2021 1:00,,,,,752.2,77,0,0,-15.9,0
19.01.2021 1:20,,,,,752,77,0,0,-15.8,0
