Дата и время,CO,NO2,NO,PM10,Давление,Влажность,| V |,_V_,-T-,Осадки
19.01.2021 1:40,,,,,751.9,77.1,0,0,-15.8,0
19.01.2021 2:00,,,,,751.8,77,0,0,-15.1,0
19.01.2021 2:20,,,,,751.7,76,0,0,-14.7,0
19.01.2021 2:40,,,,,751.6,76.7,0,0,-15,0
19.01.2021 3:00,,,,,751.6,77,0,61,-15.1,0
19.01.2021 3:20,,,,,751.6,77,0,0,-15.2,0
19.01.2021 3:40,,,,,751.6,77,0,0,-15.3,0
19.01.2021 4:00,,,,,751.6,76.6,0.1,0,-15.2,0
19.01.2021 4:20,,,,,751.6,76,0,0,-15.2,0
19.01.2021 4:40,,,,,751.6,76,0,0,-15.2,0
19.01.2021 5:00,,,,,751.6,76,0,0,-15.3,0
19.01.2021 5:20,,,,,751.5,76,0,0,-15.3,0
19.01.2021 5:40,,,,,751.5,76.1,0,0,-15.2,0
19.01.2021 6:00,,,,,751.4,76.6,0,0,-15.1,0
19.01.2021 6:20,,,,,751.4,77,0,0,-15,0
19.01.2021 6:40,,,,,751.3,76.9,0,0,-14.9,0
19.01.2021 7:00,,,,,751.3,77,0,0,-14.8,0
19.01.2021 7:20,,,,,751.2,76.1,0,0,-14.7,0
19.01.2021 7:40,,,,,751.2,77,0,0,-14.7,0
19.01.2021 8:00,,,,,751.2,77,0,0,-14.7,0
19.01.2021 8:20,,,,,751.2,77.6,0,0,-14.7,0
19.01.2021 8:40,,,,,751.3,77.6,0.1,0,-14.7,0
19.01.2021 9:00,,,,,751.4,77,0.1,0,-14.8,0
19.01.2021 9:20,,,,,751.5,77.8,0.1,0,-14.9,0
19.01.2021 9:40,,,,,751.6,78,0,0,-15,0
19.01.2021 10:00,,,,,751.6,78,0,0,-15,0
19.01.2021 10:20,,,,,751.6,78,0,0,-14.8,0
19.01.2021 10:40,,,,,751.5,77.8,0,0,-14.3,0
19.01.2021 11:00,,,,,751.5,77,0,0,-14.1,0
19.01.2021 11:20,,,,,751.5,77.2,0.1,0,-14,0
19.01.2021 11:40,,,,,751.5,77.3,0,0,-13.7,0
19.01.2021 12:00,,,,,751.4,77,0,0,-13.5,0
19.01.2021 12:20,,,,,751.4,76.2,0,0,-13.2,0
19.01.2021 12:40,,,,,751.3,76,0,0,-13.2,0
19.01.2021 13:00,,,,,751.2,76.5,0.1,0,-12.9,0
19.01.2021 13:20,,,,,751.1,76,0,0,-12.6,0
19.01.2021 13:40,,,,,751,76,0,0,-12.3,0
19.01.2021 14:00,,,,,750.9,76,0,0,-12,0
19.01.2021 14:20,,,,,750.7,76,0,0,-11.6,0
19.01.2021 14:40,,,,,750.5,75.5,0,0,-11.2,0
19.01.2021 15:00,,,,,750.4,75,0,0,-11,0
19.01.2021 15:20,,,,,750.4,75,0,0,-10.7,0
19.01.2021 15:40,,,,,750.4,74.7,0,0,-10.6,0
19.01.2021 16:00,,,,,750.5,75.2,0.1,0,-10.6,0
19.01.2021 16:20,,,,,750.5,75.8,0,0,-10.7,0
19.01.2021 16:40,,,,,750.6,76.7,0,0,-10.7,0
19.01.2021 17:00,,,,,750.7,77,0,0,-10.8,0
19.01.2021 17:20,,,,,750.6,77,0,0,-10.8,0
19.01.2021 17:40,,,,,750.6,77,0.1,359,-10.9,0
19.01.2021 18:00,,,,,750.6,77,0.1,261,-10.8,0
19.01.2021 18:20,,,,,750.5,77.3,0,0,-10.6,0
19.01.2021 18:40,,,,,750.5,77.1,0.1,0,-10.4,0
19.01.2021 19:00,,,,,750.6,76.8,0.1,0,-10.5,0
19.01.2021 19:20,,,,,750.6,77,0.1,0,-10.4,0
19.01.2021 19:40,,,,,750.7,77,0.1,359,-10.4,0
19.01.2021 20:00,,,,,750.8,77,0.1,0,-10.6,0
19.01.2021 20:20,,,,,750.8,77,0.1,0,-10.6,0
19.01.2021 20:40,,,,,750.7,77.7,0.1,0,-10.6,0
19.01.2021 21:00,,,,,750.7,78,0.1,0,-10.5,0
19.01.2021 21:20,,,,,750.7,78,0.1,0,-10.4,0
19.01.2021 21:40,,,,,750.7,78.2,0.1,0,-10.4,0
19.01.2021 22:00,,,,,750.6,79,0.1,0,-10.4,0
19.01.2021 22:20,,,,,750.7,78.6,0.2,0,-10.3,0
19.01.2021 22:40,,,,,750.7,78,0.1,0,-10.3,0
19.01.2021 23:00,,,,,750.7,78,0.1,0,-10.4,0
19.01.2021 23:20,,,,,750.7,78,0.2,0,-10.4,0
19.01.2021 23:40,,,,,750.7,78,0.1,285,-10.4,0
11.09.2021 00:00,0.5,0.0453,0.041,0.018,,,,,,
11.09.2021 00:20,0.6,0.0466,0.063,0.019,,,,,,
11.09.2021 00:40,0.7,0.0466,0.071,0.019,,,,,,
11.09.2021 01:00,0.6,0.0449,0.057,0.016,,,,,,
11.09.2021 01:20,0.5,0.0443,0.038,0.019,,,,,,
11.09.2021 01:40,0.5,0.0428,0.033,0.016,,,,,,
11.09.2021 02:00,0.4,0.0459,0.02,0.013,,,,,,
11.09.2021 02:20,0.3,0.051,0.013,0.01,,,,,,
11.09.2021 02:40,0.3,0.0509,0.016,0.019,,,,,,
11.09.2021 03:00,0.3,0.0519,0.012,0.022,,,,,,
11.09.2021 03:20,0.2,0.0417,0.003,0.015,,,,,,
11.09.2021 03:40,0.2,0.0418,0.003,0.016,,,,,,
11.09.2021 04:00,0.2,0.0386,0.003,0.016,,,,,,
11.09.2021 04:20,0.2,0.0414,0.003,0.022,,,,,,
11.09.2021 04:40,0.3,0.045,0.004,0.023,,,,,,
11.09.2021 05:00,0.3,0.0481,0.01,0.024,,,,,,
11.09.2021 05:20,0.2,0.0402,0.007,0.025,,,,,,
11.09.2021 05:40,0.2,0.0299,0.003,0.02,,,,,,
11.09.2021 06:00,0.2,0.0348,0.005,0.021,,,,,,
11.09.2021 06:20,0.2,0.0354,0.007,0.023,,,,,,
11.09.2021 06:40,0.2,0.0315,0.008,0.025,,,,,,
11.09.2021 07:00,0.3,0.0312,0.011,0.028,,,,,,
11.09.2021 07:20,0.3,0.0311,0.016,0.031,,,,,,
11.09.2021 07:40,0.3,0.0293,0.016,0.03,,,,,,
11.09.2021 08:00,0.3,0.0282,0.019,0.027,,,,,,
11.09.2021 08:20,0.3,0.0285,0.018,0.027,,,,,,
11.09.2021 08:40,0.3,0.0297,0.02,0.028,,,,,,
11.09.2021 09:00,0.3,0.0289,0.024,0.031,,,,,,
11.09.2021 09:20,0.3,0.0329,0.024,0.032,,,,,,
11.09.2021 09:40,0.3,0.0303,0.017,0.033,,,,,,
11.09.2021 10:00,0.3,0.0263,0.014,0.03,,,,,,
11.09.2021 10:20,0.2,0.0277,0.014,0.024,,,,,,
11.09.2021 10:40,0.3,0.0313,0.017,0.025,,,,,,
11.09.2021 11:00,0.3,0.0359,0.02,0.026,,,,,,
11.09.2021 11:20,0.3,0.0315,0.015,0.023,,,,,,
11.09.2021 11:40,0.2,0.0294,0.01,0.021,,,,,,
11.09.2021 12:00,0.3,0.0329,0.012,0.025,,,,,,
11.09.2021 12:20,0.3,0.036,0.013,0.025,,,,,,
11.09.2021 12:40,0.3,0.0393,0.014,0.021,,,,,,
11.09.2021 13:00,0.3,0.0461,0.018,0.025,,,,,,
11.09.2021 13:20,0.3,0.045,0.015,0.036,,,,,,
11.09.2021 13:40,0.3,0.0441,0.015,0.03,,,,,,
11.09.2021 14:00,0.4,0.047,0.016,0.024,,,,,,
11.09.2021 14:20,0.4,0.046,0.017,0.03,,,,,,
11.09.2021 14:40,0.3,0.0395,0.012,0.031,,,,,,
11.09.2021 15:00,0.3,0.0359,0.011,0.031,,,,,,
11.09.2021 15:20,0.3,0.037,0.013,0.032,,,,,,
11.09.2021 15:40,0.3,0.0403,0.017,0.036,,,,,,
11.09.2021 16:00,0.3,0.0406,0.017,0.037,,,,,,
11.09.2021 16:20,0.3,0.0438,0.018,0.033,,,,,,
11.09.2021 16:40,0.3,0.0444,0.014,0.034,,,,,,
11.09.2021 17:00,0.3,0.0442,0.013,0.033,,,,,,
11.09.2021 17:20,0.3,0.0434,0.014,0.035,,,,,,
11.09.2021 17:40,0.3,0.0426,0.014,0.032,,,,,,
11.09.2021 18:00,0.4,0.0497,0.017,0.032,,,,,,
11.09.2021 18:20,0.4,0.0526,0.02,0.034,,,,,,
11.09.2021 18:40,0.3,0.0489,0.011,0.034,,,,,,
11.09.2021 19:00,0.4,0.0537,0.018,0.037,,,,,,
11.09.2021 19:20,0.4,0.0544,0.017,0.04,,,,,,
11.09.2021 19:40,0.4,0.052,0.022,0.045,,,,,,
11.09.2021 20:00,0.5,0.0511,0.032,0.045,,,,,,
11.09.2021 20:20,0.6,0.0512,0.047,0.047,,,,,,
11.09.2021 20:40,0.6,0.0495,0.042,0.048,,,,,,
11.09.2021 21:00,0.5,0.0456,0.036,0.049,,,,,,
11.09.2021 21:20,0.5,0.046,0.033,0.045,,,,,,
11.09.2021 21:40,0.4,0.0439,0.021,0.038,,,,,,
11.09.2021 22:00,0.4,0.0436,0.021,0.035,,,,,,
11.09.2021 22:20,0.4,0.0442,0.028,0.034,,,,,,
11.09.2021 22:40,0.5,0.043,0.033,0.036,,,,,,
11.09.2021 23:00,0.5,0.042,0.035,0.035,,,,,,
11.09.2021 23:20,0.7,0.0432,0.051,0.039,,,,,,
11.09.2021 23:40,0.6,0.0428,0.047,0.042,,,,,,
12.09.2021 00:00,0.8,0.0396,0.05,0.039,,,,,,
12.09.2021 00:20,0.8,0.042,0.065,0.038,,,,,,
12.09.2021 00:40,0.7,0.0437,0.048,0.037,,,,,,
12.09.2021 01:00,0.6,0.0465,0.034,0.034,,,,,,
12.09.2021 01:20,0.5,0.0499,0.022,0.037,,,,,,
12.09.2021 01:40,0.4,0.0513,0.016,0.041,,,,,,
12.09.2021 02:00,0.3,0.046,0.007,0.038,,,,,,
12.09.2021 02:20,0.2,0.0358,0.003,0.036,,,,,,
12.09.2021 02:40,0.2,0.0332,0.003,0.032,,,,,,
12.09.2021 03:00,0.2,0.0334,0.003,0.02,,,,,,
12.09.2021 03:20,0.3,0.0426,0.007,0.024,,,,,,
12.09.2021 03:40,0.4,0.0418,0.008,0.029,,,,,,
12.09.2021 04:00,0.4,0.0407,0.014,0.03,,,,,,
12.09.2021 04:20,0.4,0.0409,0.01,0.031,,,,,,
12.09.2021 04:40,0.3,0.0421,0.01,0.03,,,,,,
12.09.2021 05:00,0.3,0.0409,0.01,0.024,,,,,,
12.09.2021 05:20,0.3,0.0397,0.008,0.025,,,,,,
12.09.2021 05:40,0.3,0.0425,0.012,0.026,,,,,,
12.09.2021 06:00,0.3,0.0396,0.01,0.028,,,,,,
12.09.2021 06:20,0.2,0.0362,0.007,0.028,,,,,,
12.09.2021 06:40,0.3,0.0374,0.039,0.03,,,,,,
12.09.2021 07:00,0.5,0.0377,0.038,0.036,,,,,,
12.09.2021 07:20,0.6,0.0483,0.068,0.042,,,,,,
12.09.2021 07:40,0.5,0.0496,0.059,0.047,,,,,,
12.09.2021 08:00,0.5,0.0534,0.059,0.051,,,,,,
12.09.2021 08:20,0.6,0.0556,0.066,0.042,,,,,,
12.09.2021 08:40,0.5,0.0534,0.042,0.032,,,,,,
12.09.2021 09:00,0.5,0.056,0.055,0.04,,,,,,
12.09.2021 09:20,0.5,0.0585,0.052,0.048,,,,,,
12.09.2021 09:40,0.6,0.0591,0.059,0.053,,,,,,
12.09.2021 10:00,0.6,0.0634,0.056,0.058,,,,,,
12.09.2021 10:20,0.3,0.0606,0.043,0.058,,,,,,
12.09.2021 10:40,0.2,0.0523,0.023,0.052,,,,,,
12.09.2021 11:00,0.1,0.0476,0.016,0.042,,,,,,
12.09.2021 11:20,0.1,0.0428,0.015,0.043,,,,,,
12.09.2021 11:40,0.1,0.045,0.015,0.041,,,,,,
12.09.2021 12:00,0.1,0.0395,0.009,0.036,,,,,,
12.09.2021 12:20,0,0.0339,0.007,0.04,,,,,,
12.09.2021 12:40,0,0.0301,0.006,0.041,,,,,,
12.09.2021 13:00,0,0.0324,0.006,0.045,,,,,,
12.09.2021 13:20,0.1,0.04,0.01,0.045,,,,,,
12.09.2021 13:40,0,0.0334,0.006,0.039,,,,,,
12.09.2021 14:00,0,0.0354,0.005,0.038,,,,,,
12.09.2021 14:20,0,0.0362,0.005,0.033,,,,,,
12.09.2021 14:40,0.1,0.0486,0.008,0.036,,,,,,
12.09.2021 15:00,0.2,0.0589,0.01,0.042,,,,,,
12.09.2021 15:20,0.2,0.0685,0.016,0.052,,,,,,
12.09.2021 15:40,0.2,0.0583,0.013,0.049,,,,,,
12.09.2021 16:00,0.2,0.0602,0.013,0.047,,,,,,
12.09.2021 16:20,0.3,0.0624,0.015,0.051,,,,,,
12.09.2021 16:40,0.1,0.0513,0.008,0.039,,,,,,
12.09.2021 17:00,0.1,0.0476,0.008,0.038,,,,,,
12.09.2021 17:20,0.2,0.063,0.014,0.046,,,,,,
12.09.2021 17:40,0.1,0.0588,0.007,0.045,,,,,,
12.09.2021 18:00,0.3,0.0714,0.02,0.048,,,,,,
12.09.2021 18:20,0.3,0.0727,0.013,0.054,,,,,,
12.09.2021 18:40,0.3,0.073,0.011,0.055,,,,,,
12.09.2021 19:00,0.1,0.0601,0.004,0.049,,,,,,
12.09.2021 19:20,0.1,0.0551,0.003,0.037,,,,,,
12.09.2021 19:40,0,0.0444,0.003,0.032,,,,,,
12.09.2021 20:00,0,0.0411,0.002,0.033,,,,,,
12.09.2021 20:20,0.1,0.0583,0.004,0.035,,,,,,
12.09.2021 20:40,0.2,0.0815,0.011,0.039,,,,,,
12.09.2021 21:00,0.2,0.0791,0.008,0.043,,,,,,
12.09.2021 21:20,0.2,0.0745,0.005,0.044,,,,,,
12.09.2021 21:40,0.1,0.0669,0.003,0.043,,,,,,
12.09.2021 22:00,0.3,0.0769,0.015,0.046,,,,,,
12.09.2021 22:20,0.2,0.0722,0.006,0.044,,,,,,
12.09.2021 22:40,0.2,0.0627,0.003,0.043,,,,,,
12.09.2021 23:00,0.2,0.0531,0.003,0.042,,,,,,
12.09.2021 23:20,0.4,0.0735,0.02,0.041,,,,,,
12.09.2021 23:40,0.3,0.0756,0.014,0.042,,,,,,
25.07.2021 00:00,0.2,,,0.054,752.6,61,0,0,16.8,0
25.07.2021 00:20,0.5,,,0.061,752.6,63.1,0,0,16.3,0
25.07.2021 00:40,0.6,,,0.067,752.7,66.2,0,0,16,0
25.07.2021 01:00,0.8,,,0.071,752.9,68.3,0,0,15.7,0
25.07.2021 01:20,0.8,,,0.075,752.9,70.6,0,0,15.5,0
25.07.2021 01:40,1,,,0.077,753,72,0,0,15.3,0
25.07.2021 02:00,1.1,,,0.079,753.1,72.9,0,0,15,0
25.07.2021 02:20,1.2,,,0.091,753.2,74.5,0,0,14.9,0
25.07.2021 02:40,1.1,,,0.1,753.2,75,0,0,14.9,0
25.07.2021 03:00,1,,,0.108,753.2,76,0,0,15,0
25.07.2021 03:20,0.8,,,0.1,753.3,75.7,0,0,15.1,0
25.07.2021 03:40,0.8,,,0.082,753.3,73.3,0,0,15.2,0
25.07.2021 04:00,0.7,,,0.082,753.3,73.3,0,0,15.4,0
25.07.2021 04:20,0.7,,,0.078,753.4,73,0,0,15.5,0
25.07.2021 04:40,0.6,,,0.069,753.5,72.5,0,0,15.6,0
25.07.2021 05:00,0.6,,,0.066,753.5,71.3,0,0,15.9,0
25.07.2021 05:20,0.5,,,0.06,753.6,69.7,0.1,0,16.3,0
25.07.2021 05:40,0.4,,,0.057,753.7,69.6,0,0,16.3,0
25.07.2021 06:00,0.4,,,0.053,753.8,69,0.1,198,16.3,0
25.07.2021 06:20,0.4,,,0.057,753.9,68.2,0,0,16.4,0
25.07.2021 06:40,0.3,,,0.055,754,66.2,0,0,16.7,0
25.07.2021 07:00,0.3,,,0.048,754.1,62.3,0,0,17.5,0
25.07.2021 07:20,0.3,,,0.04,754.2,57.5,0.1,204,18.4,0
25.07.2021 07:40,0.1,,,0.022,754.2,53.2,0.2,237,18.7,0
25.07.2021 08:00,0.1,,,0.019,754.3,51.6,0.1,181,19.1,0
25.07.2021 08:20,0,,,0.015,754.3,48.4,0.2,0,19.7,0
25.07.2021 08:40,0,,,0.009,754.3,46.4,0.2,0,20,0
25.07.2021 09:00,0,,,0.022,754.3,45.1,0.2,0,20.9,0
25.07.2021 09:20,0.1,,,0.044,754.4,43.5,0.2,137,21.8,0
25.07.2021 09:40,0,,,0.027,754.4,41.7,0.4,152,21.8,0
25.07.2021 10:00,0,,,0.019,754.5,40.9,0.5,0,21.8,0
25.07.2021 10:20,0,,,0.011,754.6,38.1,0.8,200,22.2,0
25.07.2021 10:40,0,,,0.007,754.6,37.7,0.5,227,22.2,0
25.07.2021 11:00,0,,,0.003,754.6,34.2,0.6,144,23,0
25.07.2021 11:20,0,,,0.009,754.6,34.5,1,14,23.2,0
25.07.2021 11:40,0,,,0.013,754.5,34.6,0.6,265,23.2,0
25.07.2021 12:00,0,,,0.013,754.5,34.8,0.6,0,22.9,0
25.07.2021 12:20,0,,,0.02,754.6,35.9,0.6,272,22.8,0
25.07.2021 12:40,0,,,0.024,754.7,36.7,0.4,241,22.8,0
25.07.2021 13:00,0,,,0.019,754.7,37.2,0.5,0,22.4,0
25.07.2021 13:20,0,,,0.019,754.8,37.3,0.2,0,22.4,0
25.07.2021 13:40,0,,,0.017,754.9,36.7,0.4,24,22.7,0
25.07.2021 14:00,0,,,0.015,754.9,34.7,0.6,0,23.4,0
25.07.2021 14:20,0,,,0.006,754.8,33.5,0.6,19,23.3,0
25.07.2021 14:40,0,,,0.009,754.8,33.8,0.4,222,23.4,0
25.07.2021 15:00,0,,,0.014,754.8,32.8,0.5,0,23.9,0
25.07.2021 15:20,0,,,0.025,754.8,34.1,1,39,24,0
25.07.2021 15:40,0,,,0.023,754.8,34.8,0.5,222,23.6,0
25.07.2021 16:00,0,,,0.013,754.7,33,0.4,0,24,0
25.07.2021 16:20,0,,,0.019,754.7,33.8,0.7,58,23.9,0
25.07.2021 16:40,0,,,0.024,754.7,34.5,0.5,241,24,0
25.07.2021 17:00,0,,,0.016,754.7,31.8,0.5,185,24.8,0
25.07.2021 17:20,0,,,0.018,754.7,32.5,0.6,302,24.6,0
25.07.2021 17:40,0,,,0.023,754.7,32.5,0.7,241,24.8,0
25.07.2021 18:00,0,,,0.024,754.6,34.5,0.5,0,24.2,0
25.07.2021 18:20,0.1,,,0.03,754.6,36.2,0.5,330,23.8,0
25.07.2021 18:40,0,,,0.022,754.7,36,0.4,0,23.6,0
25.07.2021 19:00,0,,,0.023,754.7,36.6,0.3,0,23.5,0
25.07.2021 19:20,0,,,0.026,754.7,37.2,0.7,0,23.3,0
25.07.2021 19:40,0,,,0.024,754.7,38,0.5,206,23.1,0
25.07.2021 20:00,0,,,0.022,754.6,38,0.4,222,23,0
25.07.2021 20:20,0.1,,,0.027,754.7,38.6,0.1,0,22.8,0
25.07.2021 20:40,0.1,,,0.03,754.8,39.8,0.1,0,22.5,0
25.07.2021 21:00,0.1,,,0.032,754.9,40.3,0.1,0,22.1,0
25.07.2021 21:20,0.3,,,0.035,755,42.3,0,0,21.6,0
25.07.2021 21:40,0.4,,,0.043,755.1,44.9,0,0,20.9,0
25.07.2021 22:00,0.4,,,0.044,755.1,47.5,0,0,20.1,0
25.07.2021 22:20,0.2,,,0.046,755.2,50.8,0,0,19.5,0
25.07.2021 22:40,0.4,,,0.04,755.3,52,0,0,19.3,0
25.07.2021 23:00,0.3,,,0.039,755.4,52.9,0,0,19.2,0
25.07.2021 23:20,0.2,,,0.039,755.5,54.9,0,0,18.7,0
25.07.2021 23:40,0.2,,,0.038,755.6,56.6,0,0,18.4,0
26.07.2021 00:00,0.1,,,0.035,755.7,58,0,0,18.1,0
26.07.2021 00:20,0.1,,,0.034,755.8,59.5,0,0,17.8,0
26.07.2021 00:40,0.1,,,0.031,755.8,61.2,0,0,17.5,0
26.07.2021 01:00,0.2,,,0.028,755.8,62.3,0,0,17.1,0
26.07.2021 01:20,0.2,,,0.032,755.8,64.3,0,0,16.8,0
26.07.2021 01:40,0.4,,,0.041,755.9,67.3,0,0,16.5,0
26.07.2021 02:00,0.6,,,0.053,756,70.2,0,0,16.2,0
26.07.2021 02:20,0.7,,,0.064,756,72.8,0,0,16,0
26.07.2021 02:40,0.7,,,0.069,756.1,74.8,0,0,15.9,0
26.07.2021 03:00,0.6,,,0.067,756.1,75.8,0,0,15.7,0
26.07.2021 03:20,0.6,,,0.066,756.1,76.9,0,0,15.6,0
26.07.2021 03:40,0.6,,,0.065,756.1,78,0,0,15.4,0
26.07.2021 04:00,0.5,,,0.06,756.2,78.8,0,0,15.2,0
26.07.2021 04:20,0.5,,,0.058,756.2,79.4,0,0,15.1,0
26.07.2021 04:40,0.4,,,0.057,756.3,80.1,0,0,15,0
26.07.2021 05:00,0.4,,,0.056,756.4,81,0,0,15,0
26.07.2021 05:20,0.4,,,0.056,756.4,81,0,0,15,0
26.07.2021 05:40,0.4,,,0.057,756.5,81,0,0,15.2,0
26.07.2021 06:00,0.5,,,0.056,756.5,79.3,0,0,15.7,0
26.07.2021 06:20,0.5,,,0.054,756.6,76.3,0,0,16.3,0
26.07.2021 06:40,0.5,,,0.057,756.6,72.7,0,0,17.1,0
26.07.2021 07:00,0.3,,,0.043,756.6,66.4,0,0,18,0
26.07.2021 07:20,0.2,,,0.031,756.6,56.1,0.1,0,19.9,0
26.07.2021 07:40,0.2,,,0.032,756.5,52.5,0.2,150,20.8,0
26.07.2021 08:00,0.1,,,0.03,756.5,48.6,0.4,0,21.7,0
26.07.2021 08:20,0.1,,,0.028,756.4,45.6,0.4,251,22.5,0
26.07.2021 08:40,0,,,0.035,756.4,44.8,0.8,0,22.7,0
26.07.2021 09:00,0,,,0.038,756.3,43.3,0.2,256,23.6,0
26.07.2021 09:20,0,,,0.029,756.3,39,0.4,254,24.8,0
26.07.2021 09:40,0,,,0.022,756.2,37.3,0.7,244,25.1,0
26.07.2021 10:00,0,,,0.02,756.2,36.8,0.7,289,25.2,0
26.07.2021 10:20,0.2,,,0.023,756.3,36.8,0.8,127,25.2,0
26.07.2021 10:40,0.2,,,0.018,756.3,35.9,0.8,265,25.4,0
26.07.2021 11:00,0.2,,,0.015,756.3,34.4,0.6,44,25.7,0
26.07.2021 11:20,0.2,,,0.012,756.3,33.1,0.5,272,26.1,0
26.07.2021 11:40,0.2,,,0.012,756.3,33.8,0.3,0,25.4,0
26.07.2021 12:00,0.2,,,0.017,756.3,34.8,0.3,302,25.1,0
26.07.2021 12:20,0.2,,,0.026,756.3,35.1,0.8,243,25.1,0
26.07.2021 12:40,0.2,,,0.018,756.2,34.6,0.5,193,25.3,0
26.07.2021 13:00,0.2,,,0.021,756.1,33.6,0.7,219,25.8,0
26.07.2021 13:20,0.2,,,0.021,756,32.8,0.6,225,26.2,0
26.07.2021 13:40,0.2,,,0.017,755.9,31.6,0.7,237,26.5,0
26.07.2021 14:00,0.2,,,0.015,755.9,28.6,0.7,0,27.7,0
26.07.2021 14:20,0.2,,,0.011,755.8,28.9,0.7,359,27.1,0
26.07.2021 14:40,0.2,,,0.014,755.7,28.9,0.6,347,27.1,0
26.07.2021 15:00,0.2,,,0.02,755.6,29.3,0.6,173,27.1,0
26.07.2021 15:20,0.2,,,0.027,755.5,30.5,0.9,0,26.8,0
26.07.2021 15:40,0.2,,,0.025,755.4,30.7,0.6,241,26.9,0
26.07.2021 16:00,0.2,,,0.024,755.3,30.5,0.7,141,27.1,0
26.07.2021 16:20,0.2,,,0.024,755.2,30.2,0.7,0,27.3,0
26.07.2021 16:40,0.2,,,0.026,755.1,29.9,0.7,0,27.6,0
26.07.2021 17:00,0.2,,,0.025,755,29.8,0.4,0,27.6,0
26.07.2021 17:20,0.2,,,0.025,754.9,29.3,0.5,0,28,0
26.07.2021 17:40,0.2,,,0.028,754.8,30.2,0.4,290,27.7,0
26.07.2021 18:00,0.3,,,0.029,754.8,30.1,0.2,0,27.8,0
26.07.2021 18:20,0.2,,,0.026,754.7,30.7,0.3,246,27.4,0
26.07.2021 18:40,0.2,,,0.029,754.7,31.7,0.5,289,27,0
26.07.2021 19:00,0.2,,,0.032,754.7,32.7,0.2,0,26.7,0
26.07.2021 19:20,0.2,,,0.029,754.7,33,0.4,254,26.7,0
26.07.2021 19:40,0.2,,,0.026,754.6,33.3,0.2,0,26.4,0
26.07.2021 20:00,0.3,,,0.033,754.6,34,0.1,0,26.4,0
26.07.2021 20:20,0.3,,,0.036,754.6,34.9,0.1,0,26.1,0
26.07.2021 20:40,0.3,,,0.039,754.7,35.4,0.2,62,25.8,0
26.07.2021 21:00,0.4,,,0.046,754.7,36.6,0.2,0,25.4,0
26.07.2021 21:20,0.4,,,0.05,754.8,37.8,0.2,0,25.1,0
26.07.2021 21:40,0.5,,,0.049,754.8,38.6,0.3,0,24.8,0
26.07.2021 22:00,0.4,,,0.046,754.8,39.3,0.2,0,24.6,0
26.07.2021 22:20,0.4,,,0.041,754.9,40.5,0.1,23,24.3,0
26.07.2021 22:40,0.6,,,0.041,754.9,41.7,0.1,23,24,0
26.07.2021 23:00,0.6,,,0.044,754.9,43.1,0,0,23.7,0
26.07.2021 23:20,0.6,,,0.044,754.9,45.6,0,0,22.8,0
26.07.2021 23:40,0.6,,,0.041,755,48.2,0,0,22,0
27.07.2021 0:00,,,,,755.1,50.4,0,0,21.5,0
27.07.2021 0:20,,,,,755.1,52.5,0,0,21.1,0
27.07.2021 0:40,,,,,755.2,54.3,0,0,20.7,0
27.07.2021 1:00,,,,,755.2,55.6,0,0,20.3,0
27.07.2021 1:20,,,,,755.3,58.3,0,0,19.9,0
27.07.2021 1:40,,,,,755.3,61.2,0,0,19.5,0
27.07.2021 2:00,,,,,755.4,64.4,0,0,19.2,0
27.07.2021 2:20,,,,,755.4,66.2,0,0,18.9,0
27.07.2021 2:40,,,,,755.4,66,0,0,18.6,0
27.07.2021 3:00,,,,,755.5,66.1,0,0,18.6,0
27.07.2021 3:20,,,,,755.5,67.5,0,0,18.3,0
27.07.2021 3:40,,,,,755.5,69.3,0,0,18,0
27.07.2021 4:00,,,,,755.5,72.5,0,0,17.6,0
27.07.2021 4:20,,,,,755.5,75.4,0,0,17.4,0
27.07.2021 4:40,,,,,755.4,77.7,0,0,17.3,0
27.07.2021 5:00,,,,,755.4,79.4,0,0,17.1,0
27.07.2021 5:20,,,,,755.4,80.7,0,0,17.1,0
27.07.2021 5:40,,,,,755.4,80.8,0,0,17.7,0
27.07.2021 6:00,,,,,755.5,77.4,0,0,19,0
27.07.2021 6:20,,,,,755.5,72.4,0,0,20.2,0
27.07.2021 6:40,,,,,755.4,66.8,0,0,21.7,0
27.07.2021 7:00,,,,,755.4,60.7,0,0,22.7,0
27.07.2021 7:20,,,,,755.3,51.9,0.1,0,23.9,0
27.07.2021 7:40,,,,,755.2,48.3,0.1,0,24.6,0
27.07.2021 8:00,,,,,755.1,43.6,0.2,23,25.4,0
27.07.2021 8:20,,,,,755,40.3,0.4,0,25.2,0
27.07.2021 8:40,,,,,755,36.6,0.3,34,25.9,0
27.07.2021 9:00,,,,,755,34.1,0.5,0,26.3,0
27.07.2021 9:20,,,,,755,34,0.4,127,26.1,0
27.07.2021 9:40,,,,,755,32.8,0.6,115,26.7,0
27.07.2021 10:00,,,,,755,32.5,0.7,27,26.6,0
27.07.2021 10:20,,,,,754.9,31.5,0.8,0,26.9,0
27.07.2021 10:40,,,,,754.9,30.3,0.8,21,27.1,0
27.07.2021 11:00,,,,,754.9,29.3,0.5,220,27.3,0
27.07.2021 11:20,,,,,754.8,29,0.8,83,27.5,0
27.07.2021 11:40,,,,,754.7,27.8,0.5,18,27.8,0
27.07.2021 12:00,,,,,754.6,27.2,0.8,0,28.2,0
