Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки,,,,
13.09.2021 10:00,,,,,,742.3,71.8,0.3,269,18.5,0,,,,
13.09.2021 10:20,,,,,,742.3,69.7,0.5,269,18.9,0,,,,
13.09.2021 10:40,,,,,,742.2,70.7,0.3,0,19.1,0,,,,
13.09.2021 11:00,,,,,,742,68.6,0.7,197,19.7,0,,,,
13.09.2021 11:20,,,,,,741.9,61,1.6,197,20.4,0,,,,
13.09.2021 11:40,,,,,,741.7,57.6,1.3,233,21,0,,,,
13.09.2021 12:00,,,,,,741.6,55.5,1.2,226,21.7,0,,,,
13.09.2021 12:20,,,,,,741.5,53.7,1.5,0,21.8,0,,,,
13.09.2021 12:40,,,,,,741.3,51.7,1.5,206,22.5,0,,,,
13.09.2021 13:00,,,,,,741.1,47.9,1.7,204,22.8,0,,,,
13.09.2021 13:20,,,,,,741.1,47.7,1.6,266,22.7,0,,,,
13.09.2021 13:40,,,,,,740.9,44.9,1.8,216,23,0,,,,
13.09.2021 14:00,,,,,,740.8,46,1.4,0,23.1,0,,,,
13.09.2021 14:20,,,,,,740.8,45.7,2.1,214,23.2,0,,,,
13.09.2021 14:40,,,,,,740.7,46.8,2.1,189,22.8,0,,,,
13.09.2021 15:00,,,,,,740.6,48.2,1.6,235,22.6,0,,,,
13.09.2021 15:20,,,,,,740.5,50,1.2,247,22.3,0,,,,
13.09.2021 15:40,,,,,,740.4,51.5,1.3,0,22,0,,,,
13.09.2021 16:00,,,,,,740.3,52.8,0.9,183,21.8,0,,,,
13.09.2021 16:20,,,,,,740.2,55.8,0.7,0,21.5,0,,,,
13.09.2021 16:40,,,,,,740,58.5,0.3,0,21.1,0,,,,
13.09.2021 17:00,,,,,,739.8,57.6,0.5,215,21.5,0,,,,
13.09.2021 17:20,,,,,,739.7,57,1.1,239,21.3,0,,,,
13.09.2021 17:40,,,,,,739.6,57.6,1,217,21.2,0,,,,
13.09.2021 18:00,,,,,,739.5,60.5,1.5,204,20.9,0,,,,
13.09.2021 18:20,,,,,,739.5,64,2,209,20.2,0,,,,
13.09.2021 18:40,,,,,,739.4,65.6,1.4,232,19.8,0,,,,
13.09.2021 19:00,,,,,,739.4,66.9,1.4,243,19.4,0,,,,
13.09.2021 19:20,,,,,,739.5,68.5,1,0,19.1,0,,,,
13.09.2021 19:40,,,,,,739.4,69.8,1.2,198,18.9,0,,,,
13.09.2021 20:00,,,,,,739.4,71.4,1,208,18.6,0,,,,
13.09.2021 20:20,,,,,,739.4,73.3,1,227,18.3,0,,,,
13.09.2021 20:40,,,,,,739.5,74.4,0.8,206,18,0,,,,
13.09.2021 21:00,,,,,,739.5,76.2,1.4,228,17.8,0,,,,
13.09.2021 21:20,,,,,,739.5,77.3,1.1,210,17.5,0,,,,
13.09.2021 21:40,,,,,,739.4,78,1.2,233,17.3,0,,,,
13.09.2021 22:00,,,,,,739.4,79.3,1.3,215,17.1,0,,,,
13.09.2021 22:20,,,,,,739.4,80.4,1.4,249,17,0,,,,
13.09.2021 22:40,,,,,,739.3,80,1.4,227,16.9,0,,,,
13.09.2021 23:00,,,,,,739.4,79.6,1.1,0,16.9,0,,,,
13.09.2021 23:20,,,,,,739.4,78.5,1.3,196,16.9,0,,,,
13.09.2021 23:40,,,,,,739.4,78,1.3,228,16.8,0,,,,
09.04.2021 00:00,,,,,,744.1,79.6,2.5,221,2,0,,,,
09.04.2021 00:20,,,,,,744.2,81,2.7,193,1.7,0,,,,
09.04.2021 00:40,,,,,,744.5,82.5,2.7,231,1.5,0,,,,
09.04.2021 01:00,,,,,,744.7,83.8,3,215,1.3,0,,,,
09.04.2021 01:20,,,,,,744.7,83.9,2.8,206,1.3,0,,,,
09.04.2021 01:40,,,,,,744.9,83.2,2.4,206,1.3,0,,,,
09.04.2021 02:00,,,,,,745.1,82.8,2.2,225,1.3,0,,,,
09.04.2021 02:20,,,,,,745.2,82.2,2,202,1.3,0,,,,
09.04.2021 02:40,,,,,,745.4,82,1.4,228,1.2,0,,,,
09.04.2021 03:00,,,,,,745.6,82,2,198,1.3,0,,,,
09.04.2021 03:20,,,,,,745.8,82,1.8,210,1.4,0,,,,
09.04.2021 03:40,,,,,,746,82,2,198,1.5,0,,,,
09.04.2021 04:00,,,,,,746.1,82,1.4,210,1.5,0,,,,
09.04.2021 04:20,,,,,,746.3,81.8,1.9,224,1.5,0,,,,
09.04.2021 04:40,,,,,,746.5,81,2,202,1.6,0,,,,
09.04.2021 05:00,,,,,,746.7,81,2.3,194,1.7,0,,,,
09.04.2021 05:20,,,,,,746.9,81,2.2,214,1.6,0,,,,
09.04.2021 05:40,,,,,,747.1,81,1.8,208,1.6,0,,,,
09.04.2021 06:00,,,,,,747.3,81,2.1,251,1.5,0,,,,
09.04.2021 06:20,,,,,,747.6,81,1.5,223,1.4,0,,,,
09.04.2021 06:40,,,,,,747.9,81,1.8,200,1.4,0,,,,
09.04.2021 07:00,,,,,,748.2,81.2,2.7,188,1.4,0,,,,
09.04.2021 07:20,,,,,,748.5,82,2.5,193,1.2,0,,,,
09.04.2021 07:40,,,,,,748.7,82.1,2.4,211,1.2,0,,,,
09.04.2021 08:00,,,,,,749.1,82.2,1.7,206,1.2,0,,,,
09.04.2021 08:20,,,,,,749.3,82.1,1.6,218,1.3,0,,,,
09.04.2021 08:40,,,,,,749.5,81.5,2.2,196,1.5,0,,,,
09.04.2021 09:00,,,,,,749.7,80.3,2.2,202,2,0,,,,
09.04.2021 09:20,,,,,,750,79,2.2,203,2.1,0,,,,
09.04.2021 09:40,,,,,,750.3,78.7,2.8,201,2.1,0,,,,
09.04.2021 10:00,,,,,,750.5,78.8,2.1,217,2.2,0,,,,
09.04.2021 10:20,,,,,,750.6,77.2,2.1,204,2.6,0,,,,
09.04.2021 10:40,,,,,,750.8,75.6,2.1,205,2.9,0,,,,
09.04.2021 11:00,,,,,,750.9,73.9,2.3,208,3.3,0,,,,
09.04.2021 11:20,,,,,,751,71.1,1.2,234,4.3,0,,,,
09.04.2021 11:40,,,,,,751,67.3,2.1,205,4.8,0,,,,
09.04.2021 12:00,,,,,,751.1,64.7,2.4,193,4.9,0,,,,
09.04.2021 12:20,,,,,,751.2,61.6,2.5,209,5.4,0,,,,
09.04.2021 12:40,,,,,,751.3,58.2,2.6,195,5.9,0,,,,
09.04.2021 13:00,,,,,,751.4,52.7,2.7,190,6.3,0,,,,
09.04.2021 13:20,,,,,,751.4,52,2.2,197,6.4,0,,,,
09.04.2021 13:40,,,,,,751.6,50.2,1.8,201,7,0,,,,
09.04.2021 14:00,,,,,,751.6,52.1,1.6,194,6.8,0,,,,
09.04.2021 14:20,,,,,,751.6,51.4,1.6,201,7.2,0,,,,
09.04.2021 14:40,,,,,,751.6,48.4,2.3,197,7.8,0,,,,
09.04.2021 15:00,,,,,,751.7,47.7,1.6,215,7.6,0,,,,
09.04.2021 15:20,,,,,,751.7,46.9,1.9,213,7.6,0,,,,
09.04.2021 15:40,,,,,,751.7,44.2,2.6,208,8.2,0,,,,
09.04.2021 16:00,,,,,,751.7,43.9,2,233,8.1,0,,,,
09.04.2021 16:20,,,,,,751.7,40.1,2.2,196,8.4,0,,,,
09.04.2021 16:40,,,,,,751.8,39.3,2.6,189,8.4,0,,,,
09.04.2021 17:00,,,,,,751.9,41.6,2.1,202,7.8,0,,,,
09.04.2021 17:20,,,,,,752,42.4,2.3,199,8,0,,,,
09.04.2021 17:40,,,,,,752,41.6,2.4,204,7.9,0,,,,
09.04.2021 18:00,,,,,,752.1,40.4,1.7,212,7.9,0,,,,
09.04.2021 18:20,,,,,,752.2,38,2.6,228,7.9,0,,,,
09.04.2021 18:40,,,,,,752.3,37.9,2.1,204,7.7,0,,,,
09.04.2021 19:00,,,,,,752.3,38,1.7,194,7.5,0,,,,
09.04.2021 19:20,,,,,,752.5,40,0.5,200,7.1,0,,,,
09.04.2021 19:40,,,,,,752.7,41,1.4,227,6.9,0,,,,
09.04.2021 20:00,,,,,,752.9,42,0,0,6.7,0,,,,
09.04.2021 20:20,,,,,,753,46,0,0,6.2,0,,,,
09.04.2021 20:40,,,,,,753,46.1,0,0,6.1,0,,,,
09.04.2021 21:00,,,,,,753.1,46.7,0,0,5.9,0,,,,
09.04.2021 21:20,,,,,,753.2,47.3,0,0,5.7,0,,,,
09.04.2021 21:40,,,,,,753.3,49.4,0,0,5.3,0,,,,
09.04.2021 22:00,,,,,,753.4,48.6,0,207,5.1,0,,,,
09.04.2021 22:20,,,,,,753.5,48,0,0,5.1,0,,,,
09.04.2021 22:40,,,,,,753.5,48.6,0.1,235,4.9,0,,,,
09.04.2021 23:00,,,,,,753.6,48,0.2,0,4.7,0,,,,
09.04.2021 23:20,,,,,,753.7,48.2,0,0,4.5,0,,,,
09.04.2021 23:40,,,,,,753.8,49,0,0,4.2,0,,,,
15.01.2021 00:00,,,,,,740.2,79.4,0.1,0,-12.5,0,,,,
15.01.2021 00:20,,,,,,740.1,79,0.1,354,-12.5,0,,,,
15.01.2021 00:40,,,,,,740.2,79.6,0,354,-12.5,0,,,,
15.01.2021 01:00,,,,,,740.5,79.3,0,0,-12.3,0,,,,
15.01.2021 01:20,,,,,,740.5,79,0,0,-12.2,0,,,,
15.01.2021 01:40,,,,,,740.4,79,0.1,0,-12.3,0,,,,
15.01.2021 02:00,,,,,,740.5,79,0.2,0,-12.4,0,,,,
15.01.2021 02:20,,,,,,740.6,80,0,0,-12.6,0,,,,
15.01.2021 02:40,,,,,,740.7,80,0,0,-12.4,0,,,,
15.01.2021 03:00,,,,,,740.7,79.6,0,0,-12.4,0,,,,
15.01.2021 03:20,,,,,,740.8,80,0,0,-12.4,0,,,,
15.01.2021 03:40,,,,,,740.8,80,0,0,-12.3,0,,,,
15.01.2021 04:00,,,,,,740.8,79.4,0,0,-12.4,0,,,,
15.01.2021 04:20,,,,,,740.9,80,0,0,-12.4,0,,,,
15.01.2021 04:40,,,,,,740.9,79.3,0,0,-12.5,0,,,,
15.01.2021 05:00,,,,,,740.9,80,0,0,-12.6,0,,,,
15.01.2021 05:20,,,,,,741.1,79.2,0,0,-12.7,0,,,,
15.01.2021 05:40,,,,,,741.1,79.4,0,0,-12.7,0,,,,
15.01.2021 06:00,,,,,,741.1,79.4,0,0,-12.9,0,,,,
15.01.2021 06:20,,,,,,741.2,80,0,0,-13.1,0,,,,
15.01.2021 06:40,,,,,,741.3,80,0,0,-13.1,0,,,,
15.01.2021 07:00,,,,,,741.7,80,0,0,-13.2,0,,,,
15.01.2021 07:20,,,,,,741.6,80,0,0,-13.2,0,,,,
15.01.2021 07:40,,,,,,741.7,80,0,0,-13.3,0,,,,
15.01.2021 08:00,,,,,,741.7,80,0,0,-13.4,0,,,,
15.01.2021 08:20,,,,,,741.7,80,0,0,-13.6,0,,,,
15.01.2021 08:40,,,,,,741.8,80.7,0,0,-13.8,0,,,,
15.01.2021 09:00,,,,,,741.9,80.6,0,0,-13.8,0,,,,
15.01.2021 09:20,,,,,,742.1,80.6,0,0,-13.6,0,,,,
15.01.2021 09:40,,,,,,742.3,80,0,0,-13.7,0,,,,
15.01.2021 10:00,,,,,,742.5,80.6,0,0,-13.8,0,,,,
15.01.2021 10:20,,,,,,742.5,80.3,0,0,-13.7,0,,,,
15.01.2021 10:40,,,,,,742.4,80.4,0.1,0,-13.7,0,,,,
15.01.2021 11:00,,,,,,742.7,81,0,0,-13.6,0,,,,
15.01.2021 11:20,,,,,,742.7,80.4,0,0,-13.2,0,,,,
15.01.2021 11:40,,,,,,742.8,79.4,0,0,-13.1,0,,,,
15.01.2021 12:00,,,,,,743,79,0,0,-12.9,0,,,,
15.01.2021 12:20,,,,,,743,78.8,0,0,-12.9,0,,,,
15.01.2021 12:40,,,,,,742.8,79,0,0,-12.8,0,,,,
15.01.2021 13:00,,,,,,742.7,79,0,0,-12.6,0,,,,
15.01.2021 13:20,,,,,,742.8,78.7,0,0,-12.5,0,,,,
15.01.2021 13:40,,,,,,742.9,79,0,0,-12.6,0,,,,
15.01.2021 14:00,,,,,,742.8,79,0,0,-12.6,0,,,,
15.01.2021 14:20,,,,,,743,78.4,0,0,-12.3,0,,,,
15.01.2021 14:40,,,,,,742.9,78,0.1,0,-12.1,0,,,,
15.01.2021 15:00,,,,,,742.9,78,0.1,4,-12.2,0,,,,
15.01.2021 15:20,,,,,,742.9,78,0.2,0,-12.4,0,,,,
15.01.2021 15:40,,,,,,743,79,0,354,-12.4,0,,,,
15.01.2021 16:00,,,,,,743.1,79,0.2,0,-12.4,0,,,,
15.01.2021 16:20,,,,,,742.8,79,0.1,0,-12.5,0,,,,
15.01.2021 16:40,,,,,,742.9,79.9,0.1,0,-12.5,0,,,,
15.01.2021 17:00,,,,,,743,80,0,0,-12.4,0,,,,
15.01.2021 17:20,,,,,,742.9,80,0,0,-12.3,0,,,,
15.01.2021 17:40,,,,,,742.8,80,0,0,-12.2,0,,,,
15.01.2021 18:00,,,,,,742.7,80,0.1,0,-12.3,0,,,,
15.01.2021 18:20,,,,,,742.6,79.2,0,0,-12.3,0,,,,
15.01.2021 18:40,,,,,,742.5,79,0.1,0,-12.4,0,,,,
15.01.2021 19:00,,,,,,742.7,79,0.2,0,-12.4,0,,,,
15.01.2021 19:20,,,,,,742.6,79,0.1,0,-12.4,0,,,,
15.01.2021 19:40,,,,,,742.4,79.4,0.1,0,-12.2,0,,,,
15.01.2021 20:00,,,,,,742.3,79.2,0,0,-12.1,0,,,,
15.01.2021 20:20,,,,,,742.3,79.2,0.2,0,-11.9,0,,,,
15.01.2021 20:40,,,,,,742.4,79,0.3,0,-12.1,0,,,,
15.01.2021 21:00,,,,,,742.5,78.3,0.4,274,-12.5,0,,,,
15.01.2021 21:20,,,,,,742.6,78,0.2,0,-12.7,0,,,,
15.01.2021 21:40,,,,,,742.6,78,0.2,76,-12.9,0,,,,
15.01.2021 22:00,,,,,,742.6,78.4,0.1,0,-13,0,,,,
15.01.2021 22:20,,,,,,742.6,79,0.2,325,-13,0,,,,
15.01.2021 22:40,,,,,,742.4,79,0.2,0,-13.1,0,,,,
15.01.2021 23:00,,,,,,742.1,79,0.3,0,-13.2,0,,,,
15.01.2021 23:20,,,,,,742,79,0.5,0,-13.3,0,,,,
15.01.2021 23:40,,,,,,741.9,79.3,0.2,0,-13.3,0,,,,
