Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки,,,,
19.09.2021 00:00,,0.0208,0.001,0.011,0.008,,,,,,,,,,
19.09.2021 00:20,,0.0258,0.002,0.012,0.01,,,,,,,,,,
19.09.2021 00:40,,0.0203,0.001,0.009,0.009,,,,,,,,,,
19.09.2021 01:00,,0.0179,0,0.011,0.01,,,,,,,,,,
19.09.2021 01:20,,0.0159,0.001,0.013,0.01,,,,,,,,,,
19.09.2021 01:40,,0.0138,0.001,0.01,0.008,,,,,,,,,,
19.09.2021 02:00,,0.013,0,0.009,0.008,,,,,,,,,,
19.09.2021 02:20,,0.0124,0.001,0.009,0.008,,,,,,,,,,
19.09.2021 02:40,,0.0124,0,0.011,0.009,,,,,,,,,,
19.09.2021 03:00,,0.0119,0,0.01,0.007,,,,,,,,,,
19.09.2021 03:20,,0.0113,0,0.01,0.008,,,,,,,,,,
19.09.2021 03:40,,0.0109,0,0.01,0.008,,,,,,,,,,
19.09.2021 04:00,,0.0102,0,0.011,0.008,,,,,,,,,,
19.09.2021 04:20,,0.0086,0,0.009,0.006,,,,,,,,,,
19.09.2021 04:40,,0.0091,0,0.009,0.006,,,,,,,,,,
19.09.2021 05:00,,0.012,0,0.009,0.006,,,,,,,,,,
19.09.2021 05:20,,0.0322,0.004,0.011,0.006,,,,,,,,,,
19.09.2021 05:40,,0.036,0.006,0.009,0.006,,,,,,,,,,
19.09.2021 06:00,,0.0321,0.004,0.012,0.008,,,,,,,,,,
19.09.2021 06:20,,0.0211,0.001,0.012,0.007,,,,,,,,,,
19.09.2021 06:40,,0.0169,0.001,0.014,0.007,,,,,,,,,,
19.09.2021 07:00,,0.0299,0.006,0.015,0.009,,,,,,,,,,
19.09.2021 07:20,,0.0329,0.011,0.014,0.009,,,,,,,,,,
19.09.2021 07:40,,0.0318,0.013,0.014,0.008,,,,,,,,,,
19.09.2021 08:00,,0.0325,0.014,0.015,0.009,,,,,,,,,,
19.09.2021 08:20,,0.0321,0.015,0.016,0.009,,,,,,,,,,
19.09.2021 08:40,,0.0317,0.019,0.018,0.009,,,,,,,,,,
19.09.2021 09:00,,0.0286,0.016,0.02,0.009,,,,,,,,,,
19.09.2021 09:20,,0.0283,0.011,0.016,0.01,,,,,,,,,,
19.09.2021 09:40,,0.03,0.015,0.015,0.009,,,,,,,,,,
19.09.2021 10:00,,0.0288,0.013,0.018,0.008,,,,,,,,,,
19.09.2021 10:20,,0.0253,0.012,0.019,0.009,,,,,,,,,,
19.09.2021 10:40,,0.0251,0.008,0.02,0.009,,,,,,,,,,
19.09.2021 11:00,,0.0272,0.012,0.025,0.01,,,,,,,,,,
19.09.2021 11:20,,0.0298,0.017,0.021,0.006,,,,,,,,,,
19.09.2021 11:40,,0.0261,0.009,0.019,0.008,,,,,,,,,,
19.09.2021 12:00,,0.0255,0.008,0.026,0.01,,,,,,,,,,
19.09.2021 12:20,,0.0265,0.007,0.024,0.01,,,,,,,,,,
19.09.2021 12:40,,0.0304,0.008,0.028,0.007,,,,,,,,,,
19.09.2021 13:00,,0.0333,0.01,0.022,0.009,,,,,,,,,,
19.09.2021 13:20,,0.0334,0.01,0.02,0.009,,,,,,,,,,
19.09.2021 13:40,,0.0274,0.005,0.019,0.005,,,,,,,,,,
19.09.2021 14:00,,0.0195,0.002,0.026,0.009,,,,,,,,,,
19.09.2021 14:20,,0.019,0.002,0.023,0.01,,,,,,,,,,
19.09.2021 14:40,,0.0164,0.002,0.03,0.007,,,,,,,,,,
19.09.2021 15:00,,0.0164,0.001,0.028,0.007,,,,,,,,,,
19.09.2021 15:20,,0.0198,0.002,0.031,0.012,,,,,,,,,,
19.09.2021 15:40,,0.019,0.001,0.024,0.011,,,,,,,,,,
19.09.2021 16:00,,0.0197,0.001,0.019,0.007,,,,,,,,,,
19.09.2021 16:20,,0.0194,0.001,0.033,0.012,,,,,,,,,,
19.09.2021 16:40,,0.0184,0.001,0.021,0.009,,,,,,,,,,
19.09.2021 17:00,,0.0183,0.001,0.025,0.009,,,,,,,,,,
19.09.2021 17:20,,0.0187,0.001,0.03,0.011,,,,,,,,,,
19.09.2021 17:40,,0.0189,0.001,0.035,0.015,,,,,,,,,,
19.09.2021 18:00,,0.0197,0.001,0.025,0.013,,,,,,,,,,
19.09.2021 18:20,,0.0176,0.001,0.01,0.006,,,,,,,,,,
19.09.2021 18:40,,0.0161,0,0.023,0.011,,,,,,,,,,
19.09.2021 19:00,,0.0158,0.001,0.023,0.012,,,,,,,,,,
19.09.2021 19:20,,0.0148,0.001,0.021,0.012,,,,,,,,,,
19.09.2021 19:40,,0.0155,0,0.017,0.011,,,,,,,,,,
19.09.2021 20:00,,0.0193,0.001,0.019,0.012,,,,,,,,,,
19.09.2021 20:20,,0.0207,0.001,0.014,0.011,,,,,,,,,,
19.09.2021 20:40,,0.0211,0.001,0.013,0.01,,,,,,,,,,
19.09.2021 21:00,,0.0202,0,0.012,0.01,,,,,,,,,,
19.09.2021 21:20,,0.0195,0.001,0.013,0.01,,,,,,,,,,
19.09.2021 21:40,,0.0196,0.001,0.016,0.011,,,,,,,,,,
19.09.2021 22:00,,0.0291,0.006,0.018,0.01,,,,,,,,,,
19.09.2021 22:20,,0.0298,0.005,0.011,0.009,,,,,,,,,,
19.09.2021 22:40,,0.0267,0.003,0.011,0.009,,,,,,,,,,
19.09.2021 23:00,,0.0313,0.006,0.01,0.008,,,,,,,,,,
19.09.2021 23:20,,0.0253,0.002,0.011,0.01,,,,,,,,,,
19.09.2021 23:40,,0.0202,0.001,0.011,0.009,,,,,,,,,,
20.09.2021 00:00,,0.0186,0,0.012,0.01,,,,,,,,,,
20.09.2021 00:20,,0.0173,0,0.013,0.011,,,,,,,,,,
20.09.2021 00:40,,0.0156,0,0.013,0.011,,,,,,,,,,
20.09.2021 01:00,,0.0162,0,0.012,0.01,,,,,,,,,,
20.09.2021 01:20,,0.0157,0,0.014,0.011,,,,,,,,,,
20.09.2021 01:40,,0.0149,0,0.012,0.01,,,,,,,,,,
20.09.2021 02:00,,0.0191,0.001,0.013,0.011,,,,,,,,,,
20.09.2021 02:20,,0.0211,0,0.009,0.009,,,,,,,,,,
20.09.2021 02:40,,0.0159,0,0.011,0.009,,,,,,,,,,
20.09.2021 03:00,,0.0132,0.001,0.01,0.009,,,,,,,,,,
20.09.2021 03:20,,0.0117,0,0.01,0.008,,,,,,,,,,
20.09.2021 03:40,,0.0104,0,0.011,0.009,,,,,,,,,,
20.09.2021 04:00,,0.0108,0,0.012,0.01,,,,,,,,,,
20.09.2021 04:20,,0.0121,0,0.011,0.008,,,,,,,,,,
20.09.2021 04:40,,0.0121,0,0.012,0.009,,,,,,,,,,
20.09.2021 05:00,,0.0114,0,0.008,0.007,,,,,,,,,,
20.09.2021 05:20,,0.0122,0,0.01,0.009,,,,,,,,,,
20.09.2021 05:40,,0.0125,0,0.01,0.008,,,,,,,,,,
20.09.2021 06:00,,0.0136,0,0.01,0.008,,,,,,,,,,
20.09.2021 06:20,,0.0148,0,0.011,0.008,,,,,,,,,,
20.09.2021 06:40,,0.0162,0,0.012,0.009,,,,,,,,,,
20.09.2021 07:00,,0.0176,0,0.008,0.007,,,,,,,,,,
20.09.2021 07:20,,0.0185,0,0.008,0.007,,,,,,,,,,
20.09.2021 07:40,,0.0192,0.001,0.009,0.008,,,,,,,,,,
20.09.2021 08:00,,0.0207,0.001,0.01,0.008,,,,,,,,,,
20.09.2021 08:20,,0.0208,0.001,0.009,0.007,,,,,,,,,,
20.09.2021 08:40,,0.0218,0.002,0.01,0.008,,,,,,,,,,
20.09.2021 09:00,,0.023,0.003,0.01,0.008,,,,,,,,,,
20.09.2021 09:20,,0.0241,0.003,0.009,0.008,,,,,,,,,,
20.09.2021 09:40,,0.0227,0.002,0.01,0.008,,,,,,,,,,
20.09.2021 10:00,,0.0238,0.004,0.01,0.008,,,,,,,,,,
20.09.2021 10:20,,0.0329,0.011,0.01,0.007,,,,,,,,,,
20.09.2021 10:40,,0.0376,0.022,0.009,0.007,,,,,,,,,,
20.09.2021 11:00,,0.0367,0.02,0.009,0.007,,,,,,,,,,
20.09.2021 11:20,,0.036,0.021,0.009,0.007,,,,,,,,,,
20.09.2021 11:40,,0.0377,0.021,0.008,0.007,,,,,,,,,,
20.09.2021 12:00,,0.037,0.021,0.009,0.007,,,,,,,,,,
20.09.2021 12:20,,0.0369,0.024,0.01,0.007,,,,,,,,,,
20.09.2021 12:40,,0.037,0.019,0.011,0.008,,,,,,,,,,
20.09.2021 13:00,,0.0366,0.015,0.009,0.008,,,,,,,,,,
20.09.2021 13:20,,0.0367,0.016,0.01,0.008,,,,,,,,,,
20.09.2021 13:40,,0.0359,0.016,0.01,0.008,,,,,,,,,,
20.09.2021 14:00,,0.0373,0.02,0.009,0.008,,,,,,,,,,
20.09.2021 14:20,,0.0378,0.02,0.009,0.008,,,,,,,,,,
20.09.2021 14:40,,0.0356,0.016,0.01,0.008,,,,,,,,,,
20.09.2021 15:00,,0.0326,0.01,0.01,0.008,,,,,,,,,,
20.09.2021 15:20,,0.0325,0.007,0.01,0.007,,,,,,,,,,
20.09.2021 15:40,,0.0353,0.01,0.01,0.008,,,,,,,,,,
20.09.2021 16:00,,0.0331,0.006,0.009,0.008,,,,,,,,,,
20.09.2021 16:20,,0.0303,0.005,0.008,0.007,,,,,,,,,,
20.09.2021 16:40,,0.032,0.005,0.009,0.007,,,,,,,,,,
20.09.2021 17:00,,0.0392,0.01,0.008,0.007,,,,,,,,,,
20.09.2021 17:20,,0.0438,0.018,0.008,0.007,,,,,,,,,,
20.09.2021 17:40,,0.042,0.019,0.01,0.008,,,,,,,,,,
20.09.2021 18:00,,0.0441,0.019,0.01,0.008,,,,,,,,,,
20.09.2021 18:20,,0.0444,0.019,0.007,0.007,,,,,,,,,,
20.09.2021 18:40,,0.045,0.018,0.007,0.007,,,,,,,,,,
20.09.2021 19:00,,0.0437,0.02,0.009,0.007,,,,,,,,,,
20.09.2021 19:20,,0.0442,0.018,0.007,0.007,,,,,,,,,,
20.09.2021 19:40,,0.0435,0.016,0.009,0.007,,,,,,,,,,
20.09.2021 20:00,,0.0442,0.019,0.006,0.006,,,,,,,,,,
20.09.2021 20:20,,0.0427,0.014,0.005,0.006,,,,,,,,,,
20.09.2021 20:40,,0.0439,0.015,0.006,0.005,,,,,,,,,,
20.09.2021 21:00,,0.0422,0.013,0.006,0.006,,,,,,,,,,
20.09.2021 21:20,,0.0396,0.009,0.006,0.006,,,,,,,,,,
20.09.2021 21:40,,0.0385,0.008,0.005,0.005,,,,,,,,,,
20.09.2021 22:00,,0.0403,0.009,0.004,0.005,,,,,,,,,,
20.09.2021 22:20,,0.0368,0.006,0.004,0.005,,,,,,,,,,
20.09.2021 22:40,,0.0309,0.003,0.004,0.005,,,,,,,,,,
20.09.2021 23:00,,0.0308,0.002,0.005,0.005,,,,,,,,,,
20.09.2021 23:20,,0.0282,0.001,0.005,0.005,,,,,,,,,,
20.09.2021 23:40,,0.0331,0.003,0.005,0.005,,,,,,,,,,
21.09.2021 00:00,,,,,,747,91,0.7,0,6.1,0,,,,
21.09.2021 00:20,,,,,,746.9,91,0.6,0,6.1,0,,,,
21.09.2021 00:40,,,,,,746.9,91,0.5,0,6.1,0.3,,,,
21.09.2021 01:00,,,,,,746.8,91,0.6,0,6,0,,,,
21.09.2021 01:20,,,,,,746.8,91,0.6,305,6,0,,,,
21.09.2021 01:40,,,,,,746.7,91,0.6,0,6,0,,,,
21.09.2021 02:00,,,,,,746.5,91,0.5,0,6,0,,,,
21.09.2021 02:20,,,,,,746.4,91,0.6,0,6,0,,,,
21.09.2021 02:40,,,,,,746.3,91,0.6,0,6,0,,,,
21.09.2021 03:00,,,,,,746.2,91,0.5,0,6,0,,,,
21.09.2021 03:20,,,,,,746,91,0.5,299,6,0,,,,
21.09.2021 03:40,,,,,,745.9,91,0.6,315,6.1,0.3,,,,
21.09.2021 04:00,,,,,,745.8,91,0.6,0,6.1,0,,,,
21.09.2021 04:20,,,,,,745.8,91,0.4,0,6.1,0,,,,
21.09.2021 04:40,,,,,,745.7,91,0.5,0,6.1,0,,,,
21.09.2021 05:00,,,,,,745.6,91,0.4,0,6.2,0,,,,
21.09.2021 05:20,,,,,,745.6,91,0.7,303,6.2,0,,,,
21.09.2021 05:40,,,,,,745.5,91,0.6,0,6.2,0,,,,
21.09.2021 06:00,,,,,,745.4,91,0.5,0,6.3,0.3,,,,
21.09.2021 06:20,,,,,,745.3,91,0.5,0,6.3,0,,,,
21.09.2021 06:40,,,,,,745.3,91,0.7,335,6.3,0,,,,
21.09.2021 07:00,,,,,,745.3,91,0.6,0,6.4,0,,,,
21.09.2021 07:20,,,,,,745.1,91,0.2,303,6.4,0.3,,,,
21.09.2021 07:40,,,,,,745.1,91,0.3,0,6.4,0,,,,
21.09.2021 08:00,,,,,,745.1,91,0.5,344,6.5,0,,,,
21.09.2021 08:20,,,,,,745.2,91,0.2,0,6.5,0,,,,
21.09.2021 08:40,,,,,,745.2,91,0.2,0,6.6,0,,,,
21.09.2021 09:00,,,,,,745.1,91,0.3,0,6.6,0,,,,
21.09.2021 09:20,,,,,,745.1,91,0.2,0,6.7,0,,,,
21.09.2021 09:40,,,,,,745.1,91,0.3,0,6.7,0,,,,
21.09.2021 10:00,,,,,,745.2,91,0.1,0,6.8,0,,,,
21.09.2021 10:20,,,,,,745.2,91,0.3,0,6.8,0.3,,,,
21.09.2021 10:40,,,,,,745.2,91,0.2,303,6.9,0,,,,
21.09.2021 11:00,,,,,,745.2,91.5,0.2,308,6.9,0,,,,
21.09.2021 11:20,,,,,,745.1,92,0.3,0,7,0,,,,
21.09.2021 11:40,,,,,,745.1,92,0.1,0,7,0,,,,
21.09.2021 12:00,,,,,,745.2,92,0.2,303,7,0,,,,
21.09.2021 12:20,,,,,,745.2,92,0.3,0,7,0,,,,
21.09.2021 12:40,,,,,,745.2,92,0.3,314,7,0,,,,
21.09.2021 13:00,,,,,,745.3,92,0.3,0,7,0,,,,
21.09.2021 13:20,,,,,,745.3,92,0.3,0,6.9,0,,,,
21.09.2021 13:40,,,,,,745.4,92,0.3,316,6.9,0.3,,,,
21.09.2021 14:00,,,,,,745.4,92,0.2,0,6.9,0,,,,
21.09.2021 14:20,,,,,,745.5,92,0.3,0,6.9,0,,,,
21.09.2021 14:40,,,,,,745.4,92,0.3,0,6.9,0,,,,
21.09.2021 15:00,,,,,,745.3,92,0.3,0,6.9,0,,,,
21.09.2021 15:20,,,,,,745.3,92,0.3,0,7,0,,,,
21.09.2021 15:40,,,,,,745.3,92,0.3,0,7,0,,,,
21.09.2021 16:00,,,,,,745.3,92,0.3,0,7,0,,,,
21.09.2021 16:20,,,,,,745.3,92,0.2,0,7,0,,,,
21.09.2021 16:40,,,,,,745.3,91.2,0.2,74,6.9,0,,,,
21.09.2021 17:00,,,,,,745.2,91,0.1,320,6.9,0,,,,
21.09.2021 17:20,,,,,,745.2,91,0.3,0,6.8,0,,,,
21.09.2021 17:40,,,,,,745.2,91,0.4,0,6.7,0,,,,
21.09.2021 18:00,,,,,,745.2,91,0.2,0,6.6,0,,,,
21.09.2021 18:20,,,,,,745.2,91,0.1,0,6.6,0,,,,
21.09.2021 18:40,,,,,,745.2,91,0.1,0,6.6,0.3,,,,
21.09.2021 19:00,,,,,,745.2,91,0.2,4,6.5,0,,,,
21.09.2021 19:20,,,,,,745.2,91,0.2,299,6.5,0,,,,
21.09.2021 19:40,,,,,,745.2,91,0.2,359,6.5,0,,,,
21.09.2021 20:00,,,,,,745.1,91,0.3,0,6.4,0,,,,
21.09.2021 20:20,,,,,,745.1,91,0.2,0,6.4,0,,,,
21.09.2021 20:40,,,,,,745,91,0.2,0,6.4,0,,,,
21.09.2021 21:00,,,,,,744.9,91,0.2,297,6.4,0,,,,
21.09.2021 21:20,,,,,,744.8,91,0.2,0,6.4,0,,,,
21.09.2021 21:40,,,,,,744.8,91,0.2,0,6.4,0.3,,,,
21.09.2021 22:00,,,,,,744.7,91,0.1,0,6.4,0,,,,
21.09.2021 22:20,,,,,,744.7,91,0.2,0,6.4,0,,,,
21.09.2021 22:40,,,,,,744.5,91,0.2,303,6.4,0,,,,
21.09.2021 23:00,,,,,,744.5,91,0.1,0,6.4,0,,,,
21.09.2021 23:20,,,,,,744.4,91,0.2,0,6.4,0.3,,,,
21.09.2021 23:40,,,,,,744.3,91,0.1,0,6.4,0,,,,
07.04.2021 00:00,0.4,0.0748,0.016,0.066,0.021,,,,,,,,,,
07.04.2021 00:20,0.3,0.0728,0.007,0.06,0.02,,,,,,,,,,
07.04.2021 00:40,0.3,0.0618,0.002,0.044,0.019,,,,,,,,,,
07.04.2021 01:00,0.3,0.0516,0,0.037,0.017,,,,,,,,,,
07.04.2021 01:20,0.3,0.0418,0.001,0.034,0.017,,,,,,,,,,
07.04.2021 01:40,0.2,0.0352,0,0.03,0.017,,,,,,,,,,
07.04.2021 02:00,0.2,0.0314,0,0.028,0.017,,,,,,,,,,
07.04.2021 02:20,0.2,0.0326,0,0.032,0.021,,,,,,,,,,
07.04.2021 02:40,0.2,0.0313,0,0.027,0.019,,,,,,,,,,
07.04.2021 03:00,0.2,0.0337,0,0.025,0.018,,,,,,,,,,
07.04.2021 03:20,0.2,0.0369,0,0.023,0.016,,,,,,,,,,
07.04.2021 03:40,0.2,0.0481,0,0.024,0.016,,,,,,,,,,
07.04.2021 04:00,0.3,0.0563,0.001,0.025,0.016,,,,,,,,,,
07.04.2021 04:20,0.3,0.0552,0.002,0.033,0.018,,,,,,,,,,
07.04.2021 04:40,0.3,0.0613,0.013,0.039,0.019,,,,,,,,,,
07.04.2021 05:00,0.3,0.0573,0.006,0.036,0.018,,,,,,,,,,
07.04.2021 05:20,0.2,0.0494,0.001,0.034,0.02,,,,,,,,,,
07.04.2021 05:40,0.2,0.0415,0.001,0.034,0.02,,,,,,,,,,
07.04.2021 06:00,0.2,0.0488,0.004,0.034,0.019,,,,,,,,,,
07.04.2021 06:20,0.3,0.0486,0.003,0.038,0.02,,,,,,,,,,
07.04.2021 06:40,0.3,0.0508,0.006,0.034,0.02,,,,,,,,,,
07.04.2021 07:00,0.3,0.0542,0.015,0.038,0.02,,,,,,,,,,
07.04.2021 07:20,0.4,0.0604,0.036,0.057,0.023,,,,,,,,,,
07.04.2021 07:40,0.4,0.0586,0.039,0.06,0.022,,,,,,,,,,
07.04.2021 08:00,0.4,0.0578,0.032,0.063,0.023,,,,,,,,,,
07.04.2021 08:20,0.4,0.0531,0.029,0.06,0.021,,,,,,,,,,
07.04.2021 08:40,0.3,0.0512,0.017,0.051,0.02,,,,,,,,,,
07.04.2021 09:00,0.4,0.0521,0.023,0.046,0.022,,,,,,,,,,
07.04.2021 09:20,0.3,0.0489,0.019,0.038,0.02,,,,,,,,,,
07.04.2021 09:40,0.4,0.046,0.014,0.038,0.02,,,,,,,,,,
07.04.2021 10:00,0.3,0.0408,0.013,0.038,0.019,,,,,,,,,,
07.04.2021 10:20,0.3,0.0387,0.02,0.036,0.019,,,,,,,,,,
07.04.2021 10:40,0.3,0.0436,0.025,0.043,0.017,,,,,,,,,,
07.04.2021 11:00,0.3,0.034,0.009,0.043,0.019,,,,,,,,,,
07.04.2021 11:20,0.3,0.0354,0.01,0.041,0.014,,,,,,,,,,
07.04.2021 11:40,0.3,0.0299,0.007,0.035,0.014,,,,,,,,,,
07.04.2021 12:00,0.3,0.0392,0.01,0.04,0.016,,,,,,,,,,
07.04.2021 12:20,0.2,0.032,0.005,0.044,0.015,,,,,,,,,,
07.04.2021 12:40,0.2,0.0293,0.006,0.033,0.011,,,,,,,,,,
07.04.2021 13:00,0.2,0.0251,0.005,0.033,0.011,,,,,,,,,,
07.04.2021 13:20,0.2,0.0313,0.005,0.033,0.009,,,,,,,,,,
07.04.2021 13:40,0.2,0.0267,0.004,0.042,0.015,,,,,,,,,,
07.04.2021 14:00,0.2,0.025,0.003,0.033,0.01,,,,,,,,,,
07.04.2021 14:20,0.2,0.0398,0.008,0.039,0.015,,,,,,,,,,
07.04.2021 14:40,0.2,0.0341,0.004,0.037,0.003,,,,,,,,,,
07.04.2021 15:00,0.2,0.0394,0.008,0.055,0.014,,,,,,,,,,
07.04.2021 15:20,0.2,0.0337,0.004,0.058,0.009,,,,,,,,,,
07.04.2021 15:40,0.2,0.0361,0.004,0.056,0.015,,,,,,,,,,
07.04.2021 16:00,0.2,0.0311,0.004,0.051,0.011,,,,,,,,,,
07.04.2021 16:20,0.2,0.0299,0.003,0.048,0.017,,,,,,,,,,
07.04.2021 16:40,0.2,0.0373,0.006,0.054,0.018,,,,,,,,,,
07.04.2021 17:00,0.2,0.0386,0.005,0.048,0.02,,,,,,,,,,
07.04.2021 17:20,0.2,0.0446,0.008,0.037,0.011,,,,,,,,,,
07.04.2021 17:40,0.2,0.0372,0.004,0.035,0.017,,,,,,,,,,
07.04.2021 18:00,0.2,0.0394,0.004,0.031,0.014,,,,,,,,,,
07.04.2021 18:20,0.2,0.0394,0.004,0.024,0.012,,,,,,,,,,
07.04.2021 18:40,0.2,0.0457,0.004,0.032,0.014,,,,,,,,,,
07.04.2021 19:00,0.2,0.0344,0.002,0.034,0.02,,,,,,,,,,
07.04.2021 19:20,0.2,0.0316,0.003,0.027,0.019,,,,,,,,,,
07.04.2021 19:40,0.2,0.0216,0,0.016,0.013,,,,,,,,,,
07.04.2021 20:00,0.2,0.0204,0,0.003,0.004,,,,,,,,,,
07.04.2021 20:20,0.2,0.0216,0.001,0.006,0.007,,,,,,,,,,
07.04.2021 20:40,0.2,0.0207,0.001,0.005,0.006,,,,,,,,,,
07.04.2021 21:00,0.2,0.02,0,0.006,0.005,,,,,,,,,,
07.04.2021 21:20,0.2,0.0171,0,0.004,0.005,,,,,,,,,,
07.04.2021 21:40,0.3,0.0167,0,0.003,0.004,,,,,,,,,,
07.04.2021 22:00,0.2,0.0164,0,0.006,0.005,,,,,,,,,,
07.04.2021 22:20,0.3,0.0166,0,0.005,0.005,,,,,,,,,,
07.04.2021 22:40,0.3,0.0198,0,0.007,0.006,,,,,,,,,,
07.04.2021 23:00,0.3,0.0306,0,0.008,0.007,,,,,,,,,,
07.04.2021 23:20,0.3,0.032,0,0.008,0.006,,,,,,,,,,
07.04.2021 23:40,0.3,0.0387,0,0.011,0.01,,,,,,,,,,
08.04.2021 00:00,0.3,0.0523,0.001,0.013,0.011,,,,,,,,,,
08.04.2021 00:20,0.3,0.0489,0,0.012,0.011,,,,,,,,,,
08.04.2021 00:40,0.3,0.051,0.001,0.011,0.009,,,,,,,,,,
08.04.2021 01:00,0.3,0.0456,0.001,0.011,0.009,,,,,,,,,,
08.04.2021 01:20,0.3,0.0474,0.001,0.013,0.01,,,,,,,,,,
08.04.2021 01:40,0.3,0.0475,0.001,0.012,0.01,,,,,,,,,,
08.04.2021 02:00,0.4,0.0628,0.018,0.014,0.011,,,,,,,,,,
08.04.2021 02:20,0.4,0.0684,0.048,0.018,0.015,,,,,,,,,,
08.04.2021 02:40,0.4,0.0704,0.016,0.016,0.014,,,,,,,,,,
08.04.2021 03:00,0.3,0.0557,0.002,0.011,0.009,,,,,,,,,,
08.04.2021 03:20,0.3,0.0431,0.001,0.01,0.009,,,,,,,,,,
08.04.2021 03:40,0.3,0.0319,0.001,0.01,0.008,,,,,,,,,,
08.04.2021 04:00,0.3,0.0391,0.005,0.013,0.01,,,,,,,,,,
08.04.2021 04:20,0.3,0.033,0.001,0.012,0.01,,,,,,,,,,
08.04.2021 04:40,0.3,0.0285,0.002,0.009,0.008,,,,,,,,,,
08.04.2021 05:00,0.3,0.0309,0.002,0.009,0.008,,,,,,,,,,
08.04.2021 05:20,0.3,0.0332,0.004,0.01,0.008,,,,,,,,,,
08.04.2021 05:40,0.3,0.0357,0.01,0.012,0.011,,,,,,,,,,
08.04.2021 06:00,0.3,0.0371,0.007,0.012,0.009,,,,,,,,,,
08.04.2021 06:20,0.3,0.0468,0.014,0.014,0.01,,,,,,,,,,
08.04.2021 06:40,0.4,0.0497,0.032,0.015,0.012,,,,,,,,,,
08.04.2021 07:00,0.3,0.0452,0.015,0.009,0.009,,,,,,,,,,
08.04.2021 07:20,0.3,0.0361,0.009,0.005,0.006,,,,,,,,,,
08.04.2021 07:40,0.3,0.041,0.016,0.005,0.005,,,,,,,,,,
08.04.2021 08:00,0.4,0.045,0.023,0.007,0.005,,,,,,,,,,
08.04.2021 08:20,0.4,0.0487,0.03,0.006,0.006,,,,,,,,,,
08.04.2021 08:40,0.4,0.0489,0.038,0.005,0.006,,,,,,,,,,
08.04.2021 09:00,0.4,0.0521,0.038,0.008,0.008,,,,,,,,,,
08.04.2021 09:20,0.4,0.0545,0.044,0.011,0.011,,,,,,,,,,
08.04.2021 09:40,0.5,0.0597,0.049,0.015,0.017,,,,,,,,,,
08.04.2021 10:00,0.4,0.0531,0.039,0.008,0.007,,,,,,,,,,
08.04.2021 10:20,0.4,0.0407,0.029,0.005,0.004,,,,,,,,,,
08.04.2021 10:40,0.4,0.0337,0.021,0.008,0.006,,,,,,,,,,
08.04.2021 11:00,0.3,0.0343,0.021,0.01,0.009,,,,,,,,,,
08.04.2021 11:20,0.3,0.0313,0.013,0.01,0.007,,,,,,,,,,
08.04.2021 11:40,0.3,0.0314,0.012,0.012,0.009,,,,,,,,,,
08.04.2021 12:00,0.3,0.0306,0.01,0.012,0.01,,,,,,,,,,
08.04.2021 12:20,0.3,0.0297,0.012,0.013,0.011,,,,,,,,,,
08.04.2021 12:40,0.3,0.0286,0.01,0.011,0.009,,,,,,,,,,
08.04.2021 13:00,0.3,0.0288,0.01,0.01,0.009,,,,,,,,,,
08.04.2021 13:20,0.2,0.0284,0.007,0.012,0.01,,,,,,,,,,
08.04.2021 13:40,0.2,0.0258,0.007,0.012,0.011,,,,,,,,,,
08.04.2021 14:00,0.2,0.0273,0.008,0.011,0.009,,,,,,,,,,
08.04.2021 14:20,0.2,0.0249,0.006,0.013,0.01,,,,,,,,,,
08.04.2021 14:40,0.2,0.0269,0.007,0.013,0.011,,,,,,,,,,
08.04.2021 15:00,0.2,0.0239,0.005,0.015,0.012,,,,,,,,,,
08.04.2021 15:20,0.2,0.0221,0.005,0.015,0.011,,,,,,,,,,
08.04.2021 15:40,0.2,0.0213,0.004,0.001,0.004,,,,,,,,,,
08.04.2021 16:00,0.2,0.0269,0.006,0.015,0.008,,,,,,,,,,
08.04.2021 16:20,0.2,0.0259,0.005,0.016,0.009,,,,,,,,,,
08.04.2021 16:40,0.3,0.0305,0.006,0.015,0.008,,,,,,,,,,
08.04.2021 17:00,0.2,0.0317,0.007,0.024,0.01,,,,,,,,,,
08.04.2021 17:20,0.2,0.0258,0.003,0.02,0.008,,,,,,,,,,
08.04.2021 17:40,0.2,0.0299,0.005,0.031,0.013,,,,,,,,,,
08.04.2021 18:00,0.2,0.0296,0.005,0.039,0.021,,,,,,,,,,
08.04.2021 18:20,0.3,0.0459,0.008,0.017,0.009,,,,,,,,,,
08.04.2021 18:40,0.3,0.0564,0.014,0.018,0.011,,,,,,,,,,
08.04.2021 19:00,0.3,0.0464,0.008,0.019,0.009,,,,,,,,,,
08.04.2021 19:20,0.3,0.0347,0.007,0.02,0.012,,,,,,,,,,
08.04.2021 19:40,0.3,0.0352,0.006,0.021,0.01,,,,,,,,,,
08.04.2021 20:00,0.3,0.0369,0.007,0.024,0.013,,,,,,,,,,
08.04.2021 20:20,0.3,0.0411,0.009,0.028,0.013,,,,,,,,,,
08.04.2021 20:40,0.3,0.0407,0.007,0.028,0.009,,,,,,,,,,
08.04.2021 21:00,0.3,0.0429,0.005,0.028,0.009,,,,,,,,,,
