FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\summer.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
20/09/2021 00:00:00	4,86	4,96	4,87	4,68	4,50	4,28	4,09	3,85	3,58	3,35	3,17	2,99	2,81	4,87	0
20/09/2021 00:05:00	4,93	4,96	4,83	4,66	4,40	4,19	4,06	3,85	3,57	3,34	3,17	2,99	2,81	4,85	0
20/09/2021 00:10:00	4,84	4,91	4,82	4,52	4,39	4,20	3,92	3,64	3,36	3,14	2,96	2,78	2,61	4,81	0
20/09/2021 00:15:00	4,86	4,83	4,69	4,54	4,40	4,21	4,00	3,77	3,51	3,30	3,13	2,96	2,79	4,82	0
20/09/2021 00:20:00	4,83	4,86	4,75	4,54	4,28	4,13	3,93	3,69	3,41	3,18	3,01	2,83	2,66	4,76	0
20/09/2021 00:25:00	4,78	4,80	4,62	4,45	4,21	4,12	3,91	3,68	3,43	3,23	3,10	2,96	2,82	4,76	0
20/09/2021 00:30:00	4,72	4,81	4,64	4,46	4,32	4,10	3,91	3,68	3,42	3,21	3,05	2,90	2,74	4,76	0
20/09/2021 00:35:00	4,71	4,74	4,61	4,35	4,17	4,03	3,89	3,69	3,44	3,24	3,11	2,98	2,85	4,75	0
20/09/2021 00:40:00	4,67	4,78	4,70	4,50	4,27	4,13	3,84	3,56	3,28	3,05	2,86	2,68	2,49	4,66	0
20/09/2021 00:45:00	4,70	4,71	4,55	4,39	4,15	4,04	3,85	3,62	3,37	3,17	3,03	2,88	2,74	4,70	0
20/09/2021 00:50:00	4,64	4,68	4,58	4,43	4,23	4,01	3,86	3,65	3,38	3,15	2,97	2,79	2,62	4,63	0
20/09/2021 00:55:00	4,71	4,70	4,60	4,36	4,16	4,01	3,85	3,64	3,38	3,17	3,02	2,87	2,71	4,58	0
20/09/2021 01:00:00	4,63	4,67	4,51	4,29	4,10	4,00	3,82	3,61	3,36	3,17	3,05	2,93	2,80	4,65	0
20/09/2021 01:05:00	4,55	4,58	4,48	4,19	4,06	3,91	3,78	3,58	3,33	3,14	3,00	2,88	2,75	4,55	0
20/09/2021 01:10:00	4,57	4,55	4,37	4,33	4,14	3,94	3,78	3,58	3,33	3,12	2,96	2,79	2,62	4,51	0
20/09/2021 01:15:00	4,55	4,52	4,37	4,21	4,06	3,97	3,80	3,60	3,36	3,18	3,06	2,94	2,81	4,58	0
20/09/2021 01:20:00	4,55	4,57	4,46	4,26	4,12	3,93	3,79	3,60	3,35	3,14	3,00	2,85	2,70	4,57	0
20/09/2021 01:25:00	4,63	4,63	4,50	4,31	4,10	3,92	3,75	3,54	3,28	3,07	2,91	2,75	2,59	4,58	0
20/09/2021 01:30:00	4,57	4,54	4,38	4,29	4,16	3,96	3,82	3,63	3,39	3,19	3,04	2,89	2,73	4,53	0
20/09/2021 01:35:00	4,58	4,49	4,30	4,15	4,06	3,94	3,80	3,63	3,41	3,24	3,13	3,02	2,91	4,48	0
20/09/2021 01:40:00	4,48	4,55	4,38	4,23	4,01	3,87	3,69	3,48	3,22	3,02	2,88	2,74	2,59	4,48	0
20/09/2021 01:45:00	4,57	4,51	4,36	4,18	4,06	4,01	3,85	3,66	3,44	3,27	3,17	3,06	2,96	4,49	0
20/09/2021 01:50:00	4,50	4,48	4,38	4,15	4,00	3,86	3,74	3,56	3,31	3,12	2,99	2,86	2,73	4,52	0
20/09/2021 01:55:00	4,47	4,40	4,33	4,13	4,01	3,95	3,81	3,63	3,40	3,23	3,11	2,99	2,88	4,47	0
20/09/2021 02:00:00	4,48	4,41	4,24	3,99	3,86	3,77	3,58	3,37	3,15	2,97	2,87	2,76	2,66	4,51	0
20/09/2021 02:05:00	4,46	4,46	4,28	4,11	3,93	3,89	3,76	3,59	3,37	3,21	3,12	3,03	2,94	4,51	0
20/09/2021 02:10:00	4,45	4,43	4,31	4,16	4,03	3,92	3,82	3,66	3,43	3,26	3,14	3,02	2,91	4,45	0
20/09/2021 02:15:00	4,46	4,39	4,29	4,10	3,92	3,83	3,67	3,47	3,23	3,04	2,90	2,76	2,63	4,45	0
20/09/2021 02:20:00	4,43	4,41	4,28	4,12	3,93	3,82	3,66	3,46	3,21	3,02	2,89	2,76	2,62	4,40	0
20/09/2021 02:25:00	4,47	4,47	4,29	4,10	3,91	3,83	3,72	3,55	3,32	3,15	3,06	2,96	2,86	4,40	0
20/09/2021 02:30:00	4,39	4,39	4,25	4,03	3,97	3,83	3,71	3,53	3,30	3,13	3,02	2,92	2,81	4,45	0
20/09/2021 02:35:00	4,40	4,32	4,14	3,99	3,92	3,81	3,65	3,47	3,25	3,09	2,98	2,88	2,77	4,46	0
20/09/2021 02:40:00	4,37	4,40	4,23	4,04	3,93	3,78	3,66	3,49	3,26	3,08	2,98	2,87	2,76	4,40	0
20/09/2021 02:45:00	4,42	4,35	4,16	3,98	3,88	3,79	3,65	3,47	3,26	3,10	3,00	2,90	2,80	4,36	0
20/09/2021 02:50:00	4,38	4,36	4,23	4,05	3,92	3,87	3,71	3,52	3,30	3,13	3,03	2,92	2,81	4,35	0
20/09/2021 02:55:00	4,40	4,36	4,17	4,06	3,93	3,85	3,72	3,55	3,33	3,17	3,07	2,97	2,86	4,38	0
20/09/2021 03:00:00	4,38	4,34	4,20	4,06	3,89	3,80	3,66	3,47	3,24	3,06	2,94	2,82	2,69	4,35	0
20/09/2021 03:05:00	4,43	4,29	4,14	3,97	3,89	3,81	3,65	3,46	3,24	3,08	2,97	2,86	2,75	4,43	0
20/09/2021 03:10:00	4,39	4,33	4,13	3,96	3,78	3,74	3,62	3,44	3,23	3,07	2,99	2,91	2,82	4,35	0
20/09/2021 03:15:00	4,34	4,26	4,11	3,97	3,84	3,74	3,58	3,39	3,16	2,99	2,87	2,74	2,62	4,34	0
20/09/2021 03:20:00	4,33	4,30	4,12	3,95	3,86	3,71	3,60	3,43	3,21	3,04	2,94	2,83	2,72	4,34	0
20/09/2021 03:25:00	4,34	4,31	4,15	3,93	3,77	3,65	3,51	3,32	3,08	2,90	2,79	2,68	2,57	4,32	0
20/09/2021 03:30:00	4,36	4,24	4,05	3,88	3,76	3,74	3,64	3,49	3,29	3,14	3,07	3,00	2,93	4,35	0
20/09/2021 03:35:00	4,31	4,30	4,11	3,97	3,80	3,73	3,58	3,39	3,16	3,00	2,90	2,80	2,70	4,36	0
20/09/2021 03:40:00	4,36	4,32	4,20	4,06	3,94	3,87	3,74	3,56	3,34	3,18	3,07	2,96	2,85	4,33	0
20/09/2021 03:45:00	4,31	4,32	4,15	3,96	3,74	3,72	3,62	3,46	3,23	3,08	2,99	2,91	2,83	4,35	0
20/09/2021 03:50:00	4,34	4,30	4,13	3,97	3,79	3,74	3,60	3,41	3,19	3,02	2,92	2,82	2,72	4,31	0
20/09/2021 03:55:00	4,38	4,31	4,11	3,96	3,77	3,69	3,54	3,35	3,12	2,95	2,84	2,73	2,62	4,36	0
20/09/2021 04:00:00	4,40	4,30	4,10	3,91	3,71	3,57	3,44	3,26	3,02	2,84	2,72	2,60	2,48	4,35	0
20/09/2021 04:05:00	4,42	4,38	4,23	4,01	3,82	3,60	3,45	3,25	2,98	2,76	2,60	2,44	2,28	4,40	0
20/09/2021 04:10:00	4,35	4,34	4,14	3,87	3,71	3,54	3,34	3,12	2,87	2,67	2,55	2,42	2,29	4,41	0
20/09/2021 04:15:00	4,38	4,32	4,08	3,81	3,65	3,52	3,29	3,05	2,82	2,64	2,53	2,42	2,31	4,36	0
20/09/2021 04:20:00	4,33	4,34	4,11	3,86	3,64	3,48	3,31	3,10	2,85	2,66	2,54	2,43	2,32	4,38	0
20/09/2021 04:25:00	4,32	4,32	4,09	3,87	3,67	3,46	3,27	3,05	2,80	2,60	2,46	2,32	2,18	4,41	0
20/09/2021 04:30:00	4,48	4,39	4,18	3,89	3,63	3,48	3,25	3,00	2,74	2,53	2,38	2,24	2,10	4,39	0
20/09/2021 04:35:00	4,45	4,35	4,11	3,93	3,73	3,57	3,37	3,15	2,91	2,71	2,58	2,44	2,31	4,40	0
20/09/2021 04:40:00	4,40	4,34	4,13	3,89	3,62	3,48	3,27	3,03	2,77	2,57	2,43	2,30	2,16	4,44	0
20/09/2021 04:45:00	4,50	4,38	4,15	3,90	3,67	3,49	3,28	3,05	2,79	2,58	2,44	2,30	2,16	4,44	0
20/09/2021 04:50:00	4,49	4,45	4,18	3,93	3,70	3,54	3,30	3,06	2,80	2,61	2,48	2,35	2,22	4,45	0
20/09/2021 04:55:00	4,50	4,44	4,17	3,93	3,70	3,52	3,33	3,11	2,86	2,67	2,54	2,42	2,29	4,50	0
20/09/2021 05:00:00	4,47	4,45	4,20	3,91	3,74	3,58	3,27	2,99	2,74	2,54	2,41	2,27	2,14	4,46	0
20/09/2021 05:05:00	4,49	4,39	4,14	3,91	3,65	3,48	3,31	3,09	2,84	2,64	2,51	2,38	2,25	4,43	0
20/09/2021 05:10:00	4,48	4,37	4,15	3,94	3,70	3,52	3,31	3,08	2,82	2,61	2,46	2,31	2,16	4,43	0
20/09/2021 05:15:00	4,42	4,33	4,14	3,94	3,73	3,61	3,46	3,27	3,03	2,85	2,73	2,61	2,49	4,46	0
20/09/2021 05:20:00	4,49	4,39	4,20	3,94	3,73	3,60	3,38	3,14	2,89	2,69	2,55	2,42	2,28	4,46	0
20/09/2021 05:25:00	4,46	4,37	4,19	3,98	3,85	3,69	3,49	3,28	3,04	2,85	2,72	2,58	2,45	4,45	0
20/09/2021 05:30:00	4,46	4,33	4,14	3,98	3,70	3,60	3,37	3,13	2,87	2,67	2,52	2,37	2,22	4,38	0
20/09/2021 05:35:00	4,43	4,37	4,14	3,94	3,77	3,58	3,36	3,13	2,88	2,68	2,54	2,40	2,26	4,43	0
20/09/2021 05:40:00	4,43	4,33	4,08	3,84	3,65	3,54	3,30	3,07	2,83	2,65	2,53	2,42	2,30	4,45	0
20/09/2021 05:45:00	4,40	4,30	4,09	3,88	3,73	3,58	3,36	3,13	2,89	2,70	2,57	2,43	2,30	4,40	0
20/09/2021 05:50:00	4,40	4,32	4,15	3,94	3,76	3,66	3,51	3,32	3,09	2,91	2,79	2,68	2,57	4,38	0
20/09/2021 05:55:00	4,39	4,28	4,10	3,95	3,85	3,75	3,63	3,46	3,25	3,09	2,99	2,88	2,78	4,31	0
20/09/2021 06:00:00	4,39	4,26	4,07	3,96	3,82	3,74	3,59	3,40	3,19	3,02	2,91	2,80	2,68	4,34	0
20/09/2021 06:05:00	4,34	4,22	4,06	3,86	3,74	3,68	3,65	3,53	3,32	3,17	3,10	3,03	2,96	4,33	0
20/09/2021 06:10:00	4,34	4,31	4,12	3,90	3,78	3,68	3,55	3,37	3,14	2,98	2,88	2,79	2,69	4,33	0
20/09/2021 06:15:00	4,32	4,21	4,02	3,83	3,66	3,55	3,45	3,28	3,05	2,88	2,78	2,68	2,57	4,33	0
20/09/2021 06:20:00	4,27	4,23	4,07	3,88	3,68	3,52	3,40	3,22	2,97	2,78	2,65	2,52	2,39	4,26	0
20/09/2021 06:25:00	4,32	4,19	3,97	3,81	3,69	3,69	3,56	3,40	3,20	3,07	3,00	2,93	2,87	4,28	0
20/09/2021 06:30:00	4,26	4,21	4,02	3,86	3,70	3,58	3,45	3,26	3,04	2,86	2,75	2,64	2,52	4,28	0
20/09/2021 06:35:00	4,31	4,24	4,06	3,88	3,67	3,56	3,47	3,31	3,07	2,89	2,78	2,67	2,55	4,33	0
20/09/2021 06:40:00	4,31	4,21	4,00	3,84	3,70	3,62	3,45	3,25	3,04	2,87	2,77	2,67	2,57	4,30	0
20/09/2021 06:45:00	4,31	4,20	4,00	3,88	3,69	3,54	3,41	3,23	3,00	2,81	2,69	2,56	2,43	4,34	0
20/09/2021 06:50:00	4,29	4,20	4,01	3,83	3,62	3,48	3,38	3,20	2,97	2,78	2,67	2,55	2,43	4,30	0
20/09/2021 06:55:00	4,33	4,28	4,08	3,84	3,76	3,55	3,32	3,09	2,85	2,65	2,52	2,38	2,24	4,33	0
20/09/2021 07:00:00	4,36	4,22	4,05	3,84	3,72	3,53	3,37	3,18	2,93	2,74	2,61	2,47	2,33	4,35	0
20/09/2021 07:05:00	4,34	4,31	4,11	3,88	3,71	3,51	3,38	3,19	2,94	2,75	2,62	2,49	2,37	4,38	0
20/09/2021 07:10:00	4,38	4,25	4,05	3,89	3,66	3,52	3,33	3,11	2,86	2,66	2,52	2,38	2,23	4,36	0
20/09/2021 07:15:00	4,33	4,31	4,17	4,02	3,72	3,63	3,41	3,17	2,91	2,70	2,55	2,40	2,25	4,39	0
20/09/2021 07:20:00	4,35	4,26	4,00	3,83	3,66	3,51	3,34	3,14	2,91	2,73	2,62	2,51	2,40	4,33	0
20/09/2021 07:25:00	4,31	4,27	4,05	3,83	3,68	3,44	3,19	2,93	2,67	2,45	2,29	2,14	1,98	4,35	0
20/09/2021 07:30:00	4,38	4,30	4,08	3,86	3,67	3,57	3,36	3,14	2,90	2,72	2,60	2,49	2,37	4,39	0
20/09/2021 07:35:00	4,34	4,25	4,07	3,82	3,65	3,47	3,29	3,07	2,82	2,62	2,48	2,34	2,21	4,43	0
20/09/2021 07:40:00	4,42	4,26	4,05	3,84	3,71	3,59	3,42	3,23	3,00	2,83	2,72	2,60	2,49	4,39	0
20/09/2021 07:45:00	4,39	4,28	4,08	3,86	3,59	3,48	3,27	3,04	2,79	2,59	2,46	2,32	2,19	4,33	0
20/09/2021 07:50:00	4,35	4,35	4,16	3,88	3,62	3,45	3,17	2,90	2,62	2,40	2,23	2,08	1,92	4,38	0
20/09/2021 07:55:00	4,41	4,35	4,14	3,94	3,68	3,48	3,27	3,03	2,76	2,54	2,38	2,22	2,06	4,46	0
20/09/2021 08:00:00	4,44	4,39	4,13	3,87	3,73	3,46	3,30	3,09	2,83	2,63	2,50	2,36	2,23	4,48	0
20/09/2021 08:05:00	4,56	4,46	4,23	3,89	3,71	3,55	3,30	3,04	2,79	2,59	2,46	2,33	2,20	4,51	0
20/09/2021 08:10:00	4,47	4,46	4,24	3,92	3,72	3,46	3,25	3,00	2,73	2,51	2,36	2,21	2,06	4,50	0
20/09/2021 08:15:00	4,49	4,43	4,21	4,03	3,73	3,49	3,28	3,03	2,75	2,52	2,34	2,17	1,99	4,53	0
20/09/2021 08:20:00	4,55	4,45	4,21	4,02	3,78	3,55	3,33	3,08	2,81	2,59	2,42	2,25	2,08	4,52	0
20/09/2021 08:25:00	4,59	4,53	4,31	4,11	3,80	3,62	3,40	3,15	2,88	2,66	2,50	2,34	2,19	4,57	0
20/09/2021 08:30:00	4,57	4,56	4,34	4,08	3,82	3,63	3,36	3,09	2,82	2,60	2,44	2,28	2,12	4,58	0
20/09/2021 08:35:00	4,60	4,57	4,33	4,05	3,82	3,59	3,35	3,09	2,81	2,60	2,44	2,29	2,13	4,62	0
20/09/2021 08:40:00	4,64	4,57	4,32	4,05	3,82	3,55	3,34	3,10	2,83	2,60	2,44	2,28	2,12	4,68	0
20/09/2021 08:45:00	4,71	4,61	4,38	4,08	3,84	3,58	3,27	2,96	2,67	2,43	2,24	2,05	1,87	4,61	0
20/09/2021 08:50:00	4,68	4,58	4,29	4,03	3,79	3,59	3,30	3,03	2,76	2,55	2,40	2,25	2,10	4,65	0
20/09/2021 08:55:00	4,64	4,53	4,31	4,10	3,83	3,57	3,37	3,12	2,85	2,61	2,43	2,25	2,07	4,65	0
20/09/2021 09:00:00	4,68	4,55	4,29	4,02	3,75	3,52	3,32	3,09	2,82	2,60	2,44	2,29	2,14	4,82	0
20/09/2021 09:05:00	4,67	4,51	4,30	4,07	3,89	3,66	3,42	3,17	2,91	2,70	2,53	2,36	2,20	4,73	0
