1,"Туристская","55.856324","37.426628"
2,"Коптевский бульвар","55.833222","37.525158"
3,"Останкино-0","55.821154","37.612592"
4,"Глебовская","55.811801","37.71249"
5,"Спиридоновка","55.759354","37.595584"
6,"Шаболовка","55.715698","37.6052377"
7,"Академика Анохина","55.658163","37.471434"
8,"Бутлерова","55.649412","37.535874"
9,"Пролетарский проспект ","55.635129","37.658684"
10,"Марьино","55.652695","37.751502"
